Iteration	Posterior	Likelihood	Prior	h	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	lambda[8]	lambda[9]	lambda[10]	lambda[11]	lambda[12]	lambda_hid[1]	lambda_hid[2]	lambda_hid_unorm[1]	lambda_hid_unorm[2]	lambda_obs[1]	lambda_obs[2]	lambda_obs[3]	lambda_obs[4]	lambda_obs[5]	lambda_obs[6]	q_hid[1]	q_hid[2]	q_obs[1]	q_obs[2]	q_obs[3]	q_obs[4]	q_obs[5]	q_obs[6]	q_obs[7]	q_obs[8]	q_obs[9]	q_obs[10]	q_obs[11]	q_obs[12]	q_obs[13]	q_obs[14]	q_obs[15]	q_obs[16]	q_obs[17]	q_obs[18]	q_obs[19]	q_obs[20]	q_obs[21]	q_obs[22]	q_obs[23]	q_obs[24]	q_obs[25]	q_obs[26]	q_obs[27]	q_obs[28]	q_obs[29]	q_obs[30]	sig0
194	-1193.524	-1176.033	-17.49153	2.114727	0.000901742	0.00163346	0.0022221	0.00157172	0.000823679	0.00108401	1.5867	2.87423	3.90999	2.76558	1.44934	1.90741	0.00113598	1.99886	0.0238393	41.9475	0.7938	1.43793	1.95611	1.38358	0.725082	0.954249	2.11473	2.11473	0.000281484	0.0670281	0.00352749	0.124475	0.0576917	0.000281484	0.113163	0.0936122	0.125961	0.0164837	0.0670281	0.113163	0.328898	0.0816114	0.0495443	0.00352749	0.0936122	0.328898	0.100741	0.0273828	0.124475	0.125961	0.0816114	0.100741	0.0844431	0.0576917	0.0164837	0.0495443	0.0273828	0.0844431	5.539623
195	-1189.558	-1170.508	-19.04997	2.167549	0.000567196	0.00102745	0.0013977	0.00115425	0.000546962	0.000766245	1.58703	2.87484	3.91082	3.22964	1.53042	2.14398	0.000714532	1.99929	0.0189049	52.8964	0.7938	1.43793	1.95611	1.6154	0.765483	1.07237	2.16755	2.16755	0.000312353	0.072787	0.00372053	0.124475	0.057948	0.000312353	0.118939	0.0775356	0.104195	0.0128435	0.072787	0.118939	0.332126	0.0771572	0.0676265	0.00372053	0.0775356	0.332126	0.110223	0.0297334	0.124475	0.104195	0.0771572	0.110223	0.104389	0.057948	0.0128435	0.0676265	0.0297334	0.104389	5.883464
196	-1190.543	-1173.619	-16.92404	2.139309	0.00143913	0.00279572	0.00360509	0.00288735	0.00141078	0.00136004	1.5603	3.03109	3.90861	3.13044	1.52955	1.47454	0.00184299	1.99816	0.0303702	32.9271	0.780868	1.51694	1.95611	1.56666	0.765483	0.737952	2.13931	2.13931	0.000280358	0.0773234	0.00414089	0.138017	0.0698491	0.000280358	0.118902	0.0775356	0.113761	0.013701	0.0773234	0.118902	0.28094	0.0671365	0.0735332	0.00414089	0.0775356	0.28094	0.0913011	0.0280032	0.138017	0.113761	0.0671365	0.0913011	0.10497	0.0698491	0.013701	0.0735332	0.0280032	0.10497	5.180649
197	-1189.653	-1170.956	-18.69703	2.287762	0.00160758	0.00279572	0.00360509	0.00283201	0.00135126	0.00224782	1.74292	3.03109	3.90861	3.07044	1.46503	2.43707	0.00184299	1.99816	0.0303702	32.9271	0.872265	1.51694	1.95611	1.53664	0.73319	1.21966	2.28776	2.28776	0.000275568	0.0907114	0.00541141	0.11698	0.0851023	0.000275568	0.103965	0.0992303	0.0970732	0.0116286	0.0907114	0.103965	0.299	0.0612782	0.0531756	0.00541141	0.0992303	0.299	0.0913011	0.0262469	0.11698	0.0970732	0.0612782	0.0913011	0.10497	0.0851023	0.0116286	0.0531756	0.0262469	0.10497	5.180649
198	-1186.247	-1169.789	-16.45842	2.250136	0.00766904	0.0133371	0.0167071	0.0147835	0.00644628	0.0107234	1.73686	3.02055	3.78377	3.34813	1.45993	2.42859	0.0087921	1.99121	0.0664489	15.0492	0.872265	1.51694	1.90024	1.68146	0.73319	1.21966	2.25014	2.25014	0.0002231	0.0724132	0.00477865	0.10751	0.0595458	0.0002231	0.106899	0.0918419	0.106565	0.00717552	0.0724132	0.106899	0.305578	0.0693285	0.0665323	0.00477865	0.0918419	0.305578	0.109087	0.0310205	0.10751	0.106565	0.0693285	0.109087	0.108676	0.0595458	0.00717552	0.0665323	0.0310205	0.108676	4.019812
199	-1188.655	-1172.392	-16.26344	2.250136	0.00795825	0.0133371	0.0167071	0.0147835	0.00693458	0.00821177	1.80236	3.02055	3.78377	3.34813	1.57052	1.85978	0.0087921	1.99121	0.0664489	15.0492	0.90516	1.51694	1.90024	1.68146	0.788729	0.933995	2.25014	2.25014	0.000254377	0.065821	0.0040958	0.0982229	0.0780677	0.000254377	0.127664	0.100456	0.0910105	0.00728335	0.065821	0.127664	0.291116	0.0693285	0.0689854	0.0040958	0.100456	0.291116	0.0918872	0.0393666	0.0982229	0.0910105	0.0693285	0.0918872	0.109389	0.0780677	0.00728335	0.0689854	0.0393666	0.109389	4.019812
200	-1187.462	-1169.509	-17.95328	2.371341	0.00631528	0.0105837	0.0132579	0.0117315	0.00475987	0.00930789	1.804	3.0233	3.78722	3.35118	1.35969	2.65886	0.00697698	1.99302	0.0591667	16.9014	0.90516	1.51694	1.90024	1.68146	0.682225	1.33409	2.37134	2.37134	0.000164851	0.0752094	0.00403193	0.0978388	0.0723832	0.000164851	0.113202	0.0910098	0.0949651	0.00760715	0.0752094	0.113202	0.289946	0.0881133	0.062026	0.00403193	0.0910098	0.289946	0.107955	0.0393666	0.0978388	0.0949651	0.0881133	0.107955	0.109389	0.0723832	0.00760715	0.062026	0.0393666	0.109389	4.191904
201	-1191.362	-1174.812	-16.55039	2.286182	0.00436721	0.0105837	0.0132579	0.0102393	0.00572641	0.00950709	1.24752	3.0233	3.78722	2.92492	1.63579	2.71577	0.00697698	1.99302	0.0591667	16.9014	0.625945	1.51694	1.90024	1.46758	0.820759	1.36264	2.28618	2.28618	9.56078e-05	0.0595307	0.00393918	0.101707	0.0854903	9.56078e-05	0.113202	0.0910098	0.0867391	0.0146825	0.0595307	0.113202	0.260251	0.0909459	0.0675272	0.00393918	0.0910098	0.260251	0.0939626	0.0375872	0.101707	0.0867391	0.0909459	0.0939626	0.109389	0.0854903	0.0146825	0.0675272	0.0375872	0.109389	4.191904
202	-1190.188	-1173.988	-16.20065	2.286182	0.00561399	0.0105837	0.0131773	0.0106863	0.00516111	0.00571647	1.60368	3.0233	3.7642	3.05262	1.47431	1.63295	0.00697698	1.99302	0.0591667	16.9014	0.804645	1.51694	1.88869	1.53165	0.739734	0.819333	2.28618	2.28618	0.000106614	0.055076	0.00393918	0.0846354	0.0939907	0.000106614	0.113355	0.107968	0.104629	0.0144276	0.055076	0.113355	0.260251	0.0928514	0.0535287	0.00393918	0.107968	0.260251	0.106615	0.0270262	0.0846354	0.104629	0.0928514	0.106615	0.0949023	0.0939907	0.0144276	0.0535287	0.0270262	0.0949023	4.191904
203	-1191.058	-1173.536	-17.52261	2.335019	0.0046751	0.00870789	0.0108419	0.00920984	0.0034924	0.00662439	1.62416	3.02518	3.76653	3.19956	1.21328	2.30136	0.00574042	1.99426	0.0536514	18.6389	0.814418	1.51694	1.88869	1.60439	0.608388	1.15399	2.33502	2.33502	0.000114664	0.0506531	0.00393918	0.0718981	0.0754942	0.000114664	0.113355	0.103959	0.112944	0.0134606	0.0506531	0.113355	0.268974	0.109177	0.0844867	0.00393918	0.103959	0.268974	0.112189	0.0252156	0.0718981	0.112944	0.109177	0.112189	0.11505	0.0754942	0.0134606	0.0844867	0.0252156	0.11505	4.33698
204	-1187.784	-1172.655	-15.12883	2.132318	0.00483824	0.00870789	0.0108419	0.00920984	0.0034924	0.00662439	1.68084	3.02518	3.76653	3.19956	1.21328	2.30136	0.00574042	1.99426	0.0536514	18.6389	0.842838	1.51694	1.88869	1.60439	0.608388	1.15399	2.13232	2.13232	0.000112439	0.0604716	0.00358087	0.0536639	0.0635432	0.000112439	0.113355	0.103997	0.0761747	0.00969029	0.0604716	0.113355	0.305551	0.109177	0.0494071	0.00358087	0.103997	0.305551	0.110814	0.0265416	0.0536639	0.0761747	0.109177	0.110814	0.108544	0.0635432	0.00969029	0.0494071	0.0265416	0.108544	4.33698
205	-1185.922	-1168.244	-17.67831	2.23443	0.001461	0.00229203	0.00285372	0.00242415	0.000919246	0.00192854	1.93242	3.0316	3.77452	3.20635	1.21586	2.55081	0.00151095	1.99849	0.0274963	36.3685	0.966939	1.51694	1.88869	1.60439	0.608388	1.27637	2.23443	2.23443	9.93915e-05	0.0649213	0.00379846	0.0493852	0.0671041	9.93915e-05	0.113355	0.103997	0.0637312	0.0104246	0.0649213	0.113355	0.308568	0.0897254	0.0598163	0.00379846	0.103997	0.308568	0.111582	0.0225601	0.0493852	0.0637312	0.0897254	0.111582	0.0934119	0.0671041	0.0104246	0.0598163	0.0225601	0.0934119	5.328032
206	-1186.822	-1173.055	-13.76732	2.062536	0.0041936	0.00872144	0.0108587	0.00922418	0.00411517	0.00733829	1.45461	3.02517	3.76652	3.19955	1.42741	2.5454	0.00574935	1.99425	0.0536932	18.6243	0.729404	1.51694	1.88869	1.60439	0.715762	1.27637	2.06254	2.06254	9.72217e-05	0.0713293	0.00349222	0.0408512	0.0633213	9.72217e-05	0.123091	0.108196	0.0569171	0.00606274	0.0713293	0.123091	0.272668	0.0952299	0.0579313	0.00349222	0.108196	0.272668	0.0941501	0.0234737	0.0408512	0.0569171	0.0952299	0.0941501	0.0838231	0.0633213	0.00606274	0.0579313	0.0234737	0.0838231	4.335823
207	-1191.343	-1174.92	-16.42323	2.083977	0.00155312	0.00253018	0.00325143	0.00247515	0.0011419	0.00241212	1.8028	2.93692	3.77412	2.87305	1.32547	2.79989	0.00172153	1.99828	0.0293514	34.0699	0.902176	1.46973	1.88869	1.43776	0.663306	1.40115	2.08398	2.08398	0.000129988	0.0647738	0.00535172	0.0635494	0.0633213	0.000129988	0.156597	0.0943129	0.0712255	0.00600796	0.0647738	0.156597	0.327767	0.0988782	0.0563598	0.00535172	0.0943129	0.327767	0.0972408	0.0235047	0.0635494	0.0712255	0.0988782	0.0972408	0.0664713	0.0633213	0.00600796	0.0563598	0.0235047	0.0664713	5.231234
208	-1190.636	-1172.955	-17.68081	2.276351	0.00140977	0.00272932	0.00325143	0.00247515	0.0011419	0.00168166	1.63641	3.16808	3.77412	2.87305	1.32547	1.952	0.00172153	1.99828	0.0293514	34.0699	0.818908	1.5854	1.88869	1.43776	0.663306	0.976839	2.27635	2.27635	0.000111841	0.0716818	0.00440008	0.0614246	0.059139	0.000111841	0.147327	0.111432	0.0731191	0.00785696	0.0716818	0.147327	0.291659	0.10589	0.05734	0.00440008	0.111432	0.291659	0.105397	0.0291288	0.0614246	0.0731191	0.10589	0.105397	0.058824	0.059139	0.00785696	0.05734	0.0291288	0.058824	5.231234
209	-1186.066	-1172.035	-14.03029	1.991617	0.00284289	0.00503485	0.00599801	0.00456598	0.00255734	0.0031022	1.78753	3.16577	3.77138	2.87096	1.60798	1.95058	0.00317576	1.99682	0.0398799	25.0753	0.895186	1.5854	1.88869	1.43776	0.805269	0.976839	1.99162	1.99162	9.36749e-05	0.0783852	0.00440008	0.0463229	0.0369477	9.36749e-05	0.100418	0.106371	0.0943125	0.00768072	0.0783852	0.100418	0.286954	0.0961149	0.0661347	0.00440008	0.106371	0.286954	0.103341	0.0310563	0.0463229	0.0943125	0.0961149	0.103341	0.0605019	0.0369477	0.00768072	0.0661347	0.0310563	0.0605019	4.776772
210	-1184.33	-1169.797	-14.53302	2.133409	0.00175542	0.00485664	0.00599801	0.00456598	0.00191946	0.00366368	1.10376	3.05372	3.77138	2.87096	1.2069	2.30361	0.00317576	1.99682	0.0398799	25.0753	0.552756	1.52929	1.88869	1.43776	0.604409	1.15364	2.13341	2.13341	0.000167847	0.0721519	0.00537508	0.0756429	0.0226915	0.000167847	0.113515	0.0822045	0.0963397	0.00765433	0.0721519	0.113515	0.310615	0.0806819	0.0661347	0.00537508	0.0822045	0.310615	0.088421	0.0228046	0.0756429	0.0963397	0.0806819	0.088421	0.0592962	0.0226915	0.00765433	0.0661347	0.0228046	0.0592962	4.776772
211	-1186.045	-1171.909	-14.13613	2.133409	0.00591836	0.0105362	0.0130123	0.0116597	0.00565393	0.00567352	1.71214	3.04804	3.76436	3.37306	1.63564	1.64131	0.00688958	1.99311	0.0587937	17.0086	0.85903	1.52929	1.88869	1.69236	0.820649	0.823492	2.13341	2.13341	0.000159229	0.0550847	0.00762323	0.0570332	0.0196602	0.000159229	0.0993879	0.0941189	0.121633	0.00716135	0.0550847	0.0993879	0.30883	0.0809756	0.059176	0.00762323	0.0941189	0.30883	0.0965389	0.0217034	0.0570332	0.121633	0.0809756	0.0965389	0.075259	0.0196602	0.00716135	0.059176	0.0217034	0.075259	4.20128
212	-1186.025	-1171.731	-14.29401	2.133409	0.00399964	0.00713487	0.00889702	0.00787964	0.00287993	0.00386358	1.71406	3.05767	3.81284	3.37684	1.2342	1.65575	0.004656	1.99534	0.0483056	20.7015	0.85903	1.5324	1.91087	1.69236	0.618541	0.829806	2.13341	2.13341	0.000207791	0.0556086	0.00939385	0.0612953	0.0295695	0.000207791	0.113478	0.113591	0.120776	0.00561006	0.0556086	0.113478	0.282079	0.0809756	0.0605679	0.00939385	0.113591	0.282079	0.0711431	0.0223247	0.0612953	0.120776	0.0809756	0.0711431	0.0694732	0.0295695	0.00561006	0.0605679	0.0223247	0.0694732	4.492592
213	-1188.063	-1173.819	-14.24402	2.133409	0.00386891	0.0073227	0.00889702	0.00676899	0.00314469	0.00418519	1.65803	3.13816	3.81284	2.90087	1.34766	1.79357	0.004656	1.99534	0.0483056	20.7015	0.830951	1.57274	1.91087	1.45382	0.675405	0.89888	2.13341	2.13341	0.000203493	0.0540299	0.0122324	0.065186	0.0201103	0.000203493	0.113478	0.0945986	0.143528	0.00831563	0.0540299	0.113478	0.251763	0.0786832	0.0572347	0.0122324	0.0945986	0.251763	0.0887316	0.0232916	0.065186	0.143528	0.0786832	0.0887316	0.0782035	0.0201103	0.00831563	0.0572347	0.0232916	0.0782035	4.492592
214	-1188.556	-1172.927	-15.62903	2.133409	0.00499077	0.0073227	0.0084945	0.00771951	0.00365023	0.00412612	2.13881	3.13816	3.64034	3.30822	1.56432	1.76826	0.004656	1.99534	0.0483056	20.7015	1.0719	1.57274	1.82442	1.65797	0.783983	0.886193	2.13341	2.13341	0.000315759	0.0601951	0.00949981	0.065186	0.0279368	0.000315759	0.127633	0.0962459	0.143528	0.00831563	0.0601951	0.127633	0.311506	0.085928	0.0775853	0.00949981	0.0962459	0.311506	0.0887316	0.0360324	0.065186	0.143528	0.085928	0.0887316	0.0518093	0.0279368	0.00831563	0.0775853	0.0360324	0.0518093	4.492592
215	-1189.815	-1174.484	-15.33029	2.133409	0.00602105	0.0097745	0.0113387	0.0101928	0.00426324	0.0058282	1.93158	3.13571	3.6375	3.26992	1.36767	1.86972	0.00621494	1.99379	0.0558315	17.911	0.968803	1.57274	1.82442	1.64006	0.685967	0.937772	2.13341	2.13341	0.000244814	0.0651454	0.0108846	0.0972972	0.0257818	0.000244814	0.113449	0.0894559	0.130564	0.00831563	0.0651454	0.113449	0.340528	0.0767251	0.0775853	0.0108846	0.0894559	0.340528	0.0786767	0.0379165	0.0972972	0.130564	0.0767251	0.0786767	0.0660256	0.0257818	0.00831563	0.0775853	0.0379165	0.0660256	4.277926
216	-1196.289	-1175.359	-20.93061	2.133409	0.000183727	0.000259926	0.000276624	0.00024867	0.000127269	0.000218339	2.42328	3.42831	3.64856	3.27986	1.67863	2.8798	0.000151623	1.99985	0.00870731	114.846	1.21173	1.71429	1.82442	1.64006	0.839377	1.44001	2.13341	2.13341	0.000160472	0.0610031	0.00962758	0.0901532	0.0305993	0.000160472	0.119392	0.0843998	0.14509	0.0106417	0.0610031	0.119392	0.340528	0.0836677	0.0647801	0.00962758	0.0843998	0.340528	0.0941496	0.0317318	0.0901532	0.14509	0.0836677	0.0941496	0.0515948	0.0305993	0.0106417	0.0647801	0.0317318	0.0515948	7.03286
217	-1190.45	-1173.106	-17.34433	2.104332	0.00109976	0.00221193	0.00235404	0.00204495	0.00108653	0.00151136	1.70357	3.42636	3.64649	3.1677	1.68307	2.34115	0.00129029	1.99871	0.0254079	39.3578	0.852335	1.71429	1.82442	1.58487	0.842077	1.17133	2.10433	2.10433	0.000175317	0.0612065	0.00907732	0.0975761	0.0244909	0.000175317	0.108182	0.088521	0.14509	0.00851232	0.0612065	0.108182	0.315038	0.0870863	0.0809102	0.00907732	0.088521	0.315038	0.0941496	0.0317318	0.0975761	0.14509	0.0870863	0.0941496	0.0609628	0.0244909	0.00851232	0.0809102	0.0317318	0.0609628	5.445143
218	-1192.703	-1174.377	-18.32548	2.155599	0.00109976	0.00221193	0.00235404	0.00204495	0.000924357	0.00247636	1.70357	3.42636	3.64649	3.1677	1.43186	3.83596	0.00129029	1.99871	0.0254079	39.3578	0.852335	1.71429	1.82442	1.58487	0.716392	1.91922	2.1556	2.1556	0.000278349	0.0699998	0.0128615	0.112076	0.0210647	0.000278349	0.117401	0.0862903	0.140942	0.0114654	0.0699998	0.117401	0.313011	0.0908683	0.0647151	0.0128615	0.0862903	0.313011	0.0919661	0.0282394	0.112076	0.140942	0.0908683	0.0919661	0.0721642	0.0210647	0.0114654	0.0647151	0.0282394	0.0721642	5.445143
219	-1189.584	-1171.035	-18.54948	2.293229	0.00136542	0.00186396	0.0026227	0.00204495	0.000834874	0.00229469	2.11508	2.88734	4.06265	3.1677	1.29325	3.55455	0.00129029	1.99871	0.0254079	39.3578	1.05822	1.4446	2.03264	1.58487	0.647041	1.77842	2.29323	2.29323	0.00024478	0.0749211	0.0157916	0.0756737	0.0165961	0.00024478	0.122808	0.074236	0.119927	0.00929233	0.0749211	0.122808	0.293121	0.0747111	0.0805829	0.0157916	0.074236	0.293121	0.0799371	0.0330727	0.0756737	0.119927	0.0747111	0.0799371	0.0523519	0.0165961	0.00929233	0.0805829	0.0330727	0.0523519	5.445143
220	-1192.46	-1175.186	-17.27386	2.166633	0.00136542	0.00186396	0.0026227	0.00196155	0.00096254	0.00159208	2.11508	2.88734	4.06265	3.0385	1.49101	2.46619	0.00129029	1.99871	0.0254079	39.3578	1.05822	1.4446	2.03264	1.52023	0.745984	1.23389	2.16663	2.16663	0.000241459	0.0733207	0.0229996	0.0646147	0.0150404	0.000241459	0.122808	0.0911408	0.0856681	0.00825114	0.0733207	0.122808	0.293121	0.0636061	0.093077	0.0229996	0.0911408	0.293121	0.0799371	0.0345926	0.0646147	0.0856681	0.0636061	0.0799371	0.0894746	0.0150404	0.00825114	0.093077	0.0345926	0.0894746	5.445143
221	-1189.558	-1173.087	-16.47131	2.324623	0.00209482	0.00470453	0.00661954	0.00533735	0.00213937	0.00401832	1.2844	2.8845	4.05866	3.2725	1.31172	2.46376	0.00325662	1.99674	0.0403852	24.7615	0.64325	1.4446	2.03264	1.63892	0.656927	1.23389	2.32462	2.32462	0.000197549	0.0590886	0.0215998	0.0459478	0.0150404	0.000197549	0.127059	0.0730776	0.0752224	0.00624268	0.0590886	0.127059	0.297177	0.082357	0.0645797	0.0215998	0.0730776	0.297177	0.0799371	0.0398018	0.0459478	0.0752224	0.082357	0.0799371	0.0935755	0.0150404	0.00624268	0.0645797	0.0398018	0.0935755	4.758102
222	-1187.743	-1170.718	-17.02462	2.290494	0.0023747	0.00432154	0.00608064	0.00490284	0.0019652	0.00369119	1.58525	2.88489	4.05919	3.27294	1.31189	2.46409	0.0029915	1.99701	0.0387039	25.8372	0.793813	1.4446	2.03264	1.63892	0.656927	1.23389	2.29049	2.29049	0.000429431	0.05983	0.0236596	0.0408133	0.0113977	0.000429431	0.11258	0.0939031	0.0950347	0.00694179	0.05983	0.11258	0.309523	0.0772999	0.0645797	0.0236596	0.0939031	0.309523	0.0906071	0.0402362	0.0408133	0.0950347	0.0772999	0.0906071	0.114359	0.0113977	0.00694179	0.0645797	0.0402362	0.114359	4.821148
223	-1191.04	-1175.17	-15.8693	2.322218	0.00557804	0.014342	0.0178204	0.0133709	0.0085267	0.00961929	1.26691	3.25742	4.04745	3.03687	1.93663	2.18478	0.00876712	1.99123	0.066354	15.0707	0.636245	1.63588	2.03264	1.52512	0.972577	1.0972	2.32222	2.32222	0.000312333	0.0626584	0.0236596	0.0327402	0.0112871	0.000312333	0.122968	0.0930506	0.0747419	0.00506617	0.0626584	0.122968	0.317284	0.0640868	0.0785667	0.0236596	0.0930506	0.317284	0.0970764	0.0219356	0.0327402	0.0747419	0.0640868	0.0970764	0.114359	0.0112871	0.00506617	0.0785667	0.0219356	0.114359	4.02193
224	-1187.72	-1169.951	-17.76916	2.348935	0.00189014	0.00384358	0.00477577	0.00358334	0.00153742	0.00238764	1.60705	3.26792	4.0605	3.04666	1.30716	2.03004	0.00234954	1.99765	0.0342951	29.1587	0.804469	1.63588	2.03264	1.52512	0.654347	1.01622	2.34893	2.34893	0.000330237	0.0658884	0.0252942	0.0327402	0.0107775	0.000330237	0.116724	0.0915669	0.0733424	0.00751962	0.0658884	0.116724	0.332257	0.0801762	0.0709902	0.0252942	0.0915669	0.332257	0.0970764	0.0244992	0.0327402	0.0733424	0.0801762	0.0970764	0.11704	0.0107775	0.00751962	0.0709902	0.0244992	0.11704	5.000451
225	-1190.668	-1174.421	-16.24689	2.155092	0.00181602	0.00369287	0.00424225	0.0036181	0.00137804	0.00313538	1.60712	3.26807	3.75425	3.2019	1.21953	2.77471	0.00225742	1.99774	0.0336152	29.7484	0.804469	1.63588	1.87925	1.60276	0.610452	1.38893	2.15509	2.15509	0.000255291	0.0579081	0.0268869	0.0332902	0.0104387	0.000255291	0.126393	0.0915669	0.0734632	0.00742702	0.0579081	0.126393	0.332257	0.0860039	0.0948916	0.0268869	0.0915669	0.332257	0.0969396	0.0212703	0.0332902	0.0734632	0.0860039	0.0969396	0.0831297	0.0104387	0.00742702	0.0948916	0.0212703	0.0831297	5.030138
226	-1189.43	-1173.382	-16.04778	2.207095	0.00272802	0.00505138	0.00580286	0.0049491	0.00188499	0.00428881	1.76421	3.26672	3.75269	3.20057	1.21902	2.77356	0.00308786	1.99691	0.0393232	25.4303	0.883468	1.63588	1.87925	1.60276	0.610452	1.38893	2.2071	2.2071	0.000225912	0.0674557	0.0230998	0.0449555	0.0114407	0.000225912	0.130018	0.0917967	0.0532248	0.00829072	0.0674557	0.130018	0.300304	0.0860662	0.0861665	0.0230998	0.0917967	0.300304	0.105889	0.0248968	0.0449555	0.0532248	0.0860662	0.105889	0.0675155	0.0114407	0.00829072	0.0861665	0.0248968	0.0675155	4.797611
227	-1186.54	-1168.096	-18.44409	2.466131	0.00223446	0.00413747	0.00475299	0.0040537	0.00169912	0.00296741	1.7647	3.26763	3.75374	3.20147	1.34191	2.34356	0.0025292	1.99747	0.0355837	28.1028	0.883468	1.63588	1.87925	1.60276	0.671802	1.17326	2.46613	2.46613	0.000336897	0.0710844	0.0217242	0.043367	0.0131707	0.000336897	0.125246	0.0925492	0.0743585	0.0140757	0.0710844	0.125246	0.300304	0.092365	0.0587613	0.0217242	0.0925492	0.300304	0.110456	0.0186076	0.043367	0.0743585	0.092365	0.110456	0.0516377	0.0131707	0.0140757	0.0587613	0.0186076	0.0516377	4.945765
228	-1188.193	-1173.776	-14.41698	2.14713	0.00489623	0.00837313	0.010823	0.00923064	0.0048633	0.00614041	1.69542	2.89936	3.74767	3.19629	1.68402	2.12624	0.00575921	1.99424	0.0537394	18.6083	0.850157	1.45387	1.87925	1.60276	0.844439	1.06619	2.14713	2.14713	0.000409022	0.0710844	0.0175734	0.041945	0.0138027	0.000409022	0.127015	0.092537	0.0711979	0.00935749	0.0710844	0.127015	0.314248	0.100314	0.0474308	0.0175734	0.092537	0.314248	0.110456	0.0141799	0.041945	0.0711979	0.100314	0.110456	0.0467184	0.0138027	0.00935749	0.0474308	0.0141799	0.0467184	4.33455
229	-1188.627	-1174.247	-14.37995	2.14713	0.00764616	0.0117429	0.0151564	0.0129265	0.00502132	0.0104013	1.88846	2.90029	3.74334	3.1926	1.24017	2.56893	0.00806513	1.99193	0.0636309	15.7156	0.948051	1.45601	1.87925	1.60276	0.622596	1.28967	2.14713	2.14713	0.000365175	0.0710844	0.0221716	0.0550816	0.0132794	0.000365175	0.112446	0.112123	0.096445	0.00940828	0.0710844	0.112446	0.292036	0.0935321	0.0477874	0.0221716	0.112123	0.292036	0.127883	0.0141799	0.0550816	0.096445	0.0935321	0.127883	0.0538241	0.0132794	0.00940828	0.0477874	0.0141799	0.0538241	4.084059
230	-1189.817	-1175.397	-14.41983	2.085686	0.00285195	0.00729111	0.00924328	0.00824998	0.00369467	0.00626102	1.15681	2.95742	3.74925	3.34635	1.49863	2.53959	0.00491861	1.99508	0.0496525	20.14	0.579829	1.48235	1.87925	1.6773	0.751162	1.27293	2.08569	2.08569	0.000365175	0.0620469	0.0259111	0.0555532	0.018008	0.000365175	0.125209	0.0994714	0.121471	0.0108012	0.0620469	0.125209	0.287655	0.0883269	0.0561383	0.0259111	0.0994714	0.287655	0.135214	0.0192318	0.0555532	0.121471	0.0883269	0.135214	0.0411492	0.018008	0.0108012	0.0561383	0.0192318	0.0411492	4.451821
231	-1193.529	-1177.963	-15.56684	2.327423	0.0127263	0.0243699	0.0303456	0.0225409	0.0121296	0.0205549	1.56351	2.994	3.72815	2.76929	1.49019	2.5253	0.0161477	1.98385	0.0902196	11.0841	0.788119	1.50919	1.87925	1.39592	0.751162	1.27293	2.32742	2.32742	0.000293509	0.0584401	0.0209159	0.0640007	0.0135424	0.000293509	0.125209	0.104069	0.121471	0.0109635	0.0584401	0.125209	0.287655	0.0873066	0.0818649	0.0209159	0.104069	0.287655	0.136755	0.0200384	0.0640007	0.121471	0.0873066	0.136755	0.0499623	0.0135424	0.0109635	0.0818649	0.0200384	0.0499623	3.566412
232	-1191.765	-1179.448	-12.31766	1.979012	0.0134453	0.0243699	0.0303456	0.0225409	0.0107859	0.0205549	1.65184	2.994	3.72815	2.76929	1.32511	2.5253	0.0161477	1.98385	0.0902196	11.0841	0.832644	1.50919	1.87925	1.39592	0.66795	1.27293	1.97901	1.97901	0.000279006	0.0739242	0.024003	0.0887944	0.0163246	0.000279006	0.103504	0.101656	0.111742	0.0122605	0.0739242	0.103504	0.292315	0.0873066	0.077026	0.024003	0.101656	0.292315	0.127602	0.0213199	0.0887944	0.111742	0.0873066	0.127602	0.03981	0.0163246	0.0122605	0.077026	0.0213199	0.03981	3.566412
233	-1192.669	-1176.563	-16.10601	2.22846	0.00621354	0.0112622	0.0140237	0.0114912	0.00449925	0.0132341	1.65907	3.00711	3.74447	3.06825	1.20134	3.53364	0.00746242	1.99254	0.0611979	16.3404	0.832644	1.50919	1.87925	1.53987	0.602921	1.77344	2.22846	2.22846	0.000394157	0.0665478	0.0254585	0.110102	0.0179457	0.000394157	0.127689	0.0799212	0.111742	0.0127267	0.0665478	0.127689	0.304321	0.0873066	0.0513018	0.0254585	0.0799212	0.304321	0.147522	0.020783	0.110102	0.111742	0.0873066	0.147522	0.0400275	0.0179457	0.0127267	0.0513018	0.020783	0.0400275	4.14186
234	-1191.374	-1173.949	-17.42469	2.341678	0.00765328	0.0112622	0.0140237	0.0114912	0.00486586	0.0132341	2.0435	3.00711	3.74447	3.06825	1.29923	3.53364	0.00746242	1.99254	0.0611979	16.3404	1.02558	1.50919	1.87925	1.53987	0.652048	1.77344	2.34168	2.34168	0.000416731	0.0599462	0.0179376	0.110102	0.0196727	0.000416731	0.107151	0.0974671	0.107595	0.0201379	0.0599462	0.107151	0.304321	0.0850077	0.0665168	0.0179376	0.0974671	0.304321	0.147522	0.0182279	0.110102	0.107595	0.0850077	0.147522	0.0428707	0.0196727	0.0201379	0.0665168	0.0182279	0.0428707	4.14186
