Iteration	Posterior	Likelihood	Prior	h	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	lambda[8]	lambda[9]	lambda[10]	lambda[11]	lambda[12]	lambda_hid[1]	lambda_hid[2]	lambda_hid_unorm[1]	lambda_hid_unorm[2]	lambda_obs[1]	lambda_obs[2]	lambda_obs[3]	lambda_obs[4]	lambda_obs[5]	lambda_obs[6]	q_hid[1]	q_hid[2]	q_obs[1]	q_obs[2]	q_obs[3]	q_obs[4]	q_obs[5]	q_obs[6]	q_obs[7]	q_obs[8]	q_obs[9]	q_obs[10]	q_obs[11]	q_obs[12]	q_obs[13]	q_obs[14]	q_obs[15]	q_obs[16]	q_obs[17]	q_obs[18]	q_obs[19]	q_obs[20]	q_obs[21]	q_obs[22]	q_obs[23]	q_obs[24]	q_obs[25]	q_obs[26]	q_obs[27]	q_obs[28]	q_obs[29]	q_obs[30]	sig0
71	-1184.903	-1168.713	-16.19037	2.341809	0.00689186	0.0144111	0.0178129	0.0144895	0.00696966	0.00883408	1.54079	3.22185	3.98237	3.23937	1.55818	1.975	0.00890605	1.99109	0.0668801	14.9521	0.77384	1.61813	2.00009	1.62693	0.782577	0.991919	2.34181	2.34181	0.0100048	0.073093	0.00757439	0.0429772	0.0574552	0.0100048	0.138408	0.117272	0.107383	0.00294312	0.073093	0.138408	0.308463	0.0907948	0.0638382	0.00757439	0.117272	0.308463	0.0794785	0.0314791	0.0429772	0.107383	0.0907948	0.0794785	0.0162078	0.0574552	0.00294312	0.0638382	0.0314791	0.0162078	4.010223
72	-1189.578	-1174.618	-14.96002	2.212483	0.00563409	0.0112421	0.0137313	0.0118452	0.00569769	0.00722185	1.54205	3.07697	3.75825	3.24201	1.55946	1.97662	0.00728068	1.99272	0.0604454	16.5439	0.77384	1.54411	1.88599	1.62693	0.782577	0.991919	2.21248	2.21248	0.00787497	0.0699482	0.0131987	0.0551701	0.0577597	0.00787497	0.138408	0.111956	0.0934645	0.00305345	0.0699482	0.138408	0.320668	0.0984903	0.0485135	0.0131987	0.111956	0.320668	0.0589334	0.0331665	0.0551701	0.0934645	0.0984903	0.0589334	0.0133266	0.0577597	0.00305345	0.0485135	0.0331665	0.0133266	4.160205
73	-1188.001	-1169.571	-18.43043	2.212483	0.000736576	0.00128497	0.00156948	0.00136299	0.000578536	0.00107558	1.7695	3.08693	3.77042	3.27434	1.38983	2.5839	0.000832179	1.99917	0.0204025	49.0136	0.885117	1.54411	1.88599	1.63785	0.695206	1.29249	2.21248	2.21248	0.00899446	0.0650174	0.0145047	0.058623	0.0788179	0.00899446	0.135257	0.109599	0.103585	0.00342866	0.0650174	0.135257	0.321444	0.10478	0.0614261	0.0145047	0.109599	0.321444	0.0683553	0.0311879	0.058623	0.103585	0.10478	0.0683553	0.00919113	0.0788179	0.00342866	0.0614261	0.0311879	0.00919113	5.770431
74	-1186.558	-1169.137	-17.4202	2.229985	0.000736576	0.00128497	0.00156977	0.00131484	0.000578536	0.000991707	1.7695	3.08693	3.77109	3.15868	1.38983	2.38241	0.000832179	1.99917	0.0204025	49.0136	0.885117	1.54411	1.88633	1.58	0.695206	1.1917	2.22998	2.22998	0.00983672	0.0601385	0.00824435	0.0571089	0.0476102	0.00983672	0.117219	0.133071	0.101865	0.00407629	0.0601385	0.117219	0.273287	0.0856239	0.0579455	0.00824435	0.133071	0.273287	0.0683553	0.0270037	0.0571089	0.101865	0.0856239	0.0683553	0.00636917	0.0476102	0.00407629	0.0579455	0.0270037	0.00636917	5.770431
75	-1184.172	-1168.211	-15.96076	2.229985	0.00218984	0.00382022	0.00466691	0.00390902	0.00194869	0.002614	1.76804	3.08439	3.768	3.15609	1.57334	2.11051	0.00247407	1.99753	0.0351933	28.4145	0.885117	1.54411	1.88633	1.58	0.787645	1.05656	2.22998	2.22998	0.0133043	0.0690302	0.00706481	0.0541231	0.0464642	0.0133043	0.111069	0.0952008	0.105623	0.00354259	0.0690302	0.111069	0.273287	0.0847462	0.0685271	0.00706481	0.0952008	0.273287	0.0683553	0.0398005	0.0541231	0.105623	0.0847462	0.0683553	0.0072136	0.0464642	0.00354259	0.0685271	0.0398005	0.0072136	4.962122
76	-1186.399	-1171.95	-14.44922	2.004327	0.00184616	0.00382022	0.00466691	0.00380361	0.00194869	0.002614	1.49056	3.08439	3.768	3.07098	1.57334	2.11051	0.00247407	1.99753	0.0351933	28.4145	0.746205	1.54411	1.88633	1.53739	0.787645	1.05656	2.00433	2.00433	0.0136875	0.0658183	0.00856242	0.0502612	0.0654122	0.0136875	0.118025	0.0783196	0.0920839	0.00397993	0.0658183	0.118025	0.312269	0.0979709	0.0640872	0.00856242	0.0783196	0.312269	0.103702	0.0453113	0.0502612	0.0920839	0.0979709	0.103702	0.00800682	0.0654122	0.00397993	0.0640872	0.0453113	0.00800682	4.962122
77	-1189.14	-1170.972	-18.16862	2.373631	0.00252728	0.00382022	0.00466691	0.00397937	0.00194869	0.00291161	2.04049	3.08439	3.768	3.21289	1.57334	2.35079	0.00247407	1.99753	0.0351933	28.4145	1.02151	1.54411	1.88633	1.60843	0.787645	1.17685	2.37363	2.37363	0.0170466	0.0703783	0.00813766	0.0708919	0.0398532	0.0170466	0.107298	0.0838544	0.0791565	0.00457962	0.0703783	0.107298	0.309108	0.0901475	0.0863453	0.00813766	0.0838544	0.309108	0.0983602	0.0453113	0.0708919	0.0791565	0.0901475	0.0983602	0.00802975	0.0398532	0.00457962	0.0863453	0.0453113	0.00802975	4.962122
78	-1187.017	-1170.378	-16.63845	2.231585	0.00271886	0.00412908	0.00485592	0.00397937	0.00161116	0.00291161	2.19517	3.33376	3.9206	3.21289	1.30083	2.35079	0.00247407	1.99753	0.0351933	28.4145	1.09894	1.66894	1.96273	1.60843	0.65122	1.17685	2.23159	2.23159	0.00855775	0.0703783	0.00612063	0.058864	0.0387985	0.00855775	0.130537	0.0777601	0.0994697	0.00439463	0.0703783	0.130537	0.309108	0.0752938	0.0899154	0.00612063	0.0777601	0.309108	0.0760188	0.037325	0.058864	0.0994697	0.0752938	0.0760188	0.00845265	0.0387985	0.00439463	0.0899154	0.037325	0.00845265	4.962122
79	-1184.132	-1164.945	-19.1873	2.444218	0.00133506	0.00248917	0.00292734	0.00239893	0.00103583	0.00167605	1.78893	3.3354	3.92253	3.21447	1.38797	2.24584	0.00149147	1.99851	0.0273183	36.6055	0.895131	1.66894	1.96273	1.60843	0.694503	1.12376	2.44422	2.44422	0.00714218	0.060453	0.00707332	0.0610329	0.0431998	0.00714218	0.124694	0.0862002	0.0915359	0.0026086	0.060453	0.124694	0.309108	0.0922814	0.0756372	0.00707332	0.0862002	0.309108	0.102194	0.0387251	0.0610329	0.0915359	0.0922814	0.102194	0.00903925	0.0431998	0.0026086	0.0756372	0.0387251	0.00903925	5.337661
80	-1186.071	-1169.894	-16.17699	2.15953	0.0010123	0.00248917	0.00292734	0.00223154	0.00103583	0.00143758	1.35645	3.3354	3.92253	2.99018	1.38797	1.9263	0.00149147	1.99851	0.0273183	36.6055	0.67873	1.66894	1.96273	1.49621	0.694503	0.96387	2.15953	2.15953	0.00851043	0.0580217	0.00823903	0.0585153	0.0392331	0.00851043	0.132431	0.0936043	0.111216	0.0031403	0.0580217	0.132431	0.286394	0.0915395	0.0641806	0.00823903	0.0936043	0.286394	0.116362	0.0387251	0.0585153	0.111216	0.0915395	0.116362	0.00768625	0.0392331	0.0031403	0.0641806	0.0387251	0.00768625	5.337661
81	-1186.702	-1171.267	-15.43498	2.24886	0.00782423	0.0145295	0.0198556	0.0151361	0.00742496	0.013982	1.53903	2.85796	3.9056	2.97728	1.46049	2.75026	0.0101163	1.98988	0.0713013	14.025	0.773426	1.43624	1.96273	1.49621	0.733958	1.38212	2.24886	2.24886	0.00758356	0.06165	0.0102648	0.0532453	0.0487148	0.00758356	0.113884	0.0794887	0.13732	0.0033183	0.06165	0.113884	0.339147	0.0868998	0.0673351	0.0102648	0.0794887	0.339147	0.115843	0.0379472	0.0532453	0.13732	0.0868998	0.115843	0.00681023	0.0487148	0.0033183	0.0673351	0.0379472	0.00681023	3.915316
82	-1182.545	-1167.179	-15.36582	2.24886	0.00352499	0.00689841	0.00942716	0.00750141	0.0037666	0.00599769	1.46427	2.86559	3.91603	3.11607	1.56464	2.49143	0.00480309	1.9952	0.0490645	20.3813	0.733899	1.43624	1.96273	1.56179	0.784203	1.24871	2.24886	2.24886	0.0077922	0.06165	0.00943946	0.0332959	0.0423986	0.0077922	0.11579	0.0799554	0.135468	0.00479298	0.06165	0.11579	0.293638	0.0796717	0.0592297	0.00943946	0.0799554	0.293638	0.0954606	0.0364397	0.0332959	0.135468	0.0796717	0.0954606	0.00768325	0.0423986	0.00479298	0.0592297	0.0364397	0.00768325	4.469481
83	-1185.407	-1170.383	-15.02378	2.24886	0.00352499	0.00787023	0.00942716	0.00734545	0.00243604	0.00565445	1.46427	3.26928	3.91603	3.05129	1.01193	2.34885	0.00480309	1.9952	0.0490645	20.3813	0.733899	1.63858	1.96273	1.52932	0.507182	1.17725	2.24886	2.24886	0.0080073	0.0672553	0.00882241	0.025653	0.0488183	0.0080073	0.10363	0.068591	0.114471	0.00607406	0.0672553	0.10363	0.303973	0.0770216	0.0697672	0.00882241	0.068591	0.303973	0.116134	0.0409925	0.025653	0.114471	0.0770216	0.116134	0.00813756	0.0488183	0.00607406	0.0697672	0.0409925	0.00813756	4.469481
84	-1183.66	-1168.099	-15.5611	2.24886	0.00365651	0.00787023	0.00942716	0.00748078	0.00347494	0.00494733	1.51891	3.26928	3.91603	3.1075	1.44348	2.05511	0.00480309	1.9952	0.0490645	20.3813	0.761281	1.63858	1.96273	1.55749	0.723479	1.03003	2.24886	2.24886	0.00772906	0.0711149	0.00763493	0.0267101	0.0610659	0.00772906	0.122891	0.0615082	0.114471	0.00754299	0.0711149	0.122891	0.303973	0.0770216	0.0822426	0.00763493	0.0615082	0.303973	0.116134	0.0289728	0.0267101	0.114471	0.0770216	0.116134	0.00723005	0.0610659	0.00754299	0.0822426	0.0289728	0.00723005	4.469481
85	-1185.679	-1170.014	-15.66495	2.160055	0.00221934	0.00364176	0.00436219	0.00346155	0.00169476	0.00284476	1.99492	3.27351	3.92109	3.11152	1.52339	2.5571	0.00222252	1.99778	0.0333541	29.9813	0.99857	1.63858	1.96273	1.55749	0.762541	1.27997	2.16006	2.16006	0.00632537	0.065945	0.0076741	0.020492	0.0597089	0.00632537	0.113238	0.0611554	0.080051	0.00949018	0.065945	0.113238	0.303973	0.0724909	0.0822426	0.0076741	0.0611554	0.303973	0.112709	0.0269501	0.020492	0.080051	0.0724909	0.112709	0.00671188	0.0597089	0.00949018	0.0822426	0.0269501	0.00671188	5.041701
86	-1189.711	-1175.332	-14.37905	2.355579	0.00976025	0.0134994	0.0166335	0.0131993	0.0043834	0.00625214	2.29363	3.17233	3.90882	3.10178	1.03009	1.46923	0.00847469	1.99153	0.0652333	15.3296	1.15169	1.59291	1.96273	1.55749	0.517234	0.737742	2.35558	2.35558	0.00632537	0.065945	0.00624419	0.0159673	0.0585714	0.00632537	0.113238	0.0563653	0.080051	0.0089088	0.065945	0.113238	0.292809	0.0898879	0.0646849	0.00624419	0.0563653	0.292809	0.0765923	0.0255788	0.0159673	0.080051	0.0898879	0.0765923	0.00811523	0.0585714	0.0089088	0.0646849	0.0255788	0.00811523	4.047187
87	-1179.561	-1165.481	-14.07994	2.286766	0.00600624	0.0134994	0.0166335	0.0131993	0.00582002	0.0101333	1.41145	3.17233	3.90882	3.10178	1.36769	2.38129	0.00847469	1.99153	0.0652333	15.3296	0.708727	1.59291	1.96273	1.55749	0.686753	1.19571	2.28677	2.28677	0.00631045	0.0663625	0.00772165	0.0115268	0.0479774	0.00631045	0.11527	0.0871105	0.0784182	0.00850855	0.0663625	0.11527	0.292809	0.0723212	0.0634871	0.00772165	0.0871105	0.292809	0.0844649	0.0223906	0.0115268	0.0784182	0.0723212	0.0844649	0.00916795	0.0479774	0.00850855	0.0634871	0.0223906	0.00916795	4.047187
88	-1181.497	-1166.999	-14.49747	2.286766	0.00871653	0.0134994	0.0166335	0.0131993	0.00554323	0.0104836	2.04836	3.17233	3.90882	3.10178	1.30264	2.46361	0.00847469	1.99153	0.0652333	15.3296	1.02854	1.59291	1.96273	1.55749	0.654092	1.23705	2.28677	2.28677	0.00749785	0.0790974	0.00954139	0.0102399	0.0411769	0.00749785	0.102897	0.0871105	0.0874926	0.0110747	0.0790974	0.102897	0.2823	0.0723212	0.0592242	0.00954139	0.0871105	0.2823	0.0898782	0.0280819	0.0102399	0.0874926	0.0723212	0.0898782	0.0125434	0.0411769	0.0110747	0.0592242	0.0280819	0.0125434	4.047187
89	-1181.582	-1166.475	-15.10733	2.286766	0.00836357	0.0132328	0.0166335	0.0131993	0.00554323	0.0114738	1.96541	3.10967	3.90882	3.10178	1.30264	2.6963	0.00847469	1.99153	0.0652333	15.3296	0.986887	1.56145	1.96273	1.55749	0.654092	1.35389	2.28677	2.28677	0.00716411	0.0761957	0.00671381	0.0113093	0.0342871	0.00716411	0.128283	0.0895066	0.131741	0.00970212	0.0761957	0.128283	0.28619	0.0676264	0.0668979	0.00671381	0.0895066	0.28619	0.091271	0.0280819	0.0113093	0.131741	0.0676264	0.091271	0.00985889	0.0342871	0.00970212	0.0668979	0.0280819	0.00985889	4.047187
90	-1186.382	-1166.588	-19.79367	2.318424	9.01245e-05	0.000247846	0.000312194	0.000247218	0.000103823	0.000171797	1.13549	3.12265	3.93338	3.11474	1.30808	2.1645	0.000158728	1.99984	0.00890901	112.246	0.567791	1.56145	1.96684	1.55749	0.654092	1.08233	2.31842	2.31842	0.00653524	0.0831684	0.00671381	0.0160024	0.0347711	0.00653524	0.100004	0.0878643	0.103565	0.00946343	0.0831684	0.100004	0.28947	0.0927282	0.0771957	0.00671381	0.0878643	0.28947	0.120112	0.0280819	0.0160024	0.103565	0.0927282	0.120112	0.00823028	0.0347711	0.00946343	0.0771957	0.0280819	0.00823028	6.998909
91	-1183.595	-1169.571	-14.02449	2.172025	0.00549688	0.0109477	0.0133405	0.0108813	0.00434264	0.00734116	1.61535	3.21718	3.92035	3.19766	1.27616	2.15733	0.00678271	1.99322	0.0583343	17.1426	0.810425	1.61406	1.96684	1.60427	0.640251	1.08233	2.17203	2.17203	0.00625779	0.0816093	0.00624033	0.0199464	0.028237	0.00625779	0.103537	0.0947569	0.0974328	0.0110672	0.0816093	0.103537	0.267482	0.0927282	0.0699628	0.00624033	0.0947569	0.267482	0.131725	0.0309379	0.0199464	0.0974328	0.0927282	0.131725	0.0083843	0.028237	0.0110672	0.0699628	0.0309379	0.0083843	4.212909
92	-1182.832	-1169.093	-13.7381	2.124774	0.00549688	0.0109477	0.0133405	0.0108813	0.0042208	0.00574239	1.61535	3.21718	3.92035	3.19766	1.24035	1.6875	0.00678271	1.99322	0.0583343	17.1426	0.810425	1.61406	1.96684	1.60427	0.622288	0.846622	2.12477	2.12477	0.00704681	0.0816093	0.00796282	0.0184013	0.0410061	0.00704681	0.117115	0.10589	0.0939091	0.0121335	0.0816093	0.117115	0.29624	0.0986202	0.0707198	0.00796282	0.10589	0.29624	0.109595	0.0265692	0.0184013	0.0939091	0.0986202	0.109595	0.00937233	0.0410061	0.0121335	0.0707198	0.0265692	0.00937233	4.212909
93	-1183.988	-1168.376	-15.61284	2.124774	0.0012937	0.00296257	0.00352443	0.00287473	0.00111593	0.00223876	1.44264	3.30362	3.93016	3.20567	1.24439	2.49649	0.00179192	1.99821	0.029946	33.3934	0.721964	1.65329	1.96684	1.60427	0.622755	1.24937	2.12477	2.12477	0.00702813	0.0862904	0.00768895	0.0144219	0.037909	0.00702813	0.117115	0.0935809	0.0939091	0.0138496	0.0862904	0.117115	0.29624	0.106594	0.070156	0.00768895	0.0935809	0.29624	0.100546	0.0265692	0.0144219	0.0939091	0.106594	0.100546	0.013309	0.037909	0.0138496	0.070156	0.0265692	0.013309	5.201501
94	-1188.859	-1170.511	-18.34862	2.16701	0.000428626	0.000566133	0.000767525	0.00061178	0.000294033	0.000461888	2.19635	2.90095	3.93292	3.13486	1.50667	2.36679	0.000390232	1.99961	0.0139698	71.5832	1.09839	1.45076	1.96684	1.56773	0.753482	1.18362	2.16701	2.16701	0.00764119	0.0850838	0.0103739	0.0144219	0.037909	0.00764119	0.117115	0.0772597	0.0876104	0.0137486	0.0850838	0.117115	0.295966	0.119695	0.0741925	0.0103739	0.0772597	0.295966	0.0947748	0.0304628	0.0144219	0.0876104	0.119695	0.0947748	0.0229462	0.037909	0.0137486	0.0741925	0.0304628	0.0229462	6.331988
95	-1183.935	-1171.112	-12.82248	2.08852	0.00737787	0.0138101	0.0187228	0.0149236	0.00691666	0.0112442	1.54272	2.88771	3.91496	3.12054	1.44628	2.35117	0.00951921	1.99048	0.0691547	14.4603	0.775051	1.45076	1.96684	1.56773	0.7266	1.18121	2.08852	2.08852	0.00650509	0.0723406	0.0103739	0.0216764	0.0578605	0.00650509	0.113584	0.0759753	0.0686271	0.0106759	0.0723406	0.113584	0.318193	0.0866313	0.0741925	0.0103739	0.0759753	0.318193	0.0760613	0.0313866	0.0216764	0.0686271	0.0866313	0.0760613	0.0195467	0.0578605	0.0106759	0.0741925	0.0313866	0.0195467	3.960638
96	-1189.012	-1175.191	-13.8206	2.08852	0.00298758	0.00625969	0.00708565	0.00564784	0.00227955	0.00425536	1.65561	3.46889	3.9266	3.12982	1.26324	2.35816	0.00360255	1.9964	0.0424797	23.5407	0.829296	1.73757	1.96684	1.56773	0.632761	1.18121	2.08852	2.08852	0.00821216	0.0762446	0.00764693	0.0197832	0.0372872	0.00821216	0.112337	0.0754755	0.0686271	0.0111153	0.0762446	0.112337	0.311243	0.0757506	0.078923	0.00764693	0.0754755	0.311243	0.0638644	0.0349022	0.0197832	0.0686271	0.0757506	0.0638644	0.0249705	0.0372872	0.0111153	0.078923	0.0349022	0.0249705	4.683139
97	-1187.995	-1169.058	-18.93642	2.427404	0.00112176	0.00191924	0.00235781	0.00187936	0.000962587	0.00185049	1.87039	3.20008	3.93133	3.13359	1.60499	3.08544	0.00119878	1.9988	0.0244897	40.8334	0.935758	1.601	1.96684	1.56773	0.802975	1.54365	2.4274	2.4274	0.00834699	0.0544007	0.0091893	0.0233319	0.0266163	0.00834699	0.117828	0.0752025	0.0704405	0.0168843	0.0544007	0.117828	0.311243	0.104092	0.0616707	0.0091893	0.0752025	0.311243	0.0737071	0.0376614	0.0233319	0.0704405	0.104092	0.0737071	0.0299502	0.0266163	0.0168843	0.0616707	0.0376614	0.0299502	5.499714
98	-1188.662	-1173.035	-15.62685	2.311483	0.00493211	0.00894095	0.010984	0.00875516	0.00308051	0.00927326	1.7614	3.19306	3.9227	3.12671	1.10014	3.31174	0.0055846	1.99442	0.0529161	18.8978	0.883164	1.601	1.96684	1.56773	0.551608	1.66051	2.31148	2.31148	0.0104305	0.0698205	0.0121791	0.0294477	0.0264634	0.0104305	0.126777	0.0702976	0.0801011	0.0168843	0.0698205	0.126777	0.285674	0.087562	0.0524296	0.0121791	0.0702976	0.285674	0.0747069	0.0454864	0.0294477	0.0801011	0.087562	0.0747069	0.0359863	0.0264634	0.0168843	0.0524296	0.0454864	0.0359863	4.357438
99	-1185.55	-1170.139	-15.41065	2.265398	0.00452883	0.00887403	0.0110494	0.00851031	0.00356077	0.00927326	1.61737	3.16916	3.94607	3.03927	1.27165	3.31174	0.0055846	1.99442	0.0529161	18.8978	0.810949	1.58902	1.97856	1.52389	0.637606	1.66051	2.2654	2.2654	0.0104305	0.0683161	0.0102029	0.023908	0.0255906	0.0104305	0.112803	0.0990945	0.0801011	0.0134551	0.0683161	0.112803	0.299458	0.0662758	0.0524296	0.0102029	0.0990945	0.299458	0.0876584	0.043269	0.023908	0.0801011	0.0662758	0.0876584	0.0501044	0.0255906	0.0134551	0.0524296	0.043269	0.0501044	4.357438
100	-1185.264	-1168.22	-17.04386	2.265398	0.00109239	0.0019943	0.00248319	0.00191255	0.000800226	0.0017241	1.7397	3.17604	3.95463	3.04587	1.27441	2.74573	0.00125505	1.99874	0.0250583	39.9069	0.870396	1.58902	1.97856	1.52389	0.637606	1.37373	2.2654	2.2654	0.00784262	0.0680842	0.0150972	0.027257	0.0356649	0.00784262	0.0945757	0.106032	0.0894601	0.00954141	0.0680842	0.0945757	0.299458	0.0662758	0.0567244	0.0150972	0.106032	0.299458	0.0760586	0.0387242	0.027257	0.0894601	0.0662758	0.0760586	0.0383063	0.0356649	0.00954141	0.0567244	0.0387242	0.0383063	5.465688
101	-1183.469	-1167.467	-16.00278	2.13277	0.00109239	0.0019943	0.00248319	0.00191255	0.00095582	0.00139985	1.7397	3.17604	3.95463	3.04587	1.5222	2.22936	0.00125505	1.99874	0.0250583	39.9069	0.870396	1.58902	1.97856	1.52389	0.76158	1.11538	2.13277	2.13277	0.00784262	0.063921	0.0207602	0.0263682	0.0437321	0.00784262	0.11044	0.0830196	0.0894601	0.00997748	0.063921	0.11044	0.278941	0.0833356	0.0567244	0.0207602	0.0830196	0.278941	0.0947037	0.0321204	0.0263682	0.0894601	0.0833356	0.0947037	0.0484469	0.0437321	0.00997748	0.0567244	0.0321204	0.0484469	5.465688
102	-1187.711	-1169.881	-17.82963	2.244303	0.00109239	0.0021153	0.00250247	0.00191255	0.000678086	0.00190227	1.7397	3.36874	3.98534	3.04587	1.0799	3.02949	0.00125505	1.99874	0.0250583	39.9069	0.870396	1.68543	1.99392	1.52389	0.540287	1.5157	2.2443	2.2443	0.00858388	0.0791873	0.0245003	0.0229535	0.06271	0.00858388	0.106398	0.0957769	0.0894601	0.00849189	0.0791873	0.106398	0.296688	0.101511	0.0642311	0.0245003	0.0957769	0.296688	0.105901	0.0278893	0.0229535	0.0894601	0.101511	0.105901	0.0430337	0.06271	0.00849189	0.0642311	0.0278893	0.0430337	5.465688
103	-1195.337	-1175.184	-20.15262	2.288929	0.000407455	0.000788993	0.000933406	0.000719537	0.000252922	0.00079552	1.74039	3.37007	3.98691	3.0734	1.08032	3.39795	0.000468126	1.99953	0.0153009	65.3556	0.870396	1.68543	1.99392	1.53706	0.540287	1.69937	2.28893	2.28893	0.0108099	0.0900724	0.0292848	0.0212793	0.0761121	0.0108099	0.103947	0.0881413	0.092352	0.0103921	0.0900724	0.103947	0.296688	0.10648	0.0710278	0.0292848	0.0881413	0.296688	0.10446	0.0338733	0.0212793	0.092352	0.10648	0.10446	0.0641671	0.0761121	0.0103921	0.0710278	0.0338733	0.0641671	6.197045
104	-1195.155	-1176.809	-18.34565	2.288929	0.0012087	0.00234053	0.00276892	0.00213449	0.000745165	0.00235989	1.73958	3.36852	3.98507	3.07199	1.07245	3.39639	0.00138868	1.99861	0.0263595	37.937	0.870396	1.68543	1.99392	1.53706	0.536598	1.69937	2.28893	2.28893	0.0114455	0.0921867	0.0214096	0.018358	0.0486114	0.0114455	0.0989018	0.0783718	0.115295	0.0105616	0.0921867	0.0989018	0.286265	0.120766	0.0731064	0.0214096	0.0783718	0.286265	0.0919242	0.0386976	0.018358	0.115295	0.120766	0.0919242	0.045182	0.0486114	0.0105616	0.0731064	0.0386976	0.045182	5.390632
105	-1192.99	-1172.633	-20.35622	2.466463	0.00145299	0.00234053	0.00276892	0.00213449	0.000849059	0.00222768	2.09116	3.36852	3.98507	3.07199	1.22198	3.20611	0.00138868	1.99861	0.0263595	37.937	1.04631	1.68543	1.99392	1.53706	0.611413	1.60417	2.46646	2.46646	0.0101675	0.0921867	0.0166818	0.0189528	0.0518174	0.0101675	0.10941	0.0797464	0.115295	0.0182994	0.0921867	0.10941	0.283763	0.0970211	0.0768785	0.0166818	0.0797464	0.283763	0.112317	0.0386976	0.0189528	0.115295	0.0970211	0.112317	0.0465856	0.0518174	0.0182994	0.0768785	0.0386976	0.0465856	5.390632
106	-1188.901	-1171.172	-17.72819	2.298074	0.00143992	0.00383834	0.00516555	0.00398198	0.0019797	0.00332385	1.11019	2.95939	3.98268	3.07014	1.52637	2.56271	0.00259065	1.99741	0.036014	27.767	0.555813	1.48161	1.99392	1.53706	0.764173	1.28302	2.29807	2.29807	0.00954325	0.0700979	0.0116736	0.0189528	0.0479938	0.00954325	0.117061	0.102626	0.117168	0.0178666	0.0700979	0.117061	0.307737	0.0759454	0.0796577	0.0116736	0.102626	0.307737	0.112317	0.0425862	0.0189528	0.117168	0.0759454	0.112317	0.0851192	0.0479938	0.0178666	0.0796577	0.0425862	0.0851192	4.927946
107	-1185.814	-1167.828	-17.98636	2.359469	0.00215201	0.00473284	0.00606651	0.00493457	0.00244106	0.00429823	1.34522	2.95849	3.79217	3.08459	1.5259	2.68682	0.00319438	1.99681	0.0399968	25.002	0.673685	1.48161	1.89912	1.54476	0.764173	1.34556	2.35947	2.35947	0.0103318	0.0707153	0.0101676	0.0214252	0.0575791	0.0103318	0.107146	0.100971	0.117168	0.015928	0.0707153	0.107146	0.296005	0.0809368	0.0664588	0.0101676	0.100971	0.296005	0.113557	0.0295274	0.0214252	0.117168	0.0809368	0.113557	0.0931002	0.0575791	0.015928	0.0664588	0.0295274	0.0931002	4.77243
108	-1188.497	-1172.517	-15.98037	2.18901	0.00240843	0.00524254	0.00606651	0.00493457	0.00152784	0.00361123	1.50551	3.27711	3.79217	3.08459	0.955051	2.25738	0.00319438	1.99681	0.0399968	25.002	0.753959	1.64118	1.89912	1.54476	0.47829	1.13049	2.18901	2.18901	0.0105395	0.0707153	0.0169424	0.0220044	0.0458938	0.0105395	0.127034	0.0943596	0.117168	0.0188107	0.0707153	0.127034	0.292789	0.0809368	0.0813927	0.0169424	0.0943596	0.292789	0.10094	0.029472	0.0220044	0.117168	0.0809368	0.10094	0.0776491	0.0458938	0.0188107	0.0813927	0.029472	0.0776491	4.77243
109	-1186.322	-1171.771	-14.55062	2.149494	0.00728477	0.0137041	0.015858	0.0128991	0.00599937	0.014032	1.73753	3.26865	3.78238	3.07663	1.43094	3.34684	0.00835019	1.99165	0.0647503	15.4439	0.872407	1.64118	1.89912	1.54476	0.718472	1.68044	2.14949	2.14949	0.00765947	0.0519554	0.0167173	0.0162561	0.0511533	0.00765947	0.11695	0.0917091	0.106869	0.0200769	0.0519554	0.11695	0.292789	0.0746118	0.0587832	0.0167173	0.0917091	0.292789	0.0983253	0.0328267	0.0162561	0.106869	0.0746118	0.0983253	0.0600412	0.0511533	0.0200769	0.0587832	0.0328267	0.0600412	4.058204
110	-1183.54	-1167.291	-16.24922	2.1768	0.00231938	0.00427675	0.00516674	0.00420269	0.00195467	0.00369685	1.70273	3.1397	3.79307	3.08533	1.43499	2.71398	0.0027206	1.99728	0.0369074	27.0949	0.852527	1.57199	1.89912	1.54476	0.718472	1.35884	2.1768	2.1768	0.00589737	0.0592093	0.01529	0.0190198	0.047434	0.00589737	0.136239	0.0917091	0.117835	0.016483	0.0592093	0.136239	0.292789	0.0790613	0.0694267	0.01529	0.0917091	0.292789	0.0983253	0.0363433	0.0190198	0.117835	0.0790613	0.0983253	0.0469027	0.047434	0.016483	0.0694267	0.0363433	0.0469027	4.891615
111	-1182.701	-1167.937	-14.76383	2.118591	0.00494804	0.00860348	0.00993042	0.00807753	0.00443261	0.00542208	1.8876	3.28209	3.7883	3.08145	1.69097	2.06844	0.00522897	1.99477	0.051199	19.5316	0.946275	1.64535	1.89912	1.54476	0.847704	1.03693	2.11859	2.11859	0.004188	0.0632459	0.0122336	0.0214239	0.0383305	0.004188	0.108185	0.0917091	0.114663	0.01363	0.0632459	0.108185	0.292789	0.0896363	0.0694267	0.0122336	0.0917091	0.292789	0.102709	0.0316694	0.0214239	0.114663	0.0896363	0.102709	0.0579123	0.0383305	0.01363	0.0694267	0.0316694	0.0579123	4.406346
