Iteration	Posterior	Likelihood	Prior	h	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	lambda[8]	lambda[9]	lambda[10]	lambda[11]	lambda[12]	lambda_hid[1]	lambda_hid[2]	lambda_hid_unorm[1]	lambda_hid_unorm[2]	lambda_obs[1]	lambda_obs[2]	lambda_obs[3]	lambda_obs[4]	lambda_obs[5]	lambda_obs[6]	q_hid[1]	q_hid[2]	q_obs[1]	q_obs[2]	q_obs[3]	q_obs[4]	q_obs[5]	q_obs[6]	q_obs[7]	q_obs[8]	q_obs[9]	q_obs[10]	q_obs[11]	q_obs[12]	q_obs[13]	q_obs[14]	q_obs[15]	q_obs[16]	q_obs[17]	q_obs[18]	q_obs[19]	q_obs[20]	q_obs[21]	q_obs[22]	q_obs[23]	q_obs[24]	q_obs[25]	q_obs[26]	q_obs[27]	q_obs[28]	q_obs[29]	q_obs[30]	sig0
78	-1144.715	-1137.785	-6.930213	2.175034	0.00943397	0.0147557	0.0195736	0.0163652	0.00572549	0.0137024	1.91106	2.98909	3.96505	3.31513	1.15982	2.77571	0.00982455	1.99018	0.0702604	14.2328	0.960245	1.50192	1.99231	1.66575	0.582774	1.39471	2.17503	2.17503	0.00663	0.0939848	0.251035	0.119575	0.0419076	0.00853952	0.19275	0.137704	0.101194	0.0306642	0.0736568	0.0736931	0.261853	0.0887923	0.0803604	0.00307525	0.0486203	0.262598	0.080205	0.0178333	0.10791	0.0337154	0.259187	0.253495	0.0155363	0.126094	0.102338	0.168494	0.730503	0.163264	3.93712
79	-1148.377	-1138.167	-10.21013	2.425619	0.00534162	0.0157691	0.0195736	0.0151876	0.00736529	0.0137024	1.08206	3.19438	3.96505	3.07657	1.492	2.77571	0.00982455	1.99018	0.0702604	14.2328	0.543701	1.60507	1.99231	1.54588	0.749683	1.39471	2.42562	2.42562	0.00521412	0.0935598	0.292321	0.142006	0.0294929	0.00836502	0.18078	0.144424	0.107049	0.0241412	0.0617361	0.076464	0.244357	0.10994	0.0744188	0.0032243	0.0499432	0.288956	0.088022	0.0206264	0.101564	0.0467029	0.338022	0.211449	0.0197709	0.227248	0.14263	0.208311	0.623221	0.120047	3.93712
80	-1141.893	-1129.205	-12.68784	2.406715	0.00236274	0.00540885	0.00647641	0.00502519	0.00283933	0.00453482	1.45132	3.3224	3.97815	3.08674	1.74407	2.78552	0.0032507	1.99675	0.0403484	24.7841	0.726839	1.6639	1.99231	1.54588	0.873453	1.39503	2.40672	2.40672	0.00474246	0.0935598	0.220773	0.156454	0.036912	0.00606442	0.18078	0.129387	0.107049	0.0186696	0.0627321	0.0989741	0.269837	0.0994965	0.0894953	0.00469409	0.0492836	0.273907	0.094386	0.0292067	0.118601	0.048132	0.312805	0.211449	0.0144935	0.16641	0.18991	0.29548	0.689527	0.0966773	4.759453
81	-1144.569	-1134.789	-9.780199	2.10737	0.00265148	0.00540885	0.00647641	0.00502519	0.00194678	0.00382616	1.62867	3.3224	3.97815	3.08674	1.19581	2.35023	0.0032507	1.99675	0.0403484	24.7841	0.815663	1.6639	1.99231	1.54588	0.59888	1.17703	2.10737	2.10737	0.0043769	0.0723635	0.207269	0.0883885	0.0373376	0.00583959	0.135267	0.129352	0.122763	0.0142129	0.0514829	0.106857	0.265973	0.0994965	0.110675	0.00622195	0.0382032	0.273907	0.110558	0.0229843	0.0653193	0.041008	0.310629	0.285352	0.0108204	0.146454	0.190557	0.214713	0.968619	0.0579767	4.759453
82	-1148.503	-1132.597	-15.90598	2.451294	0.00341536	0.00540885	0.00647641	0.00540333	0.00243534	0.00382616	2.09789	3.3224	3.97815	3.31901	1.49591	2.35023	0.0032507	1.99675	0.0403484	24.7841	1.05065	1.6639	1.99231	1.66221	0.749174	1.17703	2.45129	2.45129	0.007953	0.0455939	0.247661	0.117717	0.0461201	0.00461369	0.158649	0.100657	0.151735	0.00956737	0.0498546	0.108537	0.270444	0.101948	0.122254	0.00893801	0.0382032	0.273907	0.120812	0.0200396	0.0565793	0.0320683	0.409949	0.25306	0.00835696	0.0887876	0.248356	0.239512	1.07482	0.0520968	4.759453
83	-1151.012	-1138.135	-12.87709	2.322937	0.00138859	0.00278576	0.00338932	0.00278291	0.00142311	0.00216241	1.6574	3.32502	4.04542	3.32163	1.69859	2.58101	0.00167423	1.99833	0.0289451	34.5482	0.829392	1.6639	2.02441	1.66221	0.850008	1.29159	2.32294	2.32294	0.007953	0.0548736	0.262045	0.101453	0.037499	0.00332858	0.179463	0.103314	0.157726	0.0150241	0.0762912	0.113961	0.301697	0.0703535	0.130233	0.00661098	0.043261	0.280292	0.16011	0.0158584	0.0498833	0.0345232	0.401562	0.203035	0.00920437	0.0993671	0.241531	0.257566	0.703807	0.0474584	5.251904
84	-1148.505	-1137.447	-11.05816	2.243649	0.00177158	0.00403679	0.0049114	0.00403267	0.0020622	0.00336702	1.45867	3.32377	4.0439	3.32038	1.69795	2.7723	0.0024261	1.99757	0.03485	28.6944	0.73022	1.6639	2.02441	1.66221	0.850008	1.38784	2.24365	2.24365	0.0079773	0.0612936	0.262045	0.157426	0.0284432	0.00375605	0.206575	0.103314	0.157726	0.0176782	0.0762912	0.112862	0.291876	0.0651151	0.0942821	0.00661621	0.049661	0.226593	0.16011	0.015578	0.0563618	0.0298072	0.401562	0.181803	0.00712244	0.112788	0.241329	0.393875	0.530037	0.0449903	4.976655
85	-1148.409	-1141.491	-6.918737	2.243649	0.00331495	0.00693354	0.00843577	0.00692647	0.00354201	0.00578316	1.58772	3.32087	4.04038	3.31748	1.69647	2.76989	0.00416703	1.99583	0.0456932	21.8851	0.795517	1.6639	2.02441	1.66221	0.850008	1.38784	2.24365	2.24365	0.00903898	0.0476418	0.200562	0.156287	0.0298161	0.0044558	0.133932	0.0826721	0.133198	0.0212265	0.0624683	0.112862	0.291876	0.0651151	0.0870265	0.00645851	0.0668224	0.187109	0.139874	0.0162478	0.0516689	0.0545345	0.341292	0.138455	0.00501433	0.0883772	0.231534	0.473351	0.430395	0.0429344	4.575023
86	-1149.227	-1141.07	-8.157662	2.511225	0.0168924	0.037951	0.0461735	0.0379123	0.0153142	0.0289849	1.46435	3.28986	4.00264	3.2865	1.32754	2.51261	0.0228084	1.97719	0.107405	9.31058	0.740621	1.6639	2.02441	1.66221	0.671429	1.2708	2.51122	2.51122	0.00803306	0.0453659	0.210671	0.175192	0.0278718	0.004353	0.223627	0.0956561	0.130895	0.0161571	0.0717885	0.111489	0.296149	0.0669007	0.0677987	0.0130945	0.0720213	0.193964	0.13445	0.0148234	0.0420929	0.0522996	0.291552	0.134368	0.00617562	0.110799	0.155709	0.485964	0.534452	0.0699378	3.30791
87	-1144.063	-1138.297	-5.766051	2.230303	0.0190199	0.0370955	0.0444941	0.0379123	0.0153142	0.0289849	1.64878	3.21569	3.85705	3.2865	1.32754	2.51261	0.0228084	1.97719	0.107405	9.31058	0.833898	1.62639	1.95077	1.66221	0.671429	1.2708	2.2303	2.2303	0.00926633	0.0447855	0.152523	0.151554	0.0215559	0.00290894	0.194901	0.112484	0.129288	0.0182172	0.0700076	0.109854	0.294581	0.0563422	0.0842469	0.0154412	0.0723833	0.224113	0.150177	0.0206719	0.0365051	0.0355541	0.291552	0.180196	0.00555272	0.08986	0.15089	0.571904	0.493881	0.0819188	3.30791
88	-1145.204	-1134.949	-10.25496	2.236984	0.00124676	0.00180387	0.00216364	0.00184359	0.000889594	0.00140947	2.24695	3.25098	3.89938	3.32257	1.60325	2.54018	0.00110912	1.99889	0.0235556	42.4527	1.1241	1.62639	1.95077	1.66221	0.802072	1.2708	2.23698	2.23698	0.00996409	0.03835	0.137485	0.130754	0.0244323	0.00262243	0.194901	0.119498	0.125444	0.0165595	0.060439	0.115157	0.294581	0.0584733	0.076282	0.0176869	0.0703221	0.228287	0.139703	0.0306144	0.040503	0.0450739	0.28814	0.180636	0.00361475	0.0747603	0.156953	0.482625	0.610013	0.114696	5.557372
89	-1145.3	-1131.676	-13.62371	2.351318	0.000709952	0.00126766	0.00152049	0.00125564	0.000445533	0.00113094	1.82101	3.25152	3.90002	3.22069	1.14278	2.90084	0.000779432	1.99922	0.0197451	50.6456	0.910858	1.62639	1.95077	1.61097	0.571613	1.45098	2.35132	2.35132	0.0122628	0.0404623	0.100287	0.180907	0.05818	0.00266782	0.195732	0.10958	0.127816	0.0170881	0.0569835	0.100463	0.297779	0.0584733	0.0980129	0.0186118	0.0677364	0.228287	0.0963266	0.0319008	0.0518133	0.0512528	0.358403	0.22181	0.0045114	0.122018	0.187793	0.483666	0.654773	0.112318	5.818993
90	-1146.804	-1135.132	-11.67199	2.110139	0.000589615	0.00126766	0.00148526	0.00125564	0.000563871	0.00113094	1.51235	3.25152	3.80965	3.22069	1.44631	2.90084	0.000779432	1.99922	0.0197451	50.6456	0.756468	1.62639	1.90557	1.61097	0.723438	1.45098	2.11014	2.11014	0.0120522	0.0506479	0.0814368	0.170944	0.0441163	0.00319049	0.163728	0.113226	0.103506	0.0162292	0.0533555	0.0648417	0.329567	0.093247	0.0831477	0.0284386	0.0749526	0.260417	0.111956	0.0282619	0.0473381	0.0491676	0.412387	0.183946	0.00498616	0.124958	0.230805	0.455588	0.642796	0.130725	5.818993
91	-1147.34	-1138.214	-9.125941	2.204596	0.0056009	0.0120419	0.0141089	0.0119277	0.00573532	0.00698985	1.50733	3.24075	3.79703	3.21001	1.54351	1.88113	0.00740402	1.9926	0.0609571	16.405	0.756468	1.62639	1.90557	1.61097	0.774623	0.944061	2.2046	2.2046	0.0121895	0.0596396	0.0875112	0.125858	0.0619546	0.00288051	0.230281	0.113226	0.0859923	0.0162292	0.0493766	0.0813414	0.30703	0.093247	0.0831409	0.0349134	0.082794	0.237866	0.102734	0.0370296	0.0591077	0.048069	0.328717	0.192962	0.0059931	0.155189	0.230805	0.53321	0.615261	0.0727508	4.147706
92	-1149.608	-1136.679	-12.92891	2.310243	0.00324046	0.0120419	0.0146785	0.0119277	0.00527231	0.00913798	0.872085	3.24075	3.95033	3.21001	1.4189	2.45924	0.00740402	1.9926	0.0609571	16.405	0.437663	1.62639	1.98251	1.61097	0.712087	1.23419	2.31024	2.31024	0.0230332	0.0673208	0.0875112	0.149144	0.0667974	0.00312714	0.230281	0.102797	0.110107	0.0152869	0.0861123	0.0945054	0.270895	0.0846285	0.084662	0.0205679	0.0551865	0.291653	0.11081	0.0406397	0.0641474	0.0680317	0.336878	0.221243	0.00656081	0.151811	0.219598	0.642447	0.74787	0.0451733	4.147706
93	-1147.862	-1132.646	-15.21602	2.310243	0.00716468	0.0163894	0.0197839	0.016234	0.00753899	0.012812	1.4148	3.2364	3.90671	3.20571	1.48872	2.52996	0.0100771	1.98992	0.0711624	14.0524	0.710983	1.62639	1.96325	1.61097	0.748128	1.27139	2.31024	2.31024	0.0216959	0.0788148	0.0821315	0.186438	0.0521543	0.00441082	0.200421	0.107492	0.0987585	0.0127751	0.0887663	0.0735092	0.313437	0.0950328	0.0927807	0.0228257	0.0717926	0.21115	0.119201	0.0343228	0.0572763	0.085517	0.401359	0.280611	0.00842387	0.11547	0.262928	0.646822	0.874783	0.0327603	3.918207
94	-1144.108	-1132.004	-12.10428	2.21481	0.0050576	0.0103679	0.0125152	0.0102696	0.00468141	0.00773436	1.5817	3.24242	3.91398	3.21167	1.46405	2.41882	0.00637476	1.99363	0.0565471	17.6844	0.793379	1.62639	1.96325	1.61097	0.734366	1.21328	2.21481	2.21481	0.0143584	0.0921352	0.102731	0.236838	0.0327356	0.00672175	0.170674	0.107565	0.132117	0.0134876	0.0850564	0.0848139	0.266857	0.0876001	0.0927807	0.0269988	0.0815543	0.243157	0.0946469	0.0343228	0.0767362	0.085517	0.366197	0.286426	0.00921979	0.0915566	0.278543	0.477021	0.693888	0.0434068	4.259044
95	-1150.911	-1131.923	-18.98769	2.421726	0.00254661	0.00480977	0.0060482	0.00472196	0.00253489	0.00471428	1.71969	3.24798	4.08428	3.18868	1.71178	3.1835	0.00295732	1.99704	0.0384818	25.9863	0.861121	1.62639	2.04516	1.5967	0.857157	1.59411	2.42173	2.42173	0.0139	0.107653	0.0751693	0.323092	0.0580586	0.00488586	0.173967	0.124943	0.124984	0.0136438	0.0876577	0.107016	0.266857	0.0908588	0.0796956	0.0325413	0.0794573	0.244105	0.0769714	0.0289443	0.0500965	0.0727904	0.280695	0.343042	0.00995074	0.109576	0.308842	0.582041	0.861136	0.0715992	4.82968
96	-1151.508	-1132.784	-18.7235	2.421726	0.000985748	0.00140338	0.00161418	0.001345	0.000694009	0.000963528	2.33945	3.3306	3.83089	3.19206	1.64707	2.28671	0.000842364	1.99916	0.020527	48.7162	1.17022	1.666	1.91625	1.5967	0.823882	1.14384	2.42173	2.42173	0.0137191	0.111721	0.0786436	0.239896	0.0607842	0.0060888	0.122775	0.0968482	0.11756	0.0143436	0.0712372	0.0946612	0.265385	0.0983156	0.0941454	0.0300105	0.0721573	0.248973	0.0677724	0.0289443	0.0623167	0.103541	0.288358	0.334881	0.0136497	0.0969667	0.291815	0.54169	0.894172	0.0503097	5.76141
97	-1150.099	-1133.228	-16.87086	2.424021	0.00479324	0.006824	0.00784902	0.00614982	0.00394764	0.00468519	2.33564	3.32518	3.82465	2.99667	1.9236	2.28299	0.00409603	1.9959	0.0453014	22.0744	1.17022	1.666	1.91625	1.50141	0.963772	1.14384	2.42402	2.42402	0.0236804	0.116642	0.138045	0.20261	0.0798386	0.0060888	0.128288	0.0968482	0.12751	0.0144535	0.0726692	0.0949318	0.306119	0.0994933	0.0971002	0.0300105	0.0721573	0.285023	0.0650129	0.0289443	0.0625433	0.0528162	0.359083	0.258735	0.0135962	0.103064	0.294477	0.572597	0.767643	0.0439354	4.58779
98	-1148.293	-1131.848	-16.44543	2.392021	0.00479324	0.00680978	0.00784902	0.00614982	0.00301502	0.00562675	2.33564	3.31825	3.82465	2.99667	1.46915	2.74179	0.00409603	1.9959	0.0453014	22.0744	1.17022	1.66253	1.91625	1.50141	0.736083	1.37371	2.39202	2.39202	0.0299313	0.118109	0.196438	0.237732	0.0650938	0.00763579	0.14296	0.0874603	0.131619	0.0112665	0.0648964	0.0674898	0.28693	0.0833628	0.0910121	0.0334709	0.0881675	0.285023	0.0781496	0.0235719	0.0699728	0.0374952	0.32382	0.381832	0.0117684	0.0485136	0.268463	0.572597	0.718833	0.0450148	4.58779
99	-1150.867	-1136.976	-13.89112	2.239624	0.00060929	0.00097221	0.00137595	0.00111873	0.000593703	0.000838513	1.69647	2.70697	3.83113	3.11493	1.65307	2.33471	0.000718044	1.99928	0.0189513	52.7669	0.848541	1.35397	1.91625	1.55803	0.826834	1.16777	2.23962	2.23962	0.0325788	0.116504	0.133215	0.231182	0.0753518	0.0078565	0.147016	0.119357	0.102959	0.0110881	0.0667309	0.0658271	0.239319	0.08186	0.0996053	0.0246832	0.0869834	0.212351	0.0686814	0.025734	0.0721314	0.0390319	0.35737	0.276369	0.0123327	0.0485136	0.225046	0.639375	0.624286	0.0514788	5.879828
100	-1150.552	-1138.96	-11.59229	2.120652	0.00231522	0.00369427	0.00516476	0.00425102	0.00225599	0.00328696	1.69477	2.70424	3.78066	3.1118	1.65141	2.40609	0.00272847	1.99727	0.0369608	27.0557	0.848541	1.35397	1.89291	1.55803	0.826834	1.20469	2.12065	2.12065	0.0301803	0.122215	0.132835	0.160921	0.056073	0.00921068	0.147016	0.146201	0.110109	0.0110872	0.0667309	0.0847698	0.256651	0.0857494	0.0869397	0.0217404	0.0625541	0.186583	0.0849124	0.0310326	0.119071	0.0524559	0.309066	0.20046	0.0119718	0.0569622	0.363182	0.646408	0.612178	0.0777184	4.889471
101	-1150.606	-1135.878	-14.72778	2.171356	0.000300743	0.000476744	0.000618471	0.000509053	0.000270151	0.000497301	1.84063	2.9178	3.78521	3.11554	1.6534	3.04362	0.00032673	1.99967	0.0127825	78.2321	0.920465	1.45914	1.89291	1.55803	0.826834	1.52206	2.17136	2.17136	0.0364631	0.17044	0.111724	0.20631	0.056073	0.00965236	0.147016	0.141361	0.140037	0.0158792	0.079876	0.076454	0.256651	0.0714529	0.0943539	0.0216925	0.053819	0.180285	0.0849124	0.0244691	0.109125	0.0538139	0.375533	0.148925	0.0121505	0.0431162	0.329077	0.615356	0.556232	0.0786001	6.463672
102	-1153.513	-1142.317	-11.1958	2.28889	0.000817765	0.00164798	0.00214507	0.00175967	0.000933844	0.00171904	1.44729	2.91663	3.79638	3.11429	1.65273	3.04239	0.00112942	1.99887	0.0237704	42.0692	0.724056	1.45914	1.89926	1.55803	0.826834	1.52206	2.28889	2.28889	0.0369564	0.17044	0.0674181	0.214554	0.0592917	0.00916374	0.173126	0.100584	0.138071	0.0214534	0.0654053	0.069102	0.281284	0.085243	0.0754003	0.019715	0.0540841	0.180285	0.121114	0.0534882	0.109125	0.0430373	0.515705	0.148925	0.01	0.0435193	0.255441	0.446376	0.344043	0.0786001	5.543918
103	-1143.196	-1133.911	-9.284947	2.222949	0.000957046	0.00179603	0.00214507	0.00175967	0.000933844	0.00166417	1.6938	3.17865	3.79638	3.11429	1.65273	2.94528	0.00112942	1.99887	0.0237704	42.0692	0.847377	1.59022	1.89926	1.55803	0.826834	1.47347	2.22295	2.22295	0.0252871	0.183075	0.0550161	0.214554	0.0693212	0.00653552	0.151293	0.100584	0.137855	0.0171558	0.0679367	0.0809158	0.314103	0.0829603	0.0665615	0.0124979	0.0538342	0.213927	0.104543	0.0459248	0.121515	0.0502435	0.321828	0.103832	0.00752225	0.0344497	0.20736	0.468245	0.434582	0.0683875	5.543918
104	-1146.74	-1139.823	-6.916735	2.171235	0.0140018	0.0273123	0.0313827	0.0257443	0.0099829	0.0243471	1.68075	3.27853	3.76714	3.09031	1.19833	2.9226	0.0165237	1.98348	0.0912724	10.9562	0.847377	1.65292	1.89926	1.55803	0.604159	1.47347	2.17124	2.17124	0.0278905	0.215263	0.0451256	0.311419	0.0694659	0.00485434	0.192289	0.0921198	0.147326	0.0135394	0.0810313	0.0836448	0.29815	0.0829603	0.082482	0.0123723	0.0555019	0.193045	0.126778	0.0476844	0.100479	0.0459442	0.306419	0.108175	0.00832111	0.0344497	0.154811	0.47895	0.541001	0.0547256	3.549211
105	-1145.823	-1136.329	-9.493855	2.160249	0.00408489	0.00637972	0.0073305	0.00626238	0.00272823	0.00424426	2.11262	3.29947	3.79119	3.23878	1.41099	2.19505	0.00385966	1.99614	0.0439723	22.7416	1.05835	1.65292	1.89926	1.62252	0.706858	1.09965	2.16025	2.16025	0.0261928	0.22585	0.0559252	0.311395	0.103078	0.0120882	0.178056	0.111512	0.106952	0.0116937	0.0810313	0.0835754	0.321015	0.119696	0.082482	0.00873835	0.0654456	0.20779	0.107858	0.031488	0.0858345	0.0513828	0.250135	0.123351	0.00947658	0.0350657	0.159423	0.47895	0.588573	0.0612506	4.63194
106	-1145.145	-1130.226	-14.91943	2.291859	0.00652205	0.0112504	0.012927	0.0100651	0.00481112	0.00919474	1.90994	3.2946	3.78559	2.94749	1.40891	2.69262	0.00680634	1.99319	0.0584362	17.1127	0.958232	1.65292	1.89926	1.47878	0.706858	1.35091	2.29186	2.29186	0.0241778	0.305273	0.0758598	0.360277	0.0826415	0.0114002	0.195379	0.0915166	0.136288	0.0140117	0.0810313	0.0937148	0.321015	0.0867005	0.0847645	0.00828827	0.0522581	0.19971	0.115121	0.0321752	0.0848612	0.0528199	0.398866	0.097586	0.0120361	0.028763	0.177173	0.608958	0.735575	0.0741659	4.210323
107	-1142.113	-1130.394	-11.719	2.291859	0.00425439	0.00867951	0.00997303	0.00776507	0.00303504	0.00672833	1.61615	3.29717	3.78855	2.94979	1.15295	2.55595	0.005251	1.99475	0.0513071	19.4905	0.810204	1.65292	1.89926	1.47878	0.577993	1.28134	2.29186	2.29186	0.0306502	0.318987	0.0960223	0.211832	0.0785346	0.0119687	0.156084	0.107524	0.106569	0.021112	0.0930146	0.0937148	0.308315	0.0799884	0.0806013	0.00531655	0.0548632	0.216402	0.0961572	0.0318402	0.0808552	0.0721895	0.410116	0.117047	0.0126255	0.0394158	0.145309	0.608958	0.529201	0.0831679	4.40322
108	-1142.478	-1130.065	-12.41306	2.291859	0.00367054	0.00579904	0.00680254	0.00548825	0.00314254	0.00511403	2.04595	3.23237	3.79172	3.05913	1.75164	2.85055	0.00358168	1.99642	0.0423563	23.6093	1.02481	1.61909	1.89926	1.53231	0.877393	1.42783	2.29186	2.29186	0.0383958	0.353348	0.168797	0.222854	0.0703223	0.0157709	0.124005	0.109225	0.106569	0.0177256	0.0911001	0.0982425	0.308315	0.0969507	0.0796832	0.0072268	0.0468497	0.217791	0.0961572	0.025103	0.0502069	0.057289	0.363016	0.0873054	0.0158016	0.045274	0.104228	0.57756	0.533033	0.107843	4.687453
109	-1141.496	-1129.922	-11.57396	2.141664	0.00258	0.00579904	0.0069358	0.00548825	0.00296255	0.00449128	1.43808	3.23237	3.86599	3.05913	1.65132	2.50343	0.00358168	1.99642	0.0423563	23.6093	0.720332	1.61909	1.93646	1.53231	0.827139	1.25396	2.14166	2.14166	0.0375636	0.508126	0.212369	0.298251	0.0691004	0.0157709	0.145773	0.107948	0.108368	0.0128864	0.0787294	0.0941324	0.290756	0.0998341	0.0796832	0.00640063	0.0468497	0.239087	0.0936083	0.0249614	0.076399	0.0506673	0.31957	0.0985805	0.0138833	0.0411819	0.103103	0.543425	0.452492	0.0815519	4.687453
110	-1139.604	-1128.942	-10.6618	2.283321	0.00432609	0.00970767	0.0116298	0.00920257	0.00397208	0.00740823	1.43634	3.22312	3.8613	3.05542	1.3188	2.45966	0.00600568	1.99399	0.0548806	18.2214	0.720332	1.61641	1.93646	1.53231	0.661386	1.23354	2.28332	2.28332	0.0369825	0.513792	0.212369	0.217567	0.0910556	0.014675	0.168957	0.115363	0.131238	0.0158008	0.0787294	0.0941324	0.315346	0.0652564	0.0690889	0.00815885	0.0458011	0.258947	0.0936083	0.020468	0.076399	0.0488555	0.295434	0.103866	0.0126884	0.0532166	0.118257	0.419719	0.418281	0.0931839	4.303393
111	-1140.949	-1131.462	-9.487221	2.176213	0.00789589	0.0177182	0.0212265	0.0167963	0.00701722	0.0135213	1.43277	3.21511	3.8517	3.04782	1.27333	2.45355	0.0109615	1.98904	0.0742356	13.4706	0.720332	1.61641	1.93646	1.53231	0.640172	1.23354	2.17621	2.17621	0.0487421	0.652627	0.112838	0.310154	0.0647593	0.014675	0.165252	0.123089	0.118315	0.0128911	0.0963666	0.0941324	0.315346	0.0783875	0.0920069	0.00801938	0.0570188	0.258947	0.0974882	0.0177621	0.111394	0.0374465	0.27762	0.117668	0.0102896	0.0679213	0.0816982	0.234225	0.485508	0.109339	3.855523
112	-1142.904	-1130.257	-12.64689	2.516752	0.00914514	0.0174065	0.0217439	0.0166563	0.008454	0.0111464	1.61975	3.08296	3.85119	2.9501	1.49734	1.97421	0.0112287	1.98877	0.07514	13.3085	0.814447	1.55018	1.93646	1.48338	0.752896	0.992676	2.51675	2.51675	0.0344888	0.639134	0.111151	0.310154	0.0552858	0.0146789	0.141336	0.123089	0.118315	0.0128911	0.0767984	0.0839118	0.299941	0.0783875	0.0809165	0.00780021	0.0570188	0.285731	0.0974882	0.0189783	0.087643	0.0410012	0.253577	0.145348	0.0157159	0.0450778	0.066675	0.363014	0.532451	0.0875214	3.83757
113	-1137.931	-1123.624	-14.30632	2.286055	0.00145059	0.00218633	0.0028083	0.0020921	0.00106186	0.0018259	2.05559	3.09818	3.97956	2.96466	1.50473	2.58743	0.00141037	1.99859	0.0265647	37.644	1.02852	1.55018	1.99119	1.48338	0.752896	1.29463	2.28606	2.28606	0.0291072	0.881827	0.0937981	0.197912	0.03418	0.00692539	0.141336	0.110651	0.12169	0.0127596	0.0904772	0.0864977	0.299941	0.0708812	0.0728535	0.00825758	0.0700913	0.254087	0.0810616	0.0230793	0.119332	0.0302898	0.251281	0.155715	0.0179708	0.0508169	0.050578	0.350553	0.52992	0.108367	5.379139
114	-1145.263	-1127.379	-17.88422	2.486922	0.00170815	0.00214241	0.00275189	0.00223031	0.00105931	0.00177054	2.47023	3.09822	3.97962	3.22534	1.53192	2.56046	0.00138203	1.99862	0.0262963	38.0282	1.23597	1.55018	1.99119	1.61379	0.766489	1.28111	2.48692	2.48692	0.0400806	0.881827	0.0918254	0.208554	0.0515263	0.00994835	0.150592	0.133133	0.124459	0.0179506	0.0967165	0.0964978	0.299941	0.0635286	0.0728535	0.00994745	0.0442785	0.314065	0.0900359	0.016732	0.119332	0.0238855	0.273681	0.1428	0.0203256	0.0721675	0.0726159	0.229578	0.674434	0.0710887	5.394192
115	-1145.06	-1129.145	-15.91515	2.313992	0.00389651	0.00737657	0.0094751	0.00767923	0.00318039	0.00491213	1.6338	3.09299	3.9729	3.21989	1.33353	2.05965	0.00475852	1.99524	0.0488358	20.4768	0.818849	1.55018	1.99119	1.61379	0.668357	1.03228	2.31399	2.31399	0.0492714	0.940594	0.0861804	0.170912	0.0379939	0.00631246	0.153061	0.116676	0.145671	0.0208824	0.112791	0.0964978	0.284337	0.105865	0.0728535	0.0164829	0.0558216	0.287659	0.0991205	0.0135836	0.15309	0.0290166	0.341561	0.148288	0.021481	0.0604908	0.0726159	0.276224	0.67981	0.0710887	4.476409
116	-1142.067	-1128.515	-13.55234	2.159887	0.00389651	0.00737657	0.0094751	0.00743413	0.00318039	0.00689135	1.6338	3.09299	3.9729	3.11712	1.33353	2.88954	0.00475852	1.99524	0.0488358	20.4768	0.818849	1.55018	1.99119	1.56228	0.668357	1.44821	2.15989	2.15989	0.0628143	0.940594	0.101672	0.170912	0.0516678	0.00580589	0.184121	0.125666	0.118445	0.0182251	0.112791	0.0888839	0.280516	0.104339	0.081734	0.0140758	0.0630554	0.227919	0.0945437	0.0144281	0.119232	0.0238053	0.383792	0.182763	0.0182186	0.0662471	0.0753358	0.246401	0.493631	0.113032	4.476409
117	-1139.621	-1126.846	-12.7745	2.188575	0.00515579	0.00737657	0.0094751	0.00743413	0.004139	0.00689135	2.16182	3.09299	3.9729	3.11712	1.73548	2.88954	0.00475852	1.99524	0.0488358	20.4768	1.08349	1.55018	1.99119	1.56228	0.869807	1.44821	2.18857	2.18857	0.054298	0.602319	0.0602827	0.21827	0.0693812	0.00741443	0.184121	0.125666	0.137887	0.0163869	0.0848703	0.0888839	0.302312	0.0667373	0.100462	0.0140758	0.0705257	0.276479	0.0795184	0.0100836	0.120548	0.0238053	0.298169	0.181519	0.0229729	0.0831218	0.0986243	0.464227	0.456505	0.0901352	4.476409
118	-1140.358	-1125.936	-14.42216	2.252136	0.0030178	0.00368071	0.00478001	0.00375038	0.00200303	0.00347656	2.5112	3.06283	3.97759	3.12081	1.66678	2.89295	0.00240059	1.9976	0.0346661	28.8467	1.25711	1.53326	1.99119	1.56228	0.834392	1.44821	2.25214	2.25214	0.0328513	0.51264	0.0702578	0.214801	0.118817	0.00506816	0.184121	0.123585	0.149869	0.0128272	0.0848703	0.104287	0.302312	0.063141	0.0931094	0.0133092	0.0552889	0.3088	0.0795184	0.00909773	0.0778267	0.0238053	0.270993	0.238199	0.0276993	0.086042	0.101379	0.456509	0.50863	0.0928686	4.9845
