Iteration	Posterior	Likelihood	Prior	h	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	lambda[8]	lambda[9]	lambda[10]	lambda[11]	lambda[12]	lambda_hid[1]	lambda_hid[2]	lambda_hid_unorm[1]	lambda_hid_unorm[2]	lambda_obs[1]	lambda_obs[2]	lambda_obs[3]	lambda_obs[4]	lambda_obs[5]	lambda_obs[6]	lambda_obscomm	q_hid[1]	q_hid[2]	q_obs[1]	q_obs[2]	q_obs[3]	q_obs[4]	q_obs[5]	q_obs[6]	q_obs[7]	q_obs[8]	q_obs[9]	q_obs[10]	q_obs[11]	q_obs[12]	q_obs[13]	q_obs[14]	q_obs[15]	q_obs[16]	q_obs[17]	q_obs[18]	q_obs[19]	q_obs[20]	q_obs[21]	q_obs[22]	q_obs[23]	q_obs[24]	q_obs[25]	q_obs[26]	q_obs[27]	q_obs[28]	q_obs[29]	q_obs[30]	sig0
198	-1226.565	-1221.288	-5.276371	2.136663	0.00548629	0.00548629	0.00548629	0.00548629	0.00548629	0.00548629	3.49591	3.49591	3.49591	3.49591	3.49591	3.49591	0.00313377	1.99687	0.0396149	25.243	1.7507	1.7507	1.7507	1.7507	1.7507	1.7507	1.750698	2.13666	2.13666	0.0124503	0.0557683	0.00679545	0.0680025	0.0993385	0.0124503	0.131637	0.109116	0.0897027	0.00231596	0.0557683	0.131637	0.310364	0.0563849	0.0546802	0.00679545	0.109116	0.310364	0.109346	0.015168	0.0680025	0.0897027	0.0563849	0.109346	0.0939367	0.0993385	0.00231596	0.0546802	0.015168	0.0939367	4.786654
199	-1227.41	-1222.732	-4.677976	2.136663	0.00506011	0.00506011	0.00506011	0.00506011	0.00506011	0.00506011	3.22435	3.22435	3.22435	3.22435	3.22435	3.22435	0.00313377	1.99687	0.0396149	25.243	1.6147	1.6147	1.6147	1.6147	1.6147	1.6147	1.614705	2.13666	2.13666	0.0109469	0.0633097	0.0087736	0.0853665	0.0976841	0.0109469	0.117569	0.0818521	0.114744	0.00104254	0.0633097	0.117569	0.270059	0.0648918	0.0477182	0.0087736	0.0818521	0.270059	0.0867946	0.0129836	0.0853665	0.114744	0.0648918	0.0867946	0.0939367	0.0976841	0.00104254	0.0477182	0.0129836	0.0939367	4.786654
200	-1230.102	-1226.766	-3.335752	1.894174	0.00506011	0.00506011	0.00506011	0.00506011	0.00506011	0.00506011	3.22435	3.22435	3.22435	3.22435	3.22435	3.22435	0.00313377	1.99687	0.0396149	25.243	1.6147	1.6147	1.6147	1.6147	1.6147	1.6147	1.614705	1.89417	1.89417	0.00957594	0.0633097	0.0101375	0.120503	0.112637	0.00957594	0.117569	0.10499	0.094683	0.000594769	0.0633097	0.117569	0.267844	0.0871087	0.0553597	0.0101375	0.10499	0.267844	0.128377	0.0122474	0.120503	0.094683	0.0871087	0.128377	0.0665294	0.112637	0.000594769	0.0553597	0.0122474	0.0665294	4.786654
201	-1222.392	-1214.79	-7.602528	2.264201	0.00392474	0.00392474	0.00392474	0.00392474	0.00392474	0.00392474	3.38379	3.38379	3.38379	3.38379	3.38379	3.38379	0.00231704	1.99768	0.0340568	29.3627	1.69386	1.69386	1.69386	1.69386	1.69386	1.69386	1.693859	2.2642	2.2642	0.00917156	0.0607957	0.0134226	0.120503	0.103099	0.00917156	0.117569	0.0974282	0.120544	0.000786468	0.0607957	0.117569	0.303986	0.0890838	0.0656262	0.0134226	0.0974282	0.303986	0.121143	0.0187908	0.120503	0.120544	0.0890838	0.121143	0.0647861	0.103099	0.000786468	0.0656262	0.0187908	0.0647861	5.01079
202	-1222.846	-1218.517	-4.328837	1.970219	0.00392474	0.00392474	0.00392474	0.00392474	0.00392474	0.00392474	3.38379	3.38379	3.38379	3.38379	3.38379	3.38379	0.00231704	1.99768	0.0340568	29.3627	1.69386	1.69386	1.69386	1.69386	1.69386	1.69386	1.693859	1.97022	1.97022	0.00768842	0.0563139	0.0132725	0.0951493	0.113863	0.00768842	0.119999	0.0974282	0.0856344	0.000881868	0.0563139	0.119999	0.303986	0.0880204	0.0805277	0.0132725	0.0974282	0.303986	0.105761	0.0238156	0.0951493	0.0856344	0.0880204	0.105761	0.0457099	0.113863	0.000881868	0.0805277	0.0238156	0.0457099	5.01079
203	-1222.697	-1217.863	-4.834322	2.259401	0.0162722	0.0162722	0.0162722	0.0162722	0.0162722	0.0162722	3.37145	3.37145	3.37145	3.37145	3.37145	3.37145	0.0096066	1.99039	0.0694729	14.3941	1.69386	1.69386	1.69386	1.69386	1.69386	1.69386	1.693859	2.2594	2.2594	0.0058006	0.0563139	0.0109234	0.0808743	0.129313	0.0058006	0.108429	0.11245	0.0767268	0.000649147	0.0563139	0.108429	0.280914	0.0860466	0.0924465	0.0109234	0.11245	0.280914	0.104425	0.0164097	0.0808743	0.0767268	0.0860466	0.104425	0.0416062	0.129313	0.000649147	0.0924465	0.0164097	0.0416062	3.953831
204	-1222.098	-1216.63	-5.468404	2.13159	0.00377567	0.00377567	0.00377567	0.00377567	0.00377567	0.00377567	3.38394	3.38394	3.38394	3.38394	3.38394	3.38394	0.00222903	1.99777	0.033403	29.9374	1.69386	1.69386	1.69386	1.69386	1.69386	1.69386	1.693859	2.13159	2.13159	0.00467021	0.0661989	0.0114313	0.0619411	0.128453	0.00467021	0.125095	0.101988	0.0688915	0.000663531	0.0661989	0.125095	0.284417	0.0860466	0.0924465	0.0114313	0.101988	0.284417	0.0877293	0.0250329	0.0619411	0.0688915	0.0860466	0.0877293	0.0525233	0.128453	0.000663531	0.0924465	0.0250329	0.0525233	5.039527
205	-1224.215	-1215.633	-8.581376	2.408897	0.00282001	0.00282001	0.00282001	0.00282001	0.00282001	0.00282001	3.3849	3.3849	3.3849	3.3849	3.3849	3.3849	0.00166484	1.99834	0.0288637	34.6456	1.69386	1.69386	1.69386	1.69386	1.69386	1.69386	1.693859	2.4089	2.4089	0.00736072	0.0550368	0.0173592	0.121525	0.126906	0.00736072	0.108746	0.0962542	0.0953563	0.000481193	0.0550368	0.108746	0.284417	0.0677389	0.083193	0.0173592	0.0962542	0.284417	0.0887779	0.0187465	0.121525	0.0953563	0.0677389	0.0887779	0.0525233	0.126906	0.000481193	0.083193	0.0187465	0.0525233	5.256077
206	-1224.857	-1217.525	-7.332183	2.230802	0.00282001	0.00282001	0.00282001	0.00282001	0.00282001	0.00282001	3.3849	3.3849	3.3849	3.3849	3.3849	3.3849	0.00166484	1.99834	0.0288637	34.6456	1.69386	1.69386	1.69386	1.69386	1.69386	1.69386	1.693859	2.2308	2.2308	0.00862611	0.0628463	0.0115386	0.0970909	0.147176	0.00862611	0.145816	0.0962542	0.0969518	0.000456374	0.0628463	0.145816	0.299379	0.0616236	0.0787757	0.0115386	0.0962542	0.299379	0.0866874	0.0171407	0.0970909	0.0969518	0.0616236	0.0866874	0.0537662	0.147176	0.000456374	0.0787757	0.0171407	0.0537662	5.256077
207	-1222.012	-1215.427	-6.584855	2.250738	0.00429016	0.00429016	0.00429016	0.00429016	0.00429016	0.00429016	3.38343	3.38343	3.38343	3.38343	3.38343	3.38343	0.00253277	1.99747	0.0356089	28.0829	1.69386	1.69386	1.69386	1.69386	1.69386	1.69386	1.693859	2.25074	2.25074	0.0063471	0.0650108	0.00924037	0.0646936	0.163628	0.0063471	0.145816	0.0845738	0.0948901	0.000454163	0.0650108	0.145816	0.274639	0.0750119	0.0632455	0.00924037	0.0845738	0.274639	0.0914852	0.0161552	0.0646936	0.0948901	0.0750119	0.0914852	0.0646743	0.163628	0.000454163	0.0632455	0.0161552	0.0646743	4.944717
208	-1221.736	-1216.715	-5.021245	2.150291	0.00990724	0.00990724	0.00990724	0.00990724	0.00990724	0.00990724	3.37781	3.37781	3.37781	3.37781	3.37781	3.37781	0.00584892	1.99415	0.0541575	18.4647	1.69386	1.69386	1.69386	1.69386	1.69386	1.69386	1.693859	2.15029	2.15029	0.00774326	0.055745	0.0071777	0.0531277	0.152745	0.00774326	0.133852	0.0845738	0.122477	0.000446293	0.055745	0.133852	0.31132	0.0749341	0.0808211	0.0071777	0.0845738	0.31132	0.0907221	0.0161552	0.0531277	0.122477	0.0749341	0.0907221	0.0719783	0.152745	0.000446293	0.0808211	0.0161552	0.0719783	4.323059
209	-1222.696	-1218.802	-3.893581	1.978162	0.00560093	0.00560093	0.00560093	0.00560093	0.00560093	0.00560093	3.38212	3.38212	3.38212	3.38212	3.38212	3.38212	0.00330661	1.99669	0.0406945	24.5733	1.69386	1.69386	1.69386	1.69386	1.69386	1.69386	1.693859	1.97816	1.97816	0.00874091	0.0608798	0.00937489	0.0564093	0.147275	0.00874091	0.12239	0.0964076	0.0784779	0.00056342	0.0608798	0.12239	0.314744	0.0821684	0.0763022	0.00937489	0.0964076	0.314744	0.0853447	0.0181581	0.0564093	0.0784779	0.0821684	0.0853447	0.0742235	0.147275	0.00056342	0.0763022	0.0181581	0.0742235	4.746791
210	-1223.226	-1215.775	-7.450923	2.250938	0.0014412	0.0014412	0.0014412	0.0014412	0.0014412	0.0014412	3.38628	3.38628	3.38628	3.38628	3.38628	3.38628	0.000850839	1.99915	0.0206301	48.4729	1.69386	1.69386	1.69386	1.69386	1.69386	1.69386	1.693859	2.25094	2.25094	0.0100697	0.059574	0.0106731	0.0765554	0.115799	0.0100697	0.132743	0.0888923	0.0791066	0.000440805	0.059574	0.132743	0.261172	0.0716082	0.0579434	0.0106731	0.0888923	0.261172	0.095532	0.0271555	0.0765554	0.0791066	0.0716082	0.095532	0.0763922	0.115799	0.000440805	0.0579434	0.0271555	0.0763922	5.753986
211	-1225.432	-1216.763	-8.668799	2.343153	0.00145201	0.00145201	0.00145201	0.00145201	0.00145201	0.00145201	3.41168	3.41168	3.41168	3.41168	3.41168	3.41168	0.000850839	1.99915	0.0206301	48.4729	1.70657	1.70657	1.70657	1.70657	1.70657	1.70657	1.706566	2.34315	2.34315	0.00957287	0.0485539	0.0142516	0.068853	0.111014	0.00957287	0.114726	0.0900176	0.129865	0.000553018	0.0485539	0.114726	0.261172	0.0688736	0.0813205	0.0142516	0.0900176	0.261172	0.0893618	0.0299275	0.068853	0.129865	0.0688736	0.0893618	0.0874698	0.111014	0.000553018	0.0813205	0.0299275	0.0874698	5.753986
212	-1226.185	-1218.842	-7.343146	2.243507	0.00145201	0.00145201	0.00145201	0.00145201	0.00145201	0.00145201	3.41168	3.41168	3.41168	3.41168	3.41168	3.41168	0.000850839	1.99915	0.0206301	48.4729	1.70657	1.70657	1.70657	1.70657	1.70657	1.70657	1.706566	2.24351	2.24351	0.00586115	0.0589135	0.0180799	0.068853	0.100871	0.00586115	0.121108	0.0848703	0.0907751	0.000432996	0.0589135	0.121108	0.259682	0.0688736	0.0967178	0.0180799	0.0848703	0.259682	0.10208	0.0423523	0.068853	0.0907751	0.0688736	0.10208	0.0388494	0.100871	0.000432996	0.0967178	0.0423523	0.0388494	5.753986
213	-1226.603	-1217.329	-9.274827	2.338664	0.000753301	0.000753301	0.000753301	0.000753301	0.000753301	0.000753301	3.41238	3.41238	3.41238	3.41238	3.41238	3.41238	0.000441413	1.99956	0.0148578	67.3045	1.70657	1.70657	1.70657	1.70657	1.70657	1.70657	1.706566	2.33866	2.33866	0.00551826	0.0549292	0.018575	0.043632	0.12724	0.00551826	0.121108	0.099902	0.107921	0.000430373	0.0549292	0.121108	0.259682	0.0687662	0.0967178	0.018575	0.099902	0.259682	0.096925	0.0360631	0.043632	0.107921	0.0687662	0.096925	0.0483778	0.12724	0.000430373	0.0967178	0.0360631	0.0483778	6.24061
214	-1228.866	-1219.246	-9.619751	2.338664	0.000753301	0.000753301	0.000753301	0.000753301	0.000753301	0.000753301	3.41238	3.41238	3.41238	3.41238	3.41238	3.41238	0.000441413	1.99956	0.0148578	67.3045	1.70657	1.70657	1.70657	1.70657	1.70657	1.70657	1.706566	2.33866	2.33866	0.00403656	0.0512103	0.021489	0.0410079	0.164439	0.00403656	0.12468	0.0943187	0.105033	0.00055917	0.0512103	0.12468	0.254173	0.071092	0.0920669	0.021489	0.0943187	0.254173	0.0946574	0.0443062	0.0410079	0.105033	0.071092	0.0946574	0.0609285	0.164439	0.00055917	0.0920669	0.0443062	0.0609285	6.24061
215	-1229.122	-1217.675	-11.4466	2.453028	0.000752942	0.000752942	0.000752942	0.000752942	0.000752942	0.000752942	3.41075	3.41075	3.41075	3.41075	3.41075	3.41075	0.000441413	1.99956	0.0148578	67.3045	1.70575	1.70575	1.70575	1.70575	1.70575	1.70575	1.705753	2.45303	2.45303	0.00370914	0.0620428	0.0289057	0.0436173	0.201228	0.00370914	0.112354	0.0943187	0.0996327	0.000477654	0.0620428	0.112354	0.297808	0.0726384	0.0906499	0.0289057	0.0943187	0.297808	0.0932063	0.0393485	0.0436173	0.0996327	0.0726384	0.0932063	0.0721303	0.201228	0.000477654	0.0906499	0.0393485	0.0721303	6.24061
216	-1224.078	-1214.778	-9.299183	2.277268	0.000714581	0.000714581	0.000714581	0.000714581	0.000714581	0.000714581	3.41079	3.41079	3.41079	3.41079	3.41079	3.41079	0.000418924	1.99958	0.0144743	69.0879	1.70575	1.70575	1.70575	1.70575	1.70575	1.70575	1.705753	2.27727	2.27727	0.00324215	0.0647852	0.0274746	0.049378	0.154809	0.00324215	0.12747	0.104135	0.0936872	0.000370233	0.0647852	0.12747	0.283258	0.0726384	0.064405	0.0274746	0.104135	0.283258	0.0932063	0.0311647	0.049378	0.0936872	0.0726384	0.0932063	0.0726293	0.154809	0.000370233	0.064405	0.0311647	0.0726293	6.279383
217	-1223.339	-1216.963	-6.376019	1.999904	0.000714581	0.000714581	0.000714581	0.000714581	0.000714581	0.000714581	3.41079	3.41079	3.41079	3.41079	3.41079	3.41079	0.000418924	1.99958	0.0144743	69.0879	1.70575	1.70575	1.70575	1.70575	1.70575	1.70575	1.705753	1.9999	1.9999	0.00449512	0.0674849	0.0202734	0.0406296	0.0977286	0.00449512	0.110129	0.0960768	0.123617	0.000223252	0.0674849	0.110129	0.288725	0.081153	0.0662175	0.0202734	0.0960768	0.288725	0.0932063	0.022948	0.0406296	0.123617	0.081153	0.0932063	0.0832757	0.0977286	0.000223252	0.0662175	0.022948	0.0832757	6.279383
218	-1223.27	-1216.613	-6.656847	2.114787	0.0012133	0.0012133	0.0012133	0.0012133	0.0012133	0.0012133	3.28581	3.28581	3.28581	3.28581	3.28581	3.28581	0.000738234	1.99926	0.019216	52.0401	1.64351	1.64351	1.64351	1.64351	1.64351	1.64351	1.643512	2.11479	2.11479	0.00338666	0.0674849	0.0124162	0.0513129	0.126542	0.00338666	0.109108	0.0847973	0.125375	0.000309767	0.0674849	0.109108	0.270482	0.102697	0.0736854	0.0124162	0.0847973	0.270482	0.083548	0.0153029	0.0513129	0.125375	0.102697	0.083548	0.0689651	0.126542	0.000309767	0.0736854	0.0153029	0.0689651	5.859265
219	-1224.494	-1217.622	-6.871774	2.139192	0.0012133	0.0012133	0.0012133	0.0012133	0.0012133	0.0012133	3.28581	3.28581	3.28581	3.28581	3.28581	3.28581	0.000738234	1.99926	0.019216	52.0401	1.64351	1.64351	1.64351	1.64351	1.64351	1.64351	1.643512	2.13919	2.13919	0.00296314	0.0786228	0.0176738	0.0630432	0.105812	0.00296314	0.109108	0.0878445	0.117537	0.000240746	0.0786228	0.109108	0.270482	0.102697	0.0785564	0.0176738	0.0878445	0.270482	0.0763534	0.0249009	0.0630432	0.117537	0.102697	0.0763534	0.058983	0.105812	0.000240746	0.0785564	0.0249009	0.058983	5.859265
220	-1224.292	-1217.215	-7.076764	2.139192	0.0012133	0.0012133	0.0012133	0.0012133	0.0012133	0.0012133	3.28581	3.28581	3.28581	3.28581	3.28581	3.28581	0.000738234	1.99926	0.019216	52.0401	1.64351	1.64351	1.64351	1.64351	1.64351	1.64351	1.643512	2.13919	2.13919	0.00183576	0.0845427	0.0134791	0.0630432	0.102272	0.00183576	0.103576	0.0980811	0.0886393	0.000240746	0.0845427	0.103576	0.293273	0.0905867	0.0803674	0.0134791	0.0980811	0.293273	0.0789377	0.0248737	0.0630432	0.0886393	0.0905867	0.0789377	0.0937781	0.102272	0.000240746	0.0803674	0.0248737	0.0937781	5.859265
221	-1220.936	-1216.133	-4.802937	2.13154	0.00317797	0.00317797	0.00317797	0.00317797	0.00317797	0.00317797	3.28385	3.28385	3.28385	3.28385	3.28385	3.28385	0.00193365	1.99807	0.0311088	32.1452	1.64351	1.64351	1.64351	1.64351	1.64351	1.64351	1.643512	2.13154	2.13154	0.00175063	0.0690715	0.0170099	0.0333311	0.0797768	0.00175063	0.102802	0.0917852	0.113213	0.000371608	0.0690715	0.102802	0.277361	0.0616608	0.0803674	0.0170099	0.0917852	0.277361	0.0980187	0.0248531	0.0333311	0.113213	0.0616608	0.0980187	0.0560175	0.0797768	0.000371608	0.0803674	0.0248531	0.0560175	5.145021
222	-1221.862	-1215.043	-6.818965	2.31882	0.00317797	0.00317797	0.00317797	0.00317797	0.00317797	0.00317797	3.28385	3.28385	3.28385	3.28385	3.28385	3.28385	0.00193365	1.99807	0.0311088	32.1452	1.64351	1.64351	1.64351	1.64351	1.64351	1.64351	1.643512	2.31882	2.31882	0.00215649	0.0685683	0.0158647	0.041553	0.0797768	0.00215649	0.116997	0.0957934	0.107065	0.000397408	0.0685683	0.116997	0.277361	0.0593772	0.0832788	0.0158647	0.0957934	0.277361	0.10743	0.0248531	0.041553	0.107065	0.0593772	0.10743	0.0629786	0.0797768	0.000397408	0.0832788	0.0248531	0.0629786	5.145021
223	-1221.909	-1212.938	-8.970581	2.28577	0.000444059	0.000444059	0.000444059	0.000444059	0.000444059	0.000444059	3.28658	3.28658	3.28658	3.28658	3.28658	3.28658	0.000270189	1.99973	0.0116238	86.0304	1.64351	1.64351	1.64351	1.64351	1.64351	1.64351	1.643512	2.28577	2.28577	0.00238626	0.0565291	0.015143	0.0439928	0.0618793	0.00238626	0.100968	0.0969508	0.107143	0.000358139	0.0565291	0.100968	0.304792	0.0830105	0.0588704	0.015143	0.0969508	0.304792	0.10743	0.0245612	0.0439928	0.107143	0.0830105	0.10743	0.0767967	0.0618793	0.000358139	0.0588704	0.0245612	0.0767967	6.604549
224	-1221.304	-1213.121	-8.183393	2.240325	0.000521357	0.000521357	0.000521357	0.000521357	0.000521357	0.000521357	3.2865	3.2865	3.2865	3.2865	3.2865	3.2865	0.000317221	1.99968	0.0125951	79.3961	1.64351	1.64351	1.64351	1.64351	1.64351	1.64351	1.643512	2.24033	2.24033	0.00215647	0.0556466	0.012669	0.0490059	0.0784443	0.00215647	0.120823	0.0731821	0.0959826	0.000311002	0.0556466	0.120823	0.288188	0.0849461	0.065234	0.012669	0.0731821	0.288188	0.0934976	0.0188665	0.0490059	0.0959826	0.0849461	0.0934976	0.082437	0.0784443	0.000311002	0.065234	0.0188665	0.082437	6.485568
225	-1221.136	-1218.264	-2.871882	2.038581	0.00958363	0.00958363	0.00958363	0.00958363	0.00958363	0.00958363	3.27744	3.27744	3.27744	3.27744	3.27744	3.27744	0.00583119	1.99417	0.0540751	18.4928	1.64351	1.64351	1.64351	1.64351	1.64351	1.64351	1.643512	2.03858	2.03858	0.00159318	0.0556466	0.0182928	0.0728378	0.0580204	0.00159318	0.133709	0.0756269	0.0949794	0.000373768	0.0556466	0.133709	0.301953	0.073858	0.0714141	0.0182928	0.0756269	0.301953	0.0858284	0.0204846	0.0728378	0.0949794	0.073858	0.0858284	0.0757194	0.0580204	0.000373768	0.0714141	0.0204846	0.0757194	4.325316
226	-1219.551	-1216.348	-3.202524	2.102649	0.0111317	0.0111317	0.0111317	0.0111317	0.0111317	0.0111317	3.27589	3.27589	3.27589	3.27589	3.27589	3.27589	0.0067731	1.99323	0.0582928	17.1548	1.64351	1.64351	1.64351	1.64351	1.64351	1.64351	1.643512	2.10265	2.10265	0.00195117	0.0476277	0.0168501	0.0671935	0.0530611	0.00195117	0.120394	0.089402	0.107765	0.000211059	0.0476277	0.120394	0.301953	0.0812221	0.0711075	0.0168501	0.089402	0.301953	0.104596	0.0201547	0.0671935	0.107765	0.0812221	0.104596	0.0503177	0.0530611	0.000211059	0.0711075	0.0201547	0.0503177	4.213965
227	-1220.959	-1219.983	-0.9761862	1.945051	0.0111317	0.0111317	0.0111317	0.0111317	0.0111317	0.0111317	3.27589	3.27589	3.27589	3.27589	3.27589	3.27589	0.0067731	1.99323	0.0582928	17.1548	1.64351	1.64351	1.64351	1.64351	1.64351	1.64351	1.643512	1.94505	1.94505	0.00192243	0.0732706	0.014137	0.0446022	0.0436323	0.00192243	0.116871	0.0807795	0.0688563	0.000250853	0.0732706	0.116871	0.288647	0.0899054	0.060904	0.014137	0.0807795	0.288647	0.0912759	0.0204014	0.0446022	0.0688563	0.0899054	0.0912759	0.0493093	0.0436323	0.000250853	0.060904	0.0204014	0.0493093	4.213965
228	-1221.362	-1217.95	-3.412286	2.118485	0.0111317	0.0111317	0.0111317	0.0111317	0.0111317	0.0111317	3.27589	3.27589	3.27589	3.27589	3.27589	3.27589	0.0067731	1.99323	0.0582928	17.1548	1.64351	1.64351	1.64351	1.64351	1.64351	1.64351	1.643512	2.11848	2.11848	0.00295975	0.056943	0.0142007	0.0446022	0.0436323	0.00295975	0.140688	0.104239	0.0906481	0.00023378	0.056943	0.140688	0.291685	0.0878177	0.056642	0.0142007	0.104239	0.291685	0.113724	0.0225383	0.0446022	0.0906481	0.0878177	0.113724	0.0706539	0.0436323	0.00023378	0.056642	0.0225383	0.0706539	4.213965
229	-1221.901	-1217.194	-4.707537	2.194449	0.0111317	0.0111317	0.0111317	0.0111317	0.0111317	0.0111317	3.27589	3.27589	3.27589	3.27589	3.27589	3.27589	0.0067731	1.99323	0.0582928	17.1548	1.64351	1.64351	1.64351	1.64351	1.64351	1.64351	1.643512	2.19445	2.19445	0.00291682	0.0731817	0.0126452	0.0578783	0.0400302	0.00291682	0.114207	0.0914803	0.083546	0.000203378	0.0731817	0.114207	0.332821	0.0878177	0.072403	0.0126452	0.0914803	0.332821	0.113724	0.0285939	0.0578783	0.083546	0.0878177	0.113724	0.0972854	0.0400302	0.000203378	0.072403	0.0285939	0.0972854	4.213965
230	-1221.455	-1214.346	-7.1093	2.199867	0.00130217	0.00130217	0.00130217	0.00130217	0.00130217	0.00130217	3.28572	3.28572	3.28572	3.28572	3.28572	3.28572	0.00079231	1.99921	0.0199076	50.2321	1.64351	1.64351	1.64351	1.64351	1.64351	1.64351	1.643512	2.19987	2.19987	0.00274015	0.0681517	0.00945837	0.0443711	0.0234112	0.00274015	0.122981	0.0992328	0.10389	0.000203378	0.0681517	0.122981	0.314549	0.073887	0.0873973	0.00945837	0.0992328	0.314549	0.114777	0.0277067	0.0443711	0.10389	0.073887	0.114777	0.0775438	0.0234112	0.000203378	0.0873973	0.0277067	0.0775438	5.80684
231	-1224.478	-1216.987	-7.49106	2.270427	0.00183371	0.00183371	0.00183371	0.00183371	0.00183371	0.00183371	3.28519	3.28519	3.28519	3.28519	3.28519	3.28519	0.00111572	1.99888	0.0236257	42.3268	1.64351	1.64351	1.64351	1.64351	1.64351	1.64351	1.643512	2.27043	2.27043	0.00263943	0.0651793	0.00843842	0.0428889	0.0284658	0.00263943	0.122981	0.074674	0.10389	0.000203378	0.0651793	0.122981	0.313377	0.09716	0.0936834	0.00843842	0.074674	0.313377	0.114777	0.0265933	0.0428889	0.10389	0.09716	0.114777	0.09475	0.0284658	0.000203378	0.0936834	0.0265933	0.09475	5.552968
232	-1220.802	-1213.511	-7.290246	2.270427	0.00183371	0.00183371	0.00183371	0.00183371	0.00183371	0.00183371	3.28519	3.28519	3.28519	3.28519	3.28519	3.28519	0.00111572	1.99888	0.0236257	42.3268	1.64351	1.64351	1.64351	1.64351	1.64351	1.64351	1.643512	2.27043	2.27043	0.00293489	0.0578259	0.0101335	0.0555251	0.0204268	0.00293489	0.120263	0.099859	0.107421	0.000178198	0.0578259	0.120263	0.31022	0.09716	0.0722128	0.0101335	0.099859	0.31022	0.109402	0.0267452	0.0555251	0.107421	0.09716	0.109402	0.0771468	0.0204268	0.000178198	0.0722128	0.0267452	0.0771468	5.552968
233	-1223.057	-1215.152	-7.904388	2.188369	0.000452442	0.000452442	0.000452442	0.000452442	0.000452442	0.000452442	3.28657	3.28657	3.28657	3.28657	3.28657	3.28657	0.00027529	1.99972	0.011733	85.2296	1.64351	1.64351	1.64351	1.64351	1.64351	1.64351	1.643512	2.18837	2.18837	0.00310078	0.0663483	0.00866028	0.069037	0.0261839	0.00310078	0.108997	0.0796463	0.0927739	0.000224432	0.0663483	0.108997	0.31022	0.0932519	0.0516398	0.00866028	0.0796463	0.31022	0.0875291	0.0232526	0.069037	0.0927739	0.0932519	0.0875291	0.101835	0.0261839	0.000224432	0.0516398	0.0232526	0.101835	6.590683
234	-1223.011	-1217.45	-5.560772	2.188369	0.00396918	0.00396918	0.00396918	0.00396918	0.00396918	0.00396918	3.28306	3.28306	3.28306	3.28306	3.28306	3.28306	0.00241506	1.99758	0.0347705	28.76	1.64351	1.64351	1.64351	1.64351	1.64351	1.64351	1.643512	2.18837	2.18837	0.00416974	0.070076	0.0141482	0.0867939	0.0225939	0.00416974	0.109119	0.0796463	0.121273	0.000269627	0.070076	0.109119	0.31022	0.0907141	0.0749922	0.0141482	0.0796463	0.31022	0.0650138	0.0195064	0.0867939	0.121273	0.0907141	0.0650138	0.0969577	0.0225939	0.000269627	0.0749922	0.0195064	0.0969577	4.980039
235	-1224.137	-1218.603	-5.53322	2.047751	0.00149767	0.00149767	0.00149767	0.00149767	0.00149767	0.00149767	3.33007	3.33007	3.33007	3.33007	3.33007	3.33007	0.00089908	1.9991	0.0212071	47.154	1.66579	1.66579	1.66579	1.66579	1.66579	1.66579	1.665785	2.04775	2.04775	0.00399572	0.0602908	0.0140609	0.0904471	0.0203397	0.00399572	0.113099	0.0689351	0.138532	0.000308234	0.0602908	0.113099	0.274049	0.0907141	0.0654481	0.0140609	0.0689351	0.274049	0.0934683	0.0290512	0.0904471	0.138532	0.0907141	0.0934683	0.101188	0.0203397	0.000308234	0.0654481	0.0290512	0.101188	5.713086
236	-1225.774	-1223.084	-2.690068	1.962418	0.0124591	0.0124591	0.0124591	0.0124591	0.0124591	0.0124591	3.31911	3.31911	3.31911	3.31911	3.31911	3.31911	0.00747941	1.99252	0.0612678	16.3218	1.66579	1.66579	1.66579	1.66579	1.66579	1.66579	1.665785	1.96242	1.96242	0.00422134	0.0579091	0.0113486	0.108303	0.0228783	0.00422134	0.127403	0.0759822	0.130971	0.000299932	0.0579091	0.127403	0.284905	0.0907141	0.0874883	0.0113486	0.0759822	0.284905	0.119337	0.022819	0.108303	0.130971	0.0907141	0.119337	0.0850505	0.0228783	0.000299932	0.0874883	0.022819	0.0850505	4.140168
237	-1224.176	-1215.991	-8.185074	2.332374	0.00233951	0.00233951	0.00233951	0.00233951	0.00233951	0.00233951	3.38036	3.38036	3.38036	3.38036	3.38036	3.38036	0.00138322	1.99862	0.0263076	38.0118	1.69135	1.69135	1.69135	1.69135	1.69135	1.69135	1.691349	2.33237	2.33237	0.00436518	0.0568814	0.0105345	0.0987722	0.0240682	0.00436518	0.111033	0.0724804	0.124262	0.000188967	0.0568814	0.111033	0.320521	0.0719514	0.0811626	0.0105345	0.0724804	0.320521	0.124582	0.0244899	0.0987722	0.124262	0.0719514	0.124582	0.106099	0.0240682	0.000188967	0.0811626	0.0244899	0.106099	5.393555
