Iteration	Posterior	Likelihood	Prior	h	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	lambda[8]	lambda[9]	lambda[10]	lambda[11]	lambda[12]	lambda_hid[1]	lambda_hid[2]	lambda_hid_unorm[1]	lambda_hid_unorm[2]	lambda_obs[1]	lambda_obs[2]	lambda_obs[3]	lambda_obs[4]	lambda_obs[5]	lambda_obs[6]	lambda_obscomm	q_hid[1]	q_hid[2]	q_obs[1]	q_obs[2]	q_obs[3]	q_obs[4]	q_obs[5]	q_obs[6]	q_obs[7]	q_obs[8]	q_obs[9]	q_obs[10]	q_obs[11]	q_obs[12]	q_obs[13]	q_obs[14]	q_obs[15]	q_obs[16]	q_obs[17]	q_obs[18]	q_obs[19]	q_obs[20]	q_obs[21]	q_obs[22]	q_obs[23]	q_obs[24]	q_obs[25]	q_obs[26]	q_obs[27]	q_obs[28]	q_obs[29]	q_obs[30]	sig0
78	-1223.749	-1218.357	-5.392097	2.215985	0.0052258	0.0052258	0.0052258	0.0052258	0.0052258	0.0052258	3.4193	3.4193	3.4193	3.4193	3.4193	3.4193	0.00305198	1.99695	0.0390938	25.5795	1.71226	1.71226	1.71226	1.71226	1.71226	1.71226	1.712264	2.21599	2.21599	0.00665847	0.0775161	0.0145207	0.0119239	0.0387639	0.00665847	0.148982	0.0858528	0.0973961	0.00891675	0.0775161	0.148982	0.310056	0.0590608	0.0649581	0.0145207	0.0858528	0.310056	0.139639	0.0154784	0.0119239	0.0973961	0.0590608	0.139639	0.0675541	0.0387639	0.00891675	0.0649581	0.0154784	0.0675541	4.806289
79	-1221.11	-1215.909	-5.200244	2.215985	0.0052258	0.0052258	0.0052258	0.0052258	0.0052258	0.0052258	3.4193	3.4193	3.4193	3.4193	3.4193	3.4193	0.00305198	1.99695	0.0390938	25.5795	1.71226	1.71226	1.71226	1.71226	1.71226	1.71226	1.712264	2.21599	2.21599	0.0087236	0.0604367	0.010154	0.0177388	0.0442685	0.0087236	0.146125	0.10599	0.0986496	0.0116411	0.0604367	0.146125	0.312101	0.0590608	0.0728859	0.010154	0.10599	0.312101	0.0970568	0.0205624	0.0177388	0.0986496	0.0590608	0.0970568	0.0606295	0.0442685	0.0116411	0.0728859	0.0205624	0.0606295	4.806289
80	-1219.689	-1216.492	-3.196341	2.048354	0.0052258	0.0052258	0.0052258	0.0052258	0.0052258	0.0052258	3.4193	3.4193	3.4193	3.4193	3.4193	3.4193	0.00305198	1.99695	0.0390938	25.5795	1.71226	1.71226	1.71226	1.71226	1.71226	1.71226	1.712264	2.04835	2.04835	0.0114347	0.0612523	0.00769879	0.0213731	0.0350831	0.0114347	0.103683	0.10599	0.0937376	0.0121296	0.0612523	0.103683	0.284028	0.0739604	0.0563595	0.00769879	0.10599	0.284028	0.112855	0.0164452	0.0213731	0.0937376	0.0739604	0.112855	0.0756268	0.0350831	0.0121296	0.0563595	0.0164452	0.0756268	4.806289
81	-1222.708	-1214.852	-7.855685	2.388662	0.0022784	0.0022784	0.0022784	0.0022784	0.0022784	0.0022784	3.40989	3.40989	3.40989	3.40989	3.40989	3.40989	0.00133546	1.99866	0.0258491	38.6861	1.70608	1.70608	1.70608	1.70608	1.70608	1.70608	1.706084	2.38866	2.38866	0.00927019	0.0552927	0.00601852	0.0259357	0.0555582	0.00927019	0.129731	0.10599	0.090243	0.0128089	0.0552927	0.129731	0.284028	0.0887196	0.0516345	0.00601852	0.10599	0.284028	0.127491	0.0151199	0.0259357	0.090243	0.0887196	0.127491	0.0749167	0.0555582	0.0128089	0.0516345	0.0151199	0.0749167	5.419624
82	-1222.234	-1216.1	-6.134015	2.20666	0.0022784	0.0022784	0.0022784	0.0022784	0.0022784	0.0022784	3.40989	3.40989	3.40989	3.40989	3.40989	3.40989	0.00133546	1.99866	0.0258491	38.6861	1.70608	1.70608	1.70608	1.70608	1.70608	1.70608	1.706084	2.20666	2.20666	0.00799547	0.0503717	0.00486258	0.0237454	0.0615188	0.00799547	0.116013	0.0902581	0.128648	0.0166472	0.0503717	0.116013	0.284028	0.095911	0.0516345	0.00486258	0.0902581	0.284028	0.107019	0.01578	0.0237454	0.128648	0.095911	0.107019	0.0695964	0.0615188	0.0166472	0.0516345	0.01578	0.0695964	5.419624
83	-1218.966	-1213.033	-5.93247	2.20666	0.0022784	0.0022784	0.0022784	0.0022784	0.0022784	0.0022784	3.40989	3.40989	3.40989	3.40989	3.40989	3.40989	0.00133546	1.99866	0.0258491	38.6861	1.70608	1.70608	1.70608	1.70608	1.70608	1.70608	1.706084	2.20666	2.20666	0.00978801	0.0503717	0.00649276	0.0284258	0.0607586	0.00978801	0.109183	0.0958734	0.100844	0.0163761	0.0503717	0.109183	0.278425	0.0794811	0.0709347	0.00649276	0.0958734	0.278425	0.112234	0.0174324	0.0284258	0.100844	0.0794811	0.112234	0.0650809	0.0607586	0.0163761	0.0709347	0.0174324	0.0650809	5.419624
84	-1220.713	-1217.233	-3.480289	2.20666	0.0272357	0.0272357	0.0272357	0.0272357	0.0272357	0.0272357	3.38493	3.38493	3.38493	3.38493	3.38493	3.38493	0.0159639	1.98404	0.0897004	11.1482	1.70608	1.70608	1.70608	1.70608	1.70608	1.70608	1.706084	2.20666	2.20666	0.0092668	0.0668362	0.0127154	0.0349019	0.054456	0.0092668	0.134231	0.0974366	0.100844	0.0175561	0.0668362	0.134231	0.325718	0.0794811	0.0709347	0.0127154	0.0974366	0.325718	0.0973284	0.0168461	0.0349019	0.100844	0.0794811	0.0973284	0.0578551	0.054456	0.0175561	0.0709347	0.0168461	0.0578551	3.574969
85	-1224.233	-1222.389	-1.844242	2.080909	0.0272357	0.0272357	0.0272357	0.0272357	0.0272357	0.0272357	3.38493	3.38493	3.38493	3.38493	3.38493	3.38493	0.0159639	1.98404	0.0897004	11.1482	1.70608	1.70608	1.70608	1.70608	1.70608	1.70608	1.706084	2.08091	2.08091	0.0114436	0.0711136	0.014017	0.0288259	0.0495206	0.0114436	0.134231	0.109622	0.0865309	0.0258684	0.0711136	0.134231	0.275691	0.0981807	0.0709347	0.014017	0.109622	0.275691	0.0925473	0.0168461	0.0288259	0.0865309	0.0981807	0.0925473	0.0355417	0.0495206	0.0258684	0.0709347	0.0168461	0.0355417	3.574969
86	-1226.642	-1224.353	-2.289239	2.080909	0.0334158	0.0334158	0.0334158	0.0334158	0.0334158	0.0334158	3.37875	3.37875	3.37875	3.37875	3.37875	3.37875	0.0195863	1.98041	0.0994484	10.0555	1.70608	1.70608	1.70608	1.70608	1.70608	1.70608	1.706084	2.08091	2.08091	0.0082138	0.0726936	0.0123347	0.0288259	0.0605139	0.0082138	0.149113	0.125403	0.0865309	0.0181248	0.0726936	0.149113	0.310657	0.0814859	0.0709347	0.0123347	0.125403	0.310657	0.0954422	0.0249678	0.0288259	0.0865309	0.0814859	0.0954422	0.0536911	0.0605139	0.0181248	0.0709347	0.0249678	0.0536911	3.422018
87	-1219.604	-1216.83	-2.773579	2.110339	0.016227	0.016227	0.016227	0.016227	0.016227	0.016227	3.39594	3.39594	3.39594	3.39594	3.39594	3.39594	0.00951123	1.99049	0.0691255	14.4664	1.70608	1.70608	1.70608	1.70608	1.70608	1.70608	1.706084	2.11034	2.11034	0.00782615	0.0766974	0.00995536	0.0255855	0.0462908	0.00782615	0.131079	0.100726	0.0906373	0.0150278	0.0766974	0.131079	0.289114	0.0814859	0.084783	0.00995536	0.100726	0.289114	0.0954422	0.0322297	0.0255855	0.0906373	0.0814859	0.0954422	0.0350243	0.0462908	0.0150278	0.084783	0.0322297	0.0350243	3.961263
88	-1219.667	-1214.366	-5.301245	2.265717	0.00653765	0.00653765	0.00653765	0.00653765	0.00653765	0.00653765	3.40563	3.40563	3.40563	3.40563	3.40563	3.40563	0.00383196	1.99617	0.0438139	22.8238	1.70608	1.70608	1.70608	1.70608	1.70608	1.70608	1.706084	2.26572	2.26572	0.00696096	0.0787272	0.0084477	0.0352273	0.0466658	0.00696096	0.104827	0.103029	0.11083	0.0170898	0.0787272	0.104827	0.289114	0.0654363	0.084783	0.0084477	0.103029	0.289114	0.112372	0.0293277	0.0352273	0.11083	0.0654363	0.112372	0.0267742	0.0466658	0.0170898	0.084783	0.0293277	0.0267742	4.637289
89	-1219.911	-1213.742	-6.168903	2.210957	0.00222147	0.00222147	0.00222147	0.00222147	0.00222147	0.00222147	3.30842	3.30842	3.30842	3.30842	3.30842	3.30842	0.00134202	1.99866	0.0259125	38.5914	1.65532	1.65532	1.65532	1.65532	1.65532	1.65532	1.655323	2.21096	2.21096	0.00932927	0.0787272	0.00576388	0.0411278	0.0460683	0.00932927	0.127439	0.0923244	0.12092	0.0156722	0.0787272	0.127439	0.294288	0.0654363	0.0753274	0.00576388	0.0923244	0.294288	0.0975284	0.029394	0.0411278	0.12092	0.0654363	0.0975284	0.0282794	0.0460683	0.0156722	0.0753274	0.029394	0.0282794	5.415989
90	-1220.374	-1218.181	-2.193011	2.151815	0.0198092	0.0198092	0.0198092	0.0198092	0.0198092	0.0198092	3.29084	3.29084	3.29084	3.29084	3.29084	3.29084	0.011967	1.98803	0.0775855	12.889	1.65532	1.65532	1.65532	1.65532	1.65532	1.65532	1.655323	2.15182	2.15182	0.0150726	0.0690681	0.00689244	0.0457428	0.0341611	0.0150726	0.101511	0.0816397	0.0839601	0.014346	0.0690681	0.101511	0.294288	0.075452	0.0542801	0.00689244	0.0816397	0.294288	0.122584	0.0277353	0.0457428	0.0839601	0.075452	0.122584	0.0248655	0.0341611	0.014346	0.0542801	0.0277353	0.0248655	3.790088
91	-1219.205	-1216.975	-2.229795	2.151815	0.019901	0.019901	0.019901	0.019901	0.019901	0.019901	3.30609	3.30609	3.30609	3.30609	3.30609	3.30609	0.011967	1.98803	0.0775855	12.889	1.663	1.663	1.663	1.663	1.663	1.663	1.662996	2.15182	2.15182	0.0109759	0.0660253	0.00824737	0.0574741	0.0266628	0.0109759	0.111196	0.0834008	0.0750394	0.0150004	0.0660253	0.111196	0.316161	0.0905643	0.0542801	0.00824737	0.0834008	0.316161	0.0956195	0.0252988	0.0574741	0.0750394	0.0905643	0.0956195	0.019217	0.0266628	0.0150004	0.0542801	0.0252988	0.019217	3.790088
92	-1221.854	-1220.6	-1.253651	1.969908	0.0205093	0.0205093	0.0205093	0.0205093	0.0205093	0.0205093	3.40715	3.40715	3.40715	3.40715	3.40715	3.40715	0.011967	1.98803	0.0775855	12.889	1.71383	1.71383	1.71383	1.71383	1.71383	1.71383	1.713829	1.96991	1.96991	0.00725398	0.0588594	0.00932626	0.103038	0.0304617	0.00725398	0.1114	0.095075	0.0711493	0.0137596	0.0588594	0.1114	0.313991	0.0921962	0.0692509	0.00932626	0.095075	0.313991	0.0956195	0.0252988	0.103038	0.0711493	0.0921962	0.0956195	0.0289152	0.0304617	0.0137596	0.0692509	0.0252988	0.0289152	3.790088
93	-1221.377	-1216.841	-4.535651	2.381445	0.0208747	0.0208747	0.0208747	0.0208747	0.0208747	0.0208747	3.46785	3.46785	3.46785	3.46785	3.46785	3.46785	0.011967	1.98803	0.0775855	12.889	1.74436	1.74436	1.74436	1.74436	1.74436	1.74436	1.744361	2.38145	2.38145	0.00597539	0.0588594	0.00709049	0.103038	0.0299851	0.00597539	0.1114	0.0716759	0.0761607	0.0184019	0.0588594	0.1114	0.291919	0.0950695	0.0693299	0.00709049	0.0716759	0.291919	0.0830959	0.0218773	0.103038	0.0761607	0.0950695	0.0830959	0.0318091	0.0299851	0.0184019	0.0693299	0.0218773	0.0318091	3.790088
94	-1224.211	-1217.916	-6.29463	2.381445	0.00452231	0.00452231	0.00452231	0.00452231	0.00452231	0.00452231	3.4842	3.4842	3.4842	3.4842	3.4842	3.4842	0.00259253	1.99741	0.036027	27.7569	1.74436	1.74436	1.74436	1.74436	1.74436	1.74436	1.744361	2.38145	2.38145	0.0110257	0.0642735	0.0111671	0.089408	0.0322686	0.0110257	0.118889	0.0629674	0.0761607	0.0180056	0.0642735	0.118889	0.268296	0.0847245	0.0844475	0.0111671	0.0629674	0.268296	0.0832369	0.0219911	0.089408	0.0761607	0.0847245	0.0832369	0.0301392	0.0322686	0.0180056	0.0844475	0.0219911	0.0301392	4.927407
95	-1223.926	-1219.324	-4.601617	2.146235	0.00452231	0.00452231	0.00452231	0.00452231	0.00452231	0.00452231	3.4842	3.4842	3.4842	3.4842	3.4842	3.4842	0.00259253	1.99741	0.036027	27.7569	1.74436	1.74436	1.74436	1.74436	1.74436	1.74436	1.744361	2.14624	2.14624	0.00854207	0.0642735	0.0092495	0.058392	0.0360696	0.00854207	0.118889	0.0629674	0.0761607	0.0256344	0.0642735	0.118889	0.326223	0.0913286	0.0641185	0.0092495	0.0629674	0.326223	0.102736	0.0201379	0.058392	0.0761607	0.0913286	0.102736	0.0399335	0.0360696	0.0256344	0.0641185	0.0201379	0.0399335	4.927407
96	-1227.545	-1220.787	-6.758157	2.274528	0.00452231	0.00452231	0.00452231	0.00452231	0.00452231	0.00452231	3.4842	3.4842	3.4842	3.4842	3.4842	3.4842	0.00259253	1.99741	0.036027	27.7569	1.74436	1.74436	1.74436	1.74436	1.74436	1.74436	1.744361	2.27453	2.27453	0.0105975	0.0642735	0.00743672	0.0631349	0.0331621	0.0105975	0.126743	0.075697	0.0942707	0.0256344	0.0642735	0.126743	0.355061	0.0906249	0.0907274	0.00743672	0.075697	0.355061	0.103992	0.0156386	0.0631349	0.0942707	0.0906249	0.103992	0.0582751	0.0331621	0.0256344	0.0907274	0.0156386	0.0582751	4.927407
97	-1226.046	-1220.296	-5.749962	2.323816	0.0112011	0.0112011	0.0112011	0.0112011	0.0112011	0.0112011	3.47752	3.47752	3.47752	3.47752	3.47752	3.47752	0.00642132	1.99358	0.0567539	17.6199	1.74436	1.74436	1.74436	1.74436	1.74436	1.74436	1.744361	2.32382	2.32382	0.0085358	0.0520971	0.00883992	0.0540412	0.0374423	0.0085358	0.0942305	0.0954242	0.0835286	0.0220571	0.0520971	0.0942305	0.335407	0.0906249	0.0844965	0.00883992	0.0954242	0.335407	0.121068	0.0132829	0.0540412	0.0835286	0.0906249	0.121068	0.0797269	0.0374423	0.0220571	0.0844965	0.0132829	0.0797269	4.253633
98	-1222.116	-1217.216	-4.899795	2.268395	0.0111166	0.0111166	0.0111166	0.0111166	0.0111166	0.0111166	3.45128	3.45128	3.45128	3.45128	3.45128	3.45128	0.00642132	1.99358	0.0567539	17.6199	1.7312	1.7312	1.7312	1.7312	1.7312	1.7312	1.731197	2.26839	2.26839	0.00641221	0.0520971	0.0108103	0.040207	0.0322221	0.00641221	0.136499	0.0954242	0.102393	0.0275056	0.0520971	0.136499	0.286441	0.0960406	0.0687109	0.0108103	0.0954242	0.286441	0.100313	0.0161204	0.040207	0.102393	0.0960406	0.100313	0.0716843	0.0322221	0.0275056	0.0687109	0.0161204	0.0716843	4.253633
99	-1223.607	-1220.191	-3.415853	2.196553	0.0169392	0.0169392	0.0169392	0.0169392	0.0169392	0.0169392	3.44545	3.44545	3.44545	3.44545	3.44545	3.44545	0.00978466	1.99022	0.0701169	14.2619	1.7312	1.7312	1.7312	1.7312	1.7312	1.7312	1.731197	2.19655	2.19655	0.00656328	0.0489865	0.0136396	0.0454685	0.0370737	0.00656328	0.115431	0.0968107	0.107233	0.0344263	0.0489865	0.115431	0.272656	0.0833979	0.0684471	0.0136396	0.0968107	0.272656	0.0945351	0.0128364	0.0454685	0.107233	0.0833979	0.0945351	0.0716843	0.0370737	0.0344263	0.0684471	0.0128364	0.0716843	3.940151
100	-1225.934	-1222.354	-3.580072	2.203776	0.0176433	0.0176433	0.0176433	0.0176433	0.0176433	0.0176433	3.46648	3.46648	3.46648	3.46648	3.46648	3.46648	0.0101278	1.98987	0.0713421	14.017	1.74206	1.74206	1.74206	1.74206	1.74206	1.74206	1.742061	2.20378	2.20378	0.00890769	0.0476064	0.0107287	0.0488455	0.0359281	0.00890769	0.122878	0.090536	0.0873154	0.0264253	0.0476064	0.122878	0.272656	0.10747	0.058885	0.0107287	0.090536	0.272656	0.0995183	0.0128364	0.0488455	0.0873154	0.10747	0.0995183	0.0937523	0.0359281	0.0264253	0.058885	0.0128364	0.0937523	3.914468
101	-1226.876	-1218.148	-8.728714	2.45233	0.00328038	0.00328038	0.00328038	0.00328038	0.00328038	0.00328038	3.48084	3.48084	3.48084	3.48084	3.48084	3.48084	0.00188305	1.99812	0.0306987	32.5747	1.74206	1.74206	1.74206	1.74206	1.74206	1.74206	1.742061	2.45233	2.45233	0.00727266	0.0694349	0.0105939	0.0559576	0.0302313	0.00727266	0.0977278	0.11324	0.115593	0.0248013	0.0694349	0.0977278	0.296236	0.10747	0.0692182	0.0105939	0.11324	0.296236	0.121012	0.013061	0.0559576	0.115593	0.10747	0.121012	0.0795118	0.0302313	0.0248013	0.0692182	0.013061	0.0795118	5.164696
102	-1224.345	-1217.829	-6.51569	2.26771	0.00325603	0.00325603	0.00325603	0.00325603	0.00325603	0.00325603	3.455	3.455	3.455	3.455	3.455	3.455	0.00188305	1.99812	0.0306987	32.5747	1.72913	1.72913	1.72913	1.72913	1.72913	1.72913	1.72913	2.26771	2.26771	0.00727266	0.0708674	0.0102569	0.0563159	0.0279292	0.00727266	0.131872	0.11324	0.122824	0.0228684	0.0708674	0.131872	0.261522	0.0766676	0.0640802	0.0102569	0.11324	0.261522	0.119155	0.0121017	0.0563159	0.122824	0.0766676	0.119155	0.0546698	0.0279292	0.0228684	0.0640802	0.0121017	0.0546698	5.164696
103	-1222.999	-1215.172	-7.826297	2.384034	0.00325603	0.00325603	0.00325603	0.00325603	0.00325603	0.00325603	3.455	3.455	3.455	3.455	3.455	3.455	0.00188305	1.99812	0.0306987	32.5747	1.72913	1.72913	1.72913	1.72913	1.72913	1.72913	1.72913	2.38403	2.38403	0.0109096	0.0733975	0.00940124	0.076392	0.0331793	0.0109096	0.103335	0.11385	0.105914	0.0228684	0.0733975	0.103335	0.323454	0.0827494	0.0684109	0.00940124	0.11385	0.323454	0.10472	0.0121017	0.076392	0.105914	0.0827494	0.10472	0.0398277	0.0331793	0.0228684	0.0684109	0.0121017	0.0398277	5.164696
104	-1221.712	-1214.293	-7.419009	2.285445	0.0026275	0.0026275	0.0026275	0.0026275	0.0026275	0.0026275	3.45563	3.45563	3.45563	3.45563	3.45563	3.45563	0.00151955	1.99848	0.0275745	36.2654	1.72913	1.72913	1.72913	1.72913	1.72913	1.72913	1.72913	2.28545	2.28545	0.00983609	0.0732555	0.00805171	0.0712269	0.0286421	0.00983609	0.106018	0.111174	0.149542	0.0151288	0.0732555	0.106018	0.301614	0.0823801	0.071224	0.00805171	0.111174	0.301614	0.10472	0.0215319	0.0712269	0.149542	0.0823801	0.10472	0.0497543	0.0286421	0.0151288	0.071224	0.0215319	0.0497543	5.323824
105	-1221.398	-1213.123	-8.274271	2.375897	0.0026275	0.0026275	0.0026275	0.0026275	0.0026275	0.0026275	3.45563	3.45563	3.45563	3.45563	3.45563	3.45563	0.00151955	1.99848	0.0275745	36.2654	1.72913	1.72913	1.72913	1.72913	1.72913	1.72913	1.72913	2.3759	2.3759	0.0107868	0.0639215	0.00859105	0.0905469	0.0348302	0.0107868	0.103464	0.100876	0.106249	0.0125771	0.0639215	0.103464	0.314723	0.0819896	0.0807883	0.00859105	0.100876	0.314723	0.0948709	0.0337959	0.0905469	0.106249	0.0819896	0.0948709	0.0703856	0.0348302	0.0125771	0.0807883	0.0337959	0.0703856	5.323824
106	-1226.829	-1220.701	-6.127142	2.147212	0.00251233	0.00251233	0.00251233	0.00251233	0.00251233	0.00251233	3.30418	3.30418	3.30418	3.30418	3.30418	3.30418	0.00151955	1.99848	0.0275745	36.2654	1.65334	1.65334	1.65334	1.65334	1.65334	1.65334	1.653344	2.14721	2.14721	0.01311	0.0871241	0.00610561	0.101256	0.0433321	0.01311	0.0958835	0.0993208	0.125704	0.0146041	0.0871241	0.0958835	0.285794	0.0624299	0.0807883	0.00610561	0.0993208	0.285794	0.0985099	0.0339956	0.101256	0.125704	0.0624299	0.0985099	0.0562236	0.0433321	0.0146041	0.0807883	0.0339956	0.0562236	5.323824
107	-1226.71	-1217.724	-8.985809	2.309119	0.00101768	0.00101768	0.00101768	0.00101768	0.00101768	0.00101768	3.30567	3.30567	3.30567	3.30567	3.30567	3.30567	0.000615531	1.99938	0.0175459	56.9932	1.65334	1.65334	1.65334	1.65334	1.65334	1.65334	1.653344	2.30912	2.30912	0.0120143	0.0871241	0.00437159	0.069763	0.084107	0.0120143	0.107652	0.122762	0.101206	0.0170766	0.0871241	0.107652	0.291937	0.0701631	0.070393	0.00437159	0.122762	0.291937	0.115484	0.0361918	0.069763	0.101206	0.0701631	0.115484	0.0428725	0.084107	0.0170766	0.070393	0.0361918	0.0428725	5.994061
108	-1224.197	-1217.961	-6.236709	2.309119	0.00912814	0.00912814	0.00912814	0.00912814	0.00912814	0.00912814	3.29756	3.29756	3.29756	3.29756	3.29756	3.29756	0.00552102	1.99448	0.0526132	19.0066	1.65334	1.65334	1.65334	1.65334	1.65334	1.65334	1.653344	2.30912	2.30912	0.0106297	0.0819286	0.005117	0.0762576	0.0831373	0.0106297	0.109216	0.116177	0.0921694	0.0158005	0.0819286	0.109216	0.291937	0.0743348	0.0668087	0.005117	0.116177	0.291937	0.12529	0.0395207	0.0762576	0.0921694	0.0743348	0.12529	0.0459469	0.0831373	0.0158005	0.0668087	0.0395207	0.0459469	4.365949
109	-1223.219	-1214.948	-8.270993	2.309119	0.0013519	0.0013519	0.0013519	0.0013519	0.0013519	0.0013519	3.30534	3.30534	3.30534	3.30534	3.30534	3.30534	0.000817677	1.99918	0.0202239	49.4465	1.65334	1.65334	1.65334	1.65334	1.65334	1.65334	1.653344	2.30912	2.30912	0.0100681	0.0841249	0.00600818	0.0579969	0.0707908	0.0100681	0.102328	0.116177	0.11935	0.0179753	0.0841249	0.102328	0.295777	0.0838155	0.0668087	0.00600818	0.116177	0.295777	0.0883409	0.0279625	0.0579969	0.11935	0.0838155	0.0883409	0.0459469	0.0707908	0.0179753	0.0668087	0.0279625	0.0459469	5.78347
110	-1219.945	-1216.625	-3.32081	2.152343	0.0183398	0.0183398	0.0183398	0.0183398	0.0183398	0.0183398	3.35116	3.35116	3.35116	3.35116	3.35116	3.35116	0.0108857	1.98911	0.0739774	13.5176	1.68475	1.68475	1.68475	1.68475	1.68475	1.68475	1.684752	2.15234	2.15234	0.00928127	0.0864313	0.00613666	0.0554453	0.0603995	0.00928127	0.118908	0.0988589	0.116801	0.0179753	0.0864313	0.118908	0.28341	0.0834018	0.0720554	0.00613666	0.0988589	0.28341	0.0883409	0.0263436	0.0554453	0.116801	0.0834018	0.0883409	0.0370137	0.0603995	0.0179753	0.0720554	0.0263436	0.0370137	3.86069
111	-1215.237	-1210.77	-4.466934	2.152343	0.0044334	0.0044334	0.0044334	0.0044334	0.0044334	0.0044334	3.36507	3.36507	3.36507	3.36507	3.36507	3.36507	0.00263148	1.99737	0.036297	27.5505	1.68475	1.68475	1.68475	1.68475	1.68475	1.68475	1.684752	2.15234	2.15234	0.00758541	0.0664903	0.00647842	0.0516096	0.0525087	0.00758541	0.105371	0.0943698	0.093881	0.0115416	0.0664903	0.105371	0.300192	0.0921171	0.0612903	0.00647842	0.0943698	0.300192	0.0883409	0.0263436	0.0516096	0.093881	0.0921171	0.0883409	0.0314398	0.0525087	0.0115416	0.0612903	0.0263436	0.0314398	4.916337
112	-1218.444	-1212.423	-6.020263	2.297982	0.0044334	0.0044334	0.0044334	0.0044334	0.0044334	0.0044334	3.36507	3.36507	3.36507	3.36507	3.36507	3.36507	0.00263148	1.99737	0.036297	27.5505	1.68475	1.68475	1.68475	1.68475	1.68475	1.68475	1.684752	2.29798	2.29798	0.00755928	0.0774632	0.0065692	0.0481453	0.059089	0.00755928	0.127055	0.092635	0.100293	0.0103015	0.0774632	0.127055	0.283191	0.0797336	0.0860214	0.0065692	0.092635	0.283191	0.0769136	0.029621	0.0481453	0.100293	0.0797336	0.0769136	0.0314093	0.059089	0.0103015	0.0860214	0.029621	0.0314093	4.916337
113	-1219.848	-1214.312	-5.535993	2.220753	0.0044334	0.0044334	0.0044334	0.0044334	0.0044334	0.0044334	3.36507	3.36507	3.36507	3.36507	3.36507	3.36507	0.00263148	1.99737	0.036297	27.5505	1.68475	1.68475	1.68475	1.68475	1.68475	1.68475	1.684752	2.22075	2.22075	0.00618317	0.0691849	0.00682861	0.0393459	0.0796846	0.00618317	0.125466	0.0925885	0.119668	0.0084271	0.0691849	0.125466	0.315022	0.0814895	0.0822107	0.00682861	0.0925885	0.315022	0.0576728	0.0305204	0.0393459	0.119668	0.0814895	0.0576728	0.0252882	0.0796846	0.0084271	0.0822107	0.0305204	0.0252882	4.916337
114	-1217.308	-1211.552	-5.756543	2.296431	0.0044334	0.0044334	0.0044334	0.0044334	0.0044334	0.0044334	3.36507	3.36507	3.36507	3.36507	3.36507	3.36507	0.00263148	1.99737	0.036297	27.5505	1.68475	1.68475	1.68475	1.68475	1.68475	1.68475	1.684752	2.29643	2.29643	0.00641288	0.0570559	0.00876421	0.0393459	0.0919134	0.00641288	0.111226	0.0926696	0.120846	0.0060553	0.0570559	0.111226	0.278571	0.0801974	0.0656196	0.00876421	0.0926696	0.278571	0.0646489	0.0304774	0.0393459	0.120846	0.0801974	0.0646489	0.0345324	0.0919134	0.0060553	0.0656196	0.0304774	0.0345324	4.916337
115	-1222.974	-1216.063	-6.910725	2.289489	0.0044334	0.0044334	0.0044334	0.0044334	0.0044334	0.0044334	3.36507	3.36507	3.36507	3.36507	3.36507	3.36507	0.00263148	1.99737	0.036297	27.5505	1.68475	1.68475	1.68475	1.68475	1.68475	1.68475	1.684752	2.28949	2.28949	0.00549678	0.0761774	0.00715053	0.0492332	0.107213	0.00549678	0.109995	0.121784	0.169798	0.0070898	0.0761774	0.109995	0.28739	0.085032	0.0681838	0.00715053	0.121784	0.28739	0.0769822	0.017081	0.0492332	0.169798	0.085032	0.0769822	0.0345324	0.107213	0.0070898	0.0681838	0.017081	0.0345324	4.916337
116	-1226.653	-1217.589	-9.064006	2.289489	0.000689913	0.000689913	0.000689913	0.000689913	0.000689913	0.000689913	3.36881	3.36881	3.36881	3.36881	3.36881	3.36881	0.000409504	1.99959	0.0143106	69.8781	1.68475	1.68475	1.68475	1.68475	1.68475	1.68475	1.684752	2.28949	2.28949	0.00517257	0.0761774	0.0049386	0.0483355	0.118547	0.00517257	0.0895026	0.118931	0.16083	0.0112259	0.0761774	0.0895026	0.277275	0.095251	0.0625717	0.0049386	0.118931	0.277275	0.0915633	0.0149815	0.0483355	0.16083	0.095251	0.0915633	0.0272817	0.118547	0.0112259	0.0625717	0.0149815	0.0272817	6.296245
117	-1228.474	-1218.89	-9.583803	2.38708	0.000721717	0.000721717	0.000721717	0.000721717	0.000721717	0.000721717	3.52411	3.52411	3.52411	3.52411	3.52411	3.52411	0.000409504	1.99959	0.0143106	69.8781	1.76242	1.76242	1.76242	1.76242	1.76242	1.76242	1.762416	2.38708	2.38708	0.00806444	0.0778137	0.00320214	0.0312042	0.091548	0.00806444	0.0940762	0.112412	0.156891	0.0136076	0.0778137	0.0940762	0.269473	0.095251	0.0625717	0.00320214	0.112412	0.269473	0.0825601	0.0127186	0.0312042	0.156891	0.095251	0.0825601	0.0461932	0.091548	0.0136076	0.0625717	0.0127186	0.0461932	6.296245
