Iteration	Posterior	Likelihood	Prior	h	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	lambda[8]	lambda[9]	lambda[10]	lambda[11]	lambda[12]	lambda_hid[1]	lambda_hid[2]	lambda_hid_unorm[1]	lambda_hid_unorm[2]	lambda_obs[1]	lambda_obs[2]	lambda_obs[3]	lambda_obs[4]	lambda_obs[5]	lambda_obs[6]	lambda_obscomm	q_hid[1]	q_hid[2]	q_obs[1]	q_obs[2]	q_obs[3]	q_obs[4]	q_obs[5]	q_obs[6]	q_obs[7]	q_obs[8]	q_obs[9]	q_obs[10]	q_obs[11]	q_obs[12]	q_obs[13]	q_obs[14]	q_obs[15]	q_obs[16]	q_obs[17]	q_obs[18]	q_obs[19]	q_obs[20]	q_obs[21]	q_obs[22]	q_obs[23]	q_obs[24]	q_obs[25]	q_obs[26]	q_obs[27]	q_obs[28]	q_obs[29]	q_obs[30]	q_obscomm	sig0
215	-1423.44	-1396.168	-27.2724	2.283345	0.00542178	0.00542178	0.00542178	0.00542178	0.00542178	0.00542178	3.37886	3.37886	3.37886	3.37886	3.37886	3.37886	0.0032041	1.9968	0.0400577	24.964	1.69214	1.69214	1.69214	1.69214	1.69214	1.69214	1.692139	2.28334	2.28334	0.099569	0.099569	0.099569	0.099569	0.099569	0.099569	0.099569	0.099569	0.099569	0.099569	0.099569	0.099569	0.099569	0.099569	0.099569	0.099569	0.099569	0.099569	0.099569	0.099569	0.099569	0.099569	0.099569	0.099569	0.099569	0.099569	0.099569	0.099569	0.099569	0.099569	0.09956896	4.770176
216	-1424.686	-1400.207	-24.47896	2.033282	0.00807972	0.00807972	0.00807972	0.00807972	0.00807972	0.00807972	3.3762	3.3762	3.3762	3.3762	3.3762	3.3762	0.00477486	1.99523	0.0489197	20.4416	1.69214	1.69214	1.69214	1.69214	1.69214	1.69214	1.692139	2.03328	2.03328	0.0958072	0.0958072	0.0958072	0.0958072	0.0958072	0.0958072	0.0958072	0.0958072	0.0958072	0.0958072	0.0958072	0.0958072	0.0958072	0.0958072	0.0958072	0.0958072	0.0958072	0.0958072	0.0958072	0.0958072	0.0958072	0.0958072	0.0958072	0.0958072	0.0958072	0.0958072	0.0958072	0.0958072	0.0958072	0.0958072	0.09580718	4.473862
217	-1426.876	-1403.465	-23.41052	1.914299	0.00788451	0.00788451	0.00788451	0.00788451	0.00788451	0.00788451	3.29463	3.29463	3.29463	3.29463	3.29463	3.29463	0.00477486	1.99523	0.0489197	20.4416	1.65126	1.65126	1.65126	1.65126	1.65126	1.65126	1.651256	1.9143	1.9143	0.0991354	0.0991354	0.0991354	0.0991354	0.0991354	0.0991354	0.0991354	0.0991354	0.0991354	0.0991354	0.0991354	0.0991354	0.0991354	0.0991354	0.0991354	0.0991354	0.0991354	0.0991354	0.0991354	0.0991354	0.0991354	0.0991354	0.0991354	0.0991354	0.0991354	0.0991354	0.0991354	0.0991354	0.0991354	0.0991354	0.09913539	4.473862
218	-1424.301	-1397.673	-26.62797	2.247255	0.00666313	0.00666313	0.00666313	0.00666313	0.00666313	0.00666313	3.29585	3.29585	3.29585	3.29585	3.29585	3.29585	0.00403519	1.99596	0.044963	22.2405	1.65126	1.65126	1.65126	1.65126	1.65126	1.65126	1.651256	2.24726	2.24726	0.0991354	0.0991354	0.0991354	0.0991354	0.0991354	0.0991354	0.0991354	0.0991354	0.0991354	0.0991354	0.0991354	0.0991354	0.0991354	0.0991354	0.0991354	0.0991354	0.0991354	0.0991354	0.0991354	0.0991354	0.0991354	0.0991354	0.0991354	0.0991354	0.0991354	0.0991354	0.0991354	0.0991354	0.0991354	0.0991354	0.09913539	4.598906
219	-1424.225	-1398.794	-25.43129	2.11436	0.00666313	0.00666313	0.00666313	0.00666313	0.00666313	0.00666313	3.29585	3.29585	3.29585	3.29585	3.29585	3.29585	0.00403519	1.99596	0.044963	22.2405	1.65126	1.65126	1.65126	1.65126	1.65126	1.65126	1.651256	2.11436	2.11436	0.0994599	0.0994599	0.0994599	0.0994599	0.0994599	0.0994599	0.0994599	0.0994599	0.0994599	0.0994599	0.0994599	0.0994599	0.0994599	0.0994599	0.0994599	0.0994599	0.0994599	0.0994599	0.0994599	0.0994599	0.0994599	0.0994599	0.0994599	0.0994599	0.0994599	0.0994599	0.0994599	0.0994599	0.0994599	0.0994599	0.09945991	4.598906
220	-1423.356	-1397.861	-25.49459	2.147532	0.00830204	0.00830204	0.00830204	0.00830204	0.00830204	0.00830204	3.36368	3.36368	3.36368	3.36368	3.36368	3.36368	0.00492413	1.99508	0.0496804	20.1287	1.68599	1.68599	1.68599	1.68599	1.68599	1.68599	1.685992	2.14753	2.14753	0.0987684	0.0987684	0.0987684	0.0987684	0.0987684	0.0987684	0.0987684	0.0987684	0.0987684	0.0987684	0.0987684	0.0987684	0.0987684	0.0987684	0.0987684	0.0987684	0.0987684	0.0987684	0.0987684	0.0987684	0.0987684	0.0987684	0.0987684	0.0987684	0.0987684	0.0987684	0.0987684	0.0987684	0.0987684	0.0987684	0.09876844	4.450987
221	-1425.654	-1401.214	-24.43972	2.193957	0.0255478	0.0255478	0.0255478	0.0255478	0.0255478	0.0255478	3.34644	3.34644	3.34644	3.34644	3.34644	3.34644	0.015153	1.98485	0.0873746	11.445	1.68599	1.68599	1.68599	1.68599	1.68599	1.68599	1.685992	2.19396	2.19396	0.0926563	0.0926563	0.0926563	0.0926563	0.0926563	0.0926563	0.0926563	0.0926563	0.0926563	0.0926563	0.0926563	0.0926563	0.0926563	0.0926563	0.0926563	0.0926563	0.0926563	0.0926563	0.0926563	0.0926563	0.0926563	0.0926563	0.0926563	0.0926563	0.0926563	0.0926563	0.0926563	0.0926563	0.0926563	0.0926563	0.09265628	3.613917
222	-1424.194	-1396.584	-27.60943	2.222728	0.00271183	0.00271183	0.00271183	0.00271183	0.00271183	0.00271183	3.36927	3.36927	3.36927	3.36927	3.36927	3.36927	0.00160845	1.99839	0.0283703	35.2482	1.68599	1.68599	1.68599	1.68599	1.68599	1.68599	1.685992	2.22273	2.22273	0.10189	0.10189	0.10189	0.10189	0.10189	0.10189	0.10189	0.10189	0.10189	0.10189	0.10189	0.10189	0.10189	0.10189	0.10189	0.10189	0.10189	0.10189	0.10189	0.10189	0.10189	0.10189	0.10189	0.10189	0.10189	0.10189	0.10189	0.10189	0.10189	0.10189	0.1018904	5.281642
223	-1424.242	-1396.131	-28.11051	2.222728	0.00174477	0.00174477	0.00174477	0.00174477	0.00174477	0.00174477	3.37024	3.37024	3.37024	3.37024	3.37024	3.37024	0.00103486	1.99897	0.022753	43.9503	1.68599	1.68599	1.68599	1.68599	1.68599	1.68599	1.685992	2.22273	2.22273	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.09597652	5.608773
224	-1424.367	-1396.24	-28.1271	2.222728	0.00177397	0.00177397	0.00177397	0.00177397	0.00177397	0.00177397	3.42665	3.42665	3.42665	3.42665	3.42665	3.42665	0.00103486	1.99897	0.022753	43.9503	1.71421	1.71421	1.71421	1.71421	1.71421	1.71421	1.71421	2.22273	2.22273	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.09597652	5.608773
225	-1424.461	-1396.023	-28.43838	2.240553	0.00157395	0.00157395	0.00157395	0.00157395	0.00157395	0.00157395	3.42685	3.42685	3.42685	3.42685	3.42685	3.42685	0.00091818	1.99908	0.0214313	46.6607	1.71421	1.71421	1.71421	1.71421	1.71421	1.71421	1.71421	2.24055	2.24055	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.0959765	0.09597652	5.697496
226	-1424.817	-1399.94	-24.87617	2.240553	0.0272514	0.0272514	0.0272514	0.0272514	0.0272514	0.0272514	3.40117	3.40117	3.40117	3.40117	3.40117	3.40117	0.0158973	1.9841	0.0895118	11.1717	1.71421	1.71421	1.71421	1.71421	1.71421	1.71421	1.71421	2.24055	2.24055	0.0992999	0.0992999	0.0992999	0.0992999	0.0992999	0.0992999	0.0992999	0.0992999	0.0992999	0.0992999	0.0992999	0.0992999	0.0992999	0.0992999	0.0992999	0.0992999	0.0992999	0.0992999	0.0992999	0.0992999	0.0992999	0.0992999	0.0992999	0.0992999	0.0992999	0.0992999	0.0992999	0.0992999	0.0992999	0.0992999	0.09929987	3.57809
227	-1423.837	-1396.418	-27.41816	2.212492	0.0029667	0.0029667	0.0029667	0.0029667	0.0029667	0.0029667	3.42545	3.42545	3.42545	3.42545	3.42545	3.42545	0.00173065	1.99827	0.0294292	33.9799	1.71421	1.71421	1.71421	1.71421	1.71421	1.71421	1.71421	2.21249	2.21249	0.0992999	0.0992999	0.0992999	0.0992999	0.0992999	0.0992999	0.0992999	0.0992999	0.0992999	0.0992999	0.0992999	0.0992999	0.0992999	0.0992999	0.0992999	0.0992999	0.0992999	0.0992999	0.0992999	0.0992999	0.0992999	0.0992999	0.0992999	0.0992999	0.0992999	0.0992999	0.0992999	0.0992999	0.0992999	0.0992999	0.09929987	5.227313
228	-1424.154	-1395.435	-28.71941	2.356898	0.0029667	0.0029667	0.0029667	0.0029667	0.0029667	0.0029667	3.42545	3.42545	3.42545	3.42545	3.42545	3.42545	0.00173065	1.99827	0.0294292	33.9799	1.71421	1.71421	1.71421	1.71421	1.71421	1.71421	1.71421	2.3569	2.3569	0.0990482	0.0990482	0.0990482	0.0990482	0.0990482	0.0990482	0.0990482	0.0990482	0.0990482	0.0990482	0.0990482	0.0990482	0.0990482	0.0990482	0.0990482	0.0990482	0.0990482	0.0990482	0.0990482	0.0990482	0.0990482	0.0990482	0.0990482	0.0990482	0.0990482	0.0990482	0.0990482	0.0990482	0.0990482	0.0990482	0.09904819	5.227313
229	-1424.861	-1397.407	-27.45408	2.356898	0.00840704	0.00840704	0.00840704	0.00840704	0.00840704	0.00840704	3.42001	3.42001	3.42001	3.42001	3.42001	3.42001	0.00490432	1.9951	0.0495801	20.1694	1.71421	1.71421	1.71421	1.71421	1.71421	1.71421	1.71421	2.3569	2.3569	0.104078	0.104078	0.104078	0.104078	0.104078	0.104078	0.104078	0.104078	0.104078	0.104078	0.104078	0.104078	0.104078	0.104078	0.104078	0.104078	0.104078	0.104078	0.104078	0.104078	0.104078	0.104078	0.104078	0.104078	0.104078	0.104078	0.104078	0.104078	0.104078	0.104078	0.1040776	4.453982
230	-1424.03	-1396.547	-27.48244	2.363069	0.00840704	0.00840704	0.00840704	0.00840704	0.00840704	0.00840704	3.42001	3.42001	3.42001	3.42001	3.42001	3.42001	0.00490432	1.9951	0.0495801	20.1694	1.71421	1.71421	1.71421	1.71421	1.71421	1.71421	1.71421	2.36307	2.36307	0.101049	0.101049	0.101049	0.101049	0.101049	0.101049	0.101049	0.101049	0.101049	0.101049	0.101049	0.101049	0.101049	0.101049	0.101049	0.101049	0.101049	0.101049	0.101049	0.101049	0.101049	0.101049	0.101049	0.101049	0.101049	0.101049	0.101049	0.101049	0.101049	0.101049	0.101049	4.453982
231	-1425.013	-1399.939	-25.07374	2.104677	0.00840704	0.00840704	0.00840704	0.00840704	0.00840704	0.00840704	3.42001	3.42001	3.42001	3.42001	3.42001	3.42001	0.00490432	1.9951	0.0495801	20.1694	1.71421	1.71421	1.71421	1.71421	1.71421	1.71421	1.71421	2.10468	2.10468	0.0926002	0.0926002	0.0926002	0.0926002	0.0926002	0.0926002	0.0926002	0.0926002	0.0926002	0.0926002	0.0926002	0.0926002	0.0926002	0.0926002	0.0926002	0.0926002	0.0926002	0.0926002	0.0926002	0.0926002	0.0926002	0.0926002	0.0926002	0.0926002	0.0926002	0.0926002	0.0926002	0.0926002	0.0926002	0.0926002	0.09260018	4.453982
232	-1426.959	-1401.221	-25.73785	2.021226	0.00272543	0.00272543	0.00272543	0.00272543	0.00272543	0.00272543	3.42569	3.42569	3.42569	3.42569	3.42569	3.42569	0.0015899	1.99841	0.0282061	35.4533	1.71421	1.71421	1.71421	1.71421	1.71421	1.71421	1.71421	2.02123	2.02123	0.0926002	0.0926002	0.0926002	0.0926002	0.0926002	0.0926002	0.0926002	0.0926002	0.0926002	0.0926002	0.0926002	0.0926002	0.0926002	0.0926002	0.0926002	0.0926002	0.0926002	0.0926002	0.0926002	0.0926002	0.0926002	0.0926002	0.0926002	0.0926002	0.0926002	0.0926002	0.0926002	0.0926002	0.0926002	0.0926002	0.09260018	5.290247
233	-1425.79	-1400.009	-25.78123	2.121273	0.00593025	0.00593025	0.00593025	0.00593025	0.00593025	0.00593025	3.42249	3.42249	3.42249	3.42249	3.42249	3.42249	0.00345946	1.99654	0.0416261	24.0234	1.71421	1.71421	1.71421	1.71421	1.71421	1.71421	1.71421	2.12127	2.12127	0.105702	0.105702	0.105702	0.105702	0.105702	0.105702	0.105702	0.105702	0.105702	0.105702	0.105702	0.105702	0.105702	0.105702	0.105702	0.105702	0.105702	0.105702	0.105702	0.105702	0.105702	0.105702	0.105702	0.105702	0.105702	0.105702	0.105702	0.105702	0.105702	0.105702	0.1057021	4.713235
234	-1425.472	-1397.714	-27.75814	2.34093	0.00589549	0.00589549	0.00589549	0.00589549	0.00589549	0.00589549	3.40243	3.40243	3.40243	3.40243	3.40243	3.40243	0.00345946	1.99654	0.0416261	24.0234	1.70416	1.70416	1.70416	1.70416	1.70416	1.70416	1.704162	2.34093	2.34093	0.105702	0.105702	0.105702	0.105702	0.105702	0.105702	0.105702	0.105702	0.105702	0.105702	0.105702	0.105702	0.105702	0.105702	0.105702	0.105702	0.105702	0.105702	0.105702	0.105702	0.105702	0.105702	0.105702	0.105702	0.105702	0.105702	0.105702	0.105702	0.105702	0.105702	0.1057021	4.713235
235	-1431.67	-1402.077	-29.59388	2.573485	0.00706262	0.00706262	0.00706262	0.00706262	0.00706262	0.00706262	3.58254	3.58254	3.58254	3.58254	3.58254	3.58254	0.00393504	1.99606	0.0444004	22.5223	1.7948	1.7948	1.7948	1.7948	1.7948	1.7948	1.794803	2.57349	2.57349	0.0887352	0.0887352	0.0887352	0.0887352	0.0887352	0.0887352	0.0887352	0.0887352	0.0887352	0.0887352	0.0887352	0.0887352	0.0887352	0.0887352	0.0887352	0.0887352	0.0887352	0.0887352	0.0887352	0.0887352	0.0887352	0.0887352	0.0887352	0.0887352	0.0887352	0.0887352	0.0887352	0.0887352	0.0887352	0.0887352	0.08873521	4.617574
236	-1430.866	-1403.969	-26.89608	2.275627	0.00706262	0.00706262	0.00706262	0.00706262	0.00706262	0.00706262	3.58254	3.58254	3.58254	3.58254	3.58254	3.58254	0.00393504	1.99606	0.0444004	22.5223	1.7948	1.7948	1.7948	1.7948	1.7948	1.7948	1.794803	2.27563	2.27563	0.0877261	0.0877261	0.0877261	0.0877261	0.0877261	0.0877261	0.0877261	0.0877261	0.0877261	0.0877261	0.0877261	0.0877261	0.0877261	0.0877261	0.0877261	0.0877261	0.0877261	0.0877261	0.0877261	0.0877261	0.0877261	0.0877261	0.0877261	0.0877261	0.0877261	0.0877261	0.0877261	0.0877261	0.0877261	0.0877261	0.08772611	4.617574
237	-1427.036	-1400.628	-26.4082	2.275627	0.0113194	0.0113194	0.0113194	0.0113194	0.0113194	0.0113194	3.57829	3.57829	3.57829	3.57829	3.57829	3.57829	0.00630679	1.99369	0.0562438	17.7797	1.7948	1.7948	1.7948	1.7948	1.7948	1.7948	1.794803	2.27563	2.27563	0.0995005	0.0995005	0.0995005	0.0995005	0.0995005	0.0995005	0.0995005	0.0995005	0.0995005	0.0995005	0.0995005	0.0995005	0.0995005	0.0995005	0.0995005	0.0995005	0.0995005	0.0995005	0.0995005	0.0995005	0.0995005	0.0995005	0.0995005	0.0995005	0.0995005	0.0995005	0.0995005	0.0995005	0.0995005	0.0995005	0.09950053	4.267017
238	-1427.13	-1401.023	-26.1077	2.283829	0.0152339	0.0152339	0.0152339	0.0152339	0.0152339	0.0152339	3.57437	3.57437	3.57437	3.57437	3.57437	3.57437	0.00848776	1.99151	0.0652837	15.3177	1.7948	1.7948	1.7948	1.7948	1.7948	1.7948	1.794803	2.28383	2.28383	0.0995005	0.0995005	0.0995005	0.0995005	0.0995005	0.0995005	0.0995005	0.0995005	0.0995005	0.0995005	0.0995005	0.0995005	0.0995005	0.0995005	0.0995005	0.0995005	0.0995005	0.0995005	0.0995005	0.0995005	0.0995005	0.0995005	0.0995005	0.0995005	0.0995005	0.0995005	0.0995005	0.0995005	0.0995005	0.0995005	0.09950053	4.04604
239	-1423.319	-1396.784	-26.53482	2.283829	0.0098335	0.0098335	0.0098335	0.0098335	0.0098335	0.0098335	3.41563	3.41563	3.41563	3.41563	3.41563	3.41563	0.00574142	1.99426	0.0536561	18.6372	1.71273	1.71273	1.71273	1.71273	1.71273	1.71273	1.71273	2.28383	2.28383	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.09739882	4.33685
240	-1423.513	-1397.39	-26.12277	2.283829	0.0136349	0.0136349	0.0136349	0.0136349	0.0136349	0.0136349	3.41183	3.41183	3.41183	3.41183	3.41183	3.41183	0.00796091	1.99204	0.0632168	15.8186	1.71273	1.71273	1.71273	1.71273	1.71273	1.71273	1.71273	2.28383	2.28383	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.09739882	4.093739
241	-1423.286	-1396.464	-26.82144	2.281488	0.00770202	0.00770202	0.00770202	0.00770202	0.00770202	0.00770202	3.41776	3.41776	3.41776	3.41776	3.41776	3.41776	0.00449692	1.9955	0.0474713	21.0653	1.71273	1.71273	1.71273	1.71273	1.71273	1.71273	1.71273	2.28149	2.28149	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.0973988	0.09739882	4.518422
242	-1423.374	-1396.532	-26.84262	2.281488	0.00770202	0.00770202	0.00770202	0.00770202	0.00770202	0.00770202	3.41776	3.41776	3.41776	3.41776	3.41776	3.41776	0.00449692	1.9955	0.0474713	21.0653	1.71273	1.71273	1.71273	1.71273	1.71273	1.71273	1.71273	2.28149	2.28149	0.0997455	0.0997455	0.0997455	0.0997455	0.0997455	0.0997455	0.0997455	0.0997455	0.0997455	0.0997455	0.0997455	0.0997455	0.0997455	0.0997455	0.0997455	0.0997455	0.0997455	0.0997455	0.0997455	0.0997455	0.0997455	0.0997455	0.0997455	0.0997455	0.0997455	0.0997455	0.0997455	0.0997455	0.0997455	0.0997455	0.09974554	4.518422
243	-1423.322	-1396.858	-26.46446	2.239595	0.00770202	0.00770202	0.00770202	0.00770202	0.00770202	0.00770202	3.41776	3.41776	3.41776	3.41776	3.41776	3.41776	0.00449692	1.9955	0.0474713	21.0653	1.71273	1.71273	1.71273	1.71273	1.71273	1.71273	1.71273	2.23959	2.23959	0.0997455	0.0997455	0.0997455	0.0997455	0.0997455	0.0997455	0.0997455	0.0997455	0.0997455	0.0997455	0.0997455	0.0997455	0.0997455	0.0997455	0.0997455	0.0997455	0.0997455	0.0997455	0.0997455	0.0997455	0.0997455	0.0997455	0.0997455	0.0997455	0.0997455	0.0997455	0.0997455	0.0997455	0.0997455	0.0997455	0.09974554	4.518422
244	-1425.887	-1401.593	-24.29399	2.003959	0.00770202	0.00770202	0.00770202	0.00770202	0.00770202	0.00770202	3.41776	3.41776	3.41776	3.41776	3.41776	3.41776	0.00449692	1.9955	0.0474713	21.0653	1.71273	1.71273	1.71273	1.71273	1.71273	1.71273	1.71273	2.00396	2.00396	0.0949323	0.0949323	0.0949323	0.0949323	0.0949323	0.0949323	0.0949323	0.0949323	0.0949323	0.0949323	0.0949323	0.0949323	0.0949323	0.0949323	0.0949323	0.0949323	0.0949323	0.0949323	0.0949323	0.0949323	0.0949323	0.0949323	0.0949323	0.0949323	0.0949323	0.0949323	0.0949323	0.0949323	0.0949323	0.0949323	0.09493229	4.518422
245	-1423.817	-1396.157	-27.65991	2.373049	0.00770202	0.00770202	0.00770202	0.00770202	0.00770202	0.00770202	3.41776	3.41776	3.41776	3.41776	3.41776	3.41776	0.00449692	1.9955	0.0474713	21.0653	1.71273	1.71273	1.71273	1.71273	1.71273	1.71273	1.71273	2.37305	2.37305	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.09872479	4.518422
246	-1425.292	-1397.43	-27.86166	2.12542	0.00110935	0.00110935	0.00110935	0.00110935	0.00110935	0.00110935	3.42435	3.42435	3.42435	3.42435	3.42435	3.42435	0.000647709	1.99935	0.0179989	55.5591	1.71273	1.71273	1.71273	1.71273	1.71273	1.71273	1.71273	2.12542	2.12542	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.09872479	5.956275
247	-1423.714	-1395.658	-28.05604	2.311708	0.00362083	0.00362083	0.00362083	0.00362083	0.00362083	0.00362083	3.42184	3.42184	3.42184	3.42184	3.42184	3.42184	0.00211407	1.99789	0.0325292	30.7416	1.71273	1.71273	1.71273	1.71273	1.71273	1.71273	1.71273	2.31171	2.31171	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.0987248	0.09872479	5.078825
248	-1426.076	-1402.296	-23.78017	2.089376	0.0227418	0.0227418	0.0227418	0.0227418	0.0227418	0.0227418	3.40272	3.40272	3.40272	3.40272	3.40272	3.40272	0.0132781	1.98672	0.0817523	12.2321	1.71273	1.71273	1.71273	1.71273	1.71273	1.71273	1.71273	2.08938	2.08938	0.103912	0.103912	0.103912	0.103912	0.103912	0.103912	0.103912	0.103912	0.103912	0.103912	0.103912	0.103912	0.103912	0.103912	0.103912	0.103912	0.103912	0.103912	0.103912	0.103912	0.103912	0.103912	0.103912	0.103912	0.103912	0.103912	0.103912	0.103912	0.103912	0.103912	0.1039117	3.712527
249	-1425.359	-1400.194	-25.16571	2.242869	0.0227418	0.0227418	0.0227418	0.0227418	0.0227418	0.0227418	3.40272	3.40272	3.40272	3.40272	3.40272	3.40272	0.0132781	1.98672	0.0817523	12.2321	1.71273	1.71273	1.71273	1.71273	1.71273	1.71273	1.71273	2.24287	2.24287	0.103912	0.103912	0.103912	0.103912	0.103912	0.103912	0.103912	0.103912	0.103912	0.103912	0.103912	0.103912	0.103912	0.103912	0.103912	0.103912	0.103912	0.103912	0.103912	0.103912	0.103912	0.103912	0.103912	0.103912	0.103912	0.103912	0.103912	0.103912	0.103912	0.103912	0.1039117	3.712527
250	-1425.267	-1400.21	-25.05688	2.055043	0.00602071	0.00602071	0.00602071	0.00602071	0.00602071	0.00602071	3.41944	3.41944	3.41944	3.41944	3.41944	3.41944	0.00351527	1.99648	0.0419611	23.8316	1.71273	1.71273	1.71273	1.71273	1.71273	1.71273	1.71273	2.05504	2.05504	0.0940138	0.0940138	0.0940138	0.0940138	0.0940138	0.0940138	0.0940138	0.0940138	0.0940138	0.0940138	0.0940138	0.0940138	0.0940138	0.0940138	0.0940138	0.0940138	0.0940138	0.0940138	0.0940138	0.0940138	0.0940138	0.0940138	0.0940138	0.0940138	0.0940138	0.0940138	0.0940138	0.0940138	0.0940138	0.0940138	0.09401378	4.701352
251	-1425.553	-1400.206	-25.34706	2.055043	0.00476279	0.00476279	0.00476279	0.00476279	0.00476279	0.00476279	3.4207	3.4207	3.4207	3.4207	3.4207	3.4207	0.00278081	1.99722	0.0373141	26.7995	1.71273	1.71273	1.71273	1.71273	1.71273	1.71273	1.71273	2.05504	2.05504	0.093487	0.093487	0.093487	0.093487	0.093487	0.093487	0.093487	0.093487	0.093487	0.093487	0.093487	0.093487	0.093487	0.093487	0.093487	0.093487	0.093487	0.093487	0.093487	0.093487	0.093487	0.093487	0.093487	0.093487	0.093487	0.093487	0.093487	0.093487	0.093487	0.093487	0.09348701	4.875365
252	-1425.352	-1396.51	-28.84214	2.441887	0.00477776	0.00477776	0.00477776	0.00477776	0.00477776	0.00477776	3.43146	3.43146	3.43146	3.43146	3.43146	3.43146	0.00278081	1.99722	0.0373141	26.7995	1.71812	1.71812	1.71812	1.71812	1.71812	1.71812	1.718116	2.44189	2.44189	0.093487	0.093487	0.093487	0.093487	0.093487	0.093487	0.093487	0.093487	0.093487	0.093487	0.093487	0.093487	0.093487	0.093487	0.093487	0.093487	0.093487	0.093487	0.093487	0.093487	0.093487	0.093487	0.093487	0.093487	0.093487	0.093487	0.093487	0.093487	0.093487	0.093487	0.09348701	4.875365
253	-1423.79	-1396.926	-26.86394	2.306369	0.00920709	0.00920709	0.00920709	0.00920709	0.00920709	0.00920709	3.42703	3.42703	3.42703	3.42703	3.42703	3.42703	0.00535883	1.99464	0.0518325	19.2929	1.71812	1.71812	1.71812	1.71812	1.71812	1.71812	1.718116	2.30637	2.30637	0.101346	0.101346	0.101346	0.101346	0.101346	0.101346	0.101346	0.101346	0.101346	0.101346	0.101346	0.101346	0.101346	0.101346	0.101346	0.101346	0.101346	0.101346	0.101346	0.101346	0.101346	0.101346	0.101346	0.101346	0.101346	0.101346	0.101346	0.101346	0.101346	0.101346	0.1013458	4.388113
