Iteration	Posterior	Likelihood	Prior	h	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	lambda[8]	lambda[9]	lambda[10]	lambda[11]	lambda[12]	lambda_hid[1]	lambda_hid[2]	lambda_hid_unorm[1]	lambda_hid_unorm[2]	lambda_obs[1]	lambda_obs[2]	lambda_obs[3]	lambda_obs[4]	lambda_obs[5]	lambda_obs[6]	lambda_obscomm	q_hid[1]	q_hid[2]	q_obs[1]	q_obs[2]	q_obs[3]	q_obs[4]	q_obs[5]	q_obs[6]	q_obs[7]	q_obs[8]	q_obs[9]	q_obs[10]	q_obs[11]	q_obs[12]	q_obs[13]	q_obs[14]	q_obs[15]	q_obs[16]	q_obs[17]	q_obs[18]	q_obs[19]	q_obs[20]	q_obs[21]	q_obs[22]	q_obs[23]	q_obs[24]	q_obs[25]	q_obs[26]	q_obs[27]	q_obs[28]	q_obs[29]	q_obs[30]	q_obscomm	sig0
175	-1425.612	-1398.453	-27.15821	2.270521	0.00494619	0.00494619	0.00494619	0.00494619	0.00494619	0.00494619	3.26379	3.26379	3.26379	3.26379	3.26379	3.26379	0.00302636	1.99697	0.0389291	25.6877	1.63437	1.63437	1.63437	1.63437	1.63437	1.63437	1.634369	2.27052	2.27052	0.0956347	0.0956347	0.0956347	0.0956347	0.0956347	0.0956347	0.0956347	0.0956347	0.0956347	0.0956347	0.0956347	0.0956347	0.0956347	0.0956347	0.0956347	0.0956347	0.0956347	0.0956347	0.0956347	0.0956347	0.0956347	0.0956347	0.0956347	0.0956347	0.0956347	0.0956347	0.0956347	0.0956347	0.0956347	0.0956347	0.09563472	4.812548
176	-1424.939	-1399.537	-25.40209	2.115314	0.00660056	0.00660056	0.00660056	0.00660056	0.00660056	0.00660056	3.26214	3.26214	3.26214	3.26214	3.26214	3.26214	0.0040386	1.99596	0.0449821	22.2311	1.63437	1.63437	1.63437	1.63437	1.63437	1.63437	1.634369	2.11531	2.11531	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.09652784	4.598278
177	-1425.09	-1398.707	-26.38244	2.148084	0.00383119	0.00383119	0.00383119	0.00383119	0.00383119	0.00383119	3.26491	3.26491	3.26491	3.26491	3.26491	3.26491	0.00234414	1.99766	0.0342556	29.1923	1.63437	1.63437	1.63437	1.63437	1.63437	1.63437	1.634369	2.14808	2.14808	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.09652784	5.00216
178	-1425.14	-1399.051	-26.08941	2.115622	0.00383119	0.00383119	0.00383119	0.00383119	0.00383119	0.00383119	3.26491	3.26491	3.26491	3.26491	3.26491	3.26491	0.00234414	1.99766	0.0342556	29.1923	1.63437	1.63437	1.63437	1.63437	1.63437	1.63437	1.634369	2.11562	2.11562	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.0965278	0.09652784	5.00216
179	-1423.746	-1396.904	-26.84116	2.196893	0.00395842	0.00395842	0.00395842	0.00395842	0.00395842	0.00395842	3.37334	3.37334	3.37334	3.37334	3.37334	3.37334	0.00234414	1.99766	0.0342556	29.1923	1.68865	1.68865	1.68865	1.68865	1.68865	1.68865	1.688647	2.19689	2.19689	0.0949175	0.0949175	0.0949175	0.0949175	0.0949175	0.0949175	0.0949175	0.0949175	0.0949175	0.0949175	0.0949175	0.0949175	0.0949175	0.0949175	0.0949175	0.0949175	0.0949175	0.0949175	0.0949175	0.0949175	0.0949175	0.0949175	0.0949175	0.0949175	0.0949175	0.0949175	0.0949175	0.0949175	0.0949175	0.0949175	0.0949175	5.00216
180	-1423.607	-1396.507	-27.10002	2.21999	0.00395842	0.00395842	0.00395842	0.00395842	0.00395842	0.00395842	3.37334	3.37334	3.37334	3.37334	3.37334	3.37334	0.00234414	1.99766	0.0342556	29.1923	1.68865	1.68865	1.68865	1.68865	1.68865	1.68865	1.688647	2.21999	2.21999	0.100499	0.100499	0.100499	0.100499	0.100499	0.100499	0.100499	0.100499	0.100499	0.100499	0.100499	0.100499	0.100499	0.100499	0.100499	0.100499	0.100499	0.100499	0.100499	0.100499	0.100499	0.100499	0.100499	0.100499	0.100499	0.100499	0.100499	0.100499	0.100499	0.100499	0.1004986	5.00216
181	-1423.626	-1397.203	-26.4231	2.146627	0.00395842	0.00395842	0.00395842	0.00395842	0.00395842	0.00395842	3.37334	3.37334	3.37334	3.37334	3.37334	3.37334	0.00234414	1.99766	0.0342556	29.1923	1.68865	1.68865	1.68865	1.68865	1.68865	1.68865	1.688647	2.14663	2.14663	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.09887026	5.00216
182	-1423.873	-1396.776	-27.09678	2.348353	0.00984721	0.00984721	0.00984721	0.00984721	0.00984721	0.00984721	3.36745	3.36745	3.36745	3.36745	3.36745	3.36745	0.00583142	1.99417	0.0540762	18.4924	1.68865	1.68865	1.68865	1.68865	1.68865	1.68865	1.688647	2.34835	2.34835	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.09887026	4.325286
183	-1425.44	-1396.245	-29.19555	2.469035	0.00441683	0.00441683	0.00441683	0.00441683	0.00441683	0.00441683	3.37288	3.37288	3.37288	3.37288	3.37288	3.37288	0.0026156	1.99738	0.0361872	27.6341	1.68865	1.68865	1.68865	1.68865	1.68865	1.68865	1.688647	2.46904	2.46904	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.0988703	0.09887026	4.92083
184	-1423.638	-1397.117	-26.52068	2.171008	0.00441683	0.00441683	0.00441683	0.00441683	0.00441683	0.00441683	3.37288	3.37288	3.37288	3.37288	3.37288	3.37288	0.0026156	1.99738	0.0361872	27.6341	1.68865	1.68865	1.68865	1.68865	1.68865	1.68865	1.688647	2.17101	2.17101	0.10057	0.10057	0.10057	0.10057	0.10057	0.10057	0.10057	0.10057	0.10057	0.10057	0.10057	0.10057	0.10057	0.10057	0.10057	0.10057	0.10057	0.10057	0.10057	0.10057	0.10057	0.10057	0.10057	0.10057	0.10057	0.10057	0.10057	0.10057	0.10057	0.10057	0.1005704	4.92083
185	-1423.486	-1396.667	-26.81913	2.208712	0.00441683	0.00441683	0.00441683	0.00441683	0.00441683	0.00441683	3.37288	3.37288	3.37288	3.37288	3.37288	3.37288	0.0026156	1.99738	0.0361872	27.6341	1.68865	1.68865	1.68865	1.68865	1.68865	1.68865	1.688647	2.20871	2.20871	0.095929	0.095929	0.095929	0.095929	0.095929	0.095929	0.095929	0.095929	0.095929	0.095929	0.095929	0.095929	0.095929	0.095929	0.095929	0.095929	0.095929	0.095929	0.095929	0.095929	0.095929	0.095929	0.095929	0.095929	0.095929	0.095929	0.095929	0.095929	0.095929	0.095929	0.09592904	4.92083
186	-1423.558	-1396.244	-27.31407	2.263542	0.00441683	0.00441683	0.00441683	0.00441683	0.00441683	0.00441683	3.37288	3.37288	3.37288	3.37288	3.37288	3.37288	0.0026156	1.99738	0.0361872	27.6341	1.68865	1.68865	1.68865	1.68865	1.68865	1.68865	1.688647	2.26354	2.26354	0.095929	0.095929	0.095929	0.095929	0.095929	0.095929	0.095929	0.095929	0.095929	0.095929	0.095929	0.095929	0.095929	0.095929	0.095929	0.095929	0.095929	0.095929	0.095929	0.095929	0.095929	0.095929	0.095929	0.095929	0.095929	0.095929	0.095929	0.095929	0.095929	0.095929	0.09592904	4.92083
187	-1423.513	-1396.164	-27.34855	2.263542	0.00441683	0.00441683	0.00441683	0.00441683	0.00441683	0.00441683	3.37288	3.37288	3.37288	3.37288	3.37288	3.37288	0.0026156	1.99738	0.0361872	27.6341	1.68865	1.68865	1.68865	1.68865	1.68865	1.68865	1.688647	2.26354	2.26354	0.0997492	0.0997492	0.0997492	0.0997492	0.0997492	0.0997492	0.0997492	0.0997492	0.0997492	0.0997492	0.0997492	0.0997492	0.0997492	0.0997492	0.0997492	0.0997492	0.0997492	0.0997492	0.0997492	0.0997492	0.0997492	0.0997492	0.0997492	0.0997492	0.0997492	0.0997492	0.0997492	0.0997492	0.0997492	0.0997492	0.09974921	4.92083
188	-1424.426	-1398.906	-25.51987	2.060957	0.00441683	0.00441683	0.00441683	0.00441683	0.00441683	0.00441683	3.37288	3.37288	3.37288	3.37288	3.37288	3.37288	0.0026156	1.99738	0.0361872	27.6341	1.68865	1.68865	1.68865	1.68865	1.68865	1.68865	1.688647	2.06096	2.06096	0.0997492	0.0997492	0.0997492	0.0997492	0.0997492	0.0997492	0.0997492	0.0997492	0.0997492	0.0997492	0.0997492	0.0997492	0.0997492	0.0997492	0.0997492	0.0997492	0.0997492	0.0997492	0.0997492	0.0997492	0.0997492	0.0997492	0.0997492	0.0997492	0.0997492	0.0997492	0.0997492	0.0997492	0.0997492	0.0997492	0.09974921	4.92083
189	-1424.141	-1396.692	-27.44937	2.342	0.00724945	0.00724945	0.00724945	0.00724945	0.00724945	0.00724945	3.37004	3.37004	3.37004	3.37004	3.37004	3.37004	0.00429305	1.99571	0.0463804	21.5608	1.68865	1.68865	1.68865	1.68865	1.68865	1.68865	1.688647	2.342	2.342	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.1015464	4.552891
190	-1425.511	-1397.469	-28.04179	2.124123	0.000947408	0.000947408	0.000947408	0.000947408	0.000947408	0.000947408	3.37635	3.37635	3.37635	3.37635	3.37635	3.37635	0.000561046	1.99944	0.0167512	59.6973	1.68865	1.68865	1.68865	1.68865	1.68865	1.68865	1.688647	2.12412	2.12412	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.1015464	6.062786
191	-1424.317	-1399.749	-24.56762	2.152571	0.0183618	0.0183618	0.0183618	0.0183618	0.0183618	0.0183618	3.35893	3.35893	3.35893	3.35893	3.35893	3.35893	0.0108737	1.98913	0.0739361	13.5252	1.68865	1.68865	1.68865	1.68865	1.68865	1.68865	1.688647	2.15257	2.15257	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.1015464	3.861517
192	-1424.739	-1400.626	-24.11362	2.121662	0.0210887	0.0210887	0.0210887	0.0210887	0.0210887	0.0210887	3.3562	3.3562	3.3562	3.3562	3.3562	3.3562	0.0124885	1.98751	0.0792684	12.6154	1.68865	1.68865	1.68865	1.68865	1.68865	1.68865	1.688647	2.12166	2.12166	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.101546	0.1015464	3.758271
193	-1423.797	-1399.064	-24.73327	2.121662	0.0123796	0.0123796	0.0123796	0.0123796	0.0123796	0.0123796	3.36491	3.36491	3.36491	3.36491	3.36491	3.36491	0.0073311	1.99267	0.0606551	16.4867	1.68865	1.68865	1.68865	1.68865	1.68865	1.68865	1.688647	2.12166	2.12166	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.09568676	4.15507
194	-1423.797	-1399.064	-24.73327	2.121662	0.0123796	0.0123796	0.0123796	0.0123796	0.0123796	0.0123796	3.36491	3.36491	3.36491	3.36491	3.36491	3.36491	0.0073311	1.99267	0.0606551	16.4867	1.68865	1.68865	1.68865	1.68865	1.68865	1.68865	1.688647	2.12166	2.12166	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.09568676	4.15507
195	-1424.879	-1401.006	-23.87218	2.121662	0.0244783	0.0244783	0.0244783	0.0244783	0.0244783	0.0244783	3.35282	3.35282	3.35282	3.35282	3.35282	3.35282	0.0144958	1.9855	0.0854449	11.7035	1.68865	1.68865	1.68865	1.68865	1.68865	1.68865	1.688647	2.12166	2.12166	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.0956868	0.09568676	3.647029
196	-1423.877	-1398.1	-25.77636	2.105606	0.00484123	0.00484123	0.00484123	0.00484123	0.00484123	0.00484123	3.37245	3.37245	3.37245	3.37245	3.37245	3.37245	0.00286693	1.99713	0.0378883	26.3934	1.68865	1.68865	1.68865	1.68865	1.68865	1.68865	1.688647	2.10561	2.10561	0.0963027	0.0963027	0.0963027	0.0963027	0.0963027	0.0963027	0.0963027	0.0963027	0.0963027	0.0963027	0.0963027	0.0963027	0.0963027	0.0963027	0.0963027	0.0963027	0.0963027	0.0963027	0.0963027	0.0963027	0.0963027	0.0963027	0.0963027	0.0963027	0.0963027	0.0963027	0.0963027	0.0963027	0.0963027	0.0963027	0.09630272	4.852725
197	-1425.062	-1401.062	-24.00044	2.00421	0.00959024	0.00959024	0.00959024	0.00959024	0.00959024	0.00959024	3.3677	3.3677	3.3677	3.3677	3.3677	3.3677	0.00567925	1.99432	0.0533639	18.7392	1.68865	1.68865	1.68865	1.68865	1.68865	1.68865	1.688647	2.00421	2.00421	0.0963027	0.0963027	0.0963027	0.0963027	0.0963027	0.0963027	0.0963027	0.0963027	0.0963027	0.0963027	0.0963027	0.0963027	0.0963027	0.0963027	0.0963027	0.0963027	0.0963027	0.0963027	0.0963027	0.0963027	0.0963027	0.0963027	0.0963027	0.0963027	0.0963027	0.0963027	0.0963027	0.0963027	0.0963027	0.0963027	0.09630272	4.344944
198	-1423.671	-1398.477	-25.19377	2.137516	0.00959024	0.00959024	0.00959024	0.00959024	0.00959024	0.00959024	3.3677	3.3677	3.3677	3.3677	3.3677	3.3677	0.00567925	1.99432	0.0533639	18.7392	1.68865	1.68865	1.68865	1.68865	1.68865	1.68865	1.688647	2.13752	2.13752	0.0951967	0.0951967	0.0951967	0.0951967	0.0951967	0.0951967	0.0951967	0.0951967	0.0951967	0.0951967	0.0951967	0.0951967	0.0951967	0.0951967	0.0951967	0.0951967	0.0951967	0.0951967	0.0951967	0.0951967	0.0951967	0.0951967	0.0951967	0.0951967	0.0951967	0.0951967	0.0951967	0.0951967	0.0951967	0.0951967	0.09519667	4.344944
199	-1424.059	-1398.578	-25.48088	2.262619	0.0189019	0.0189019	0.0189019	0.0189019	0.0189019	0.0189019	3.35839	3.35839	3.35839	3.35839	3.35839	3.35839	0.0111935	1.98881	0.0750216	13.3295	1.68865	1.68865	1.68865	1.68865	1.68865	1.68865	1.688647	2.26262	2.26262	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.09672776	3.839908
200	-1423.675	-1395.997	-27.67825	2.252412	0.00307018	0.00307018	0.00307018	0.00307018	0.00307018	0.00307018	3.37422	3.37422	3.37422	3.37422	3.37422	3.37422	0.00181813	1.99818	0.0301644	33.1516	1.68865	1.68865	1.68865	1.68865	1.68865	1.68865	1.688647	2.25241	2.25241	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.09672776	5.190726
201	-1423.684	-1395.975	-27.70888	2.255805	0.00307018	0.00307018	0.00307018	0.00307018	0.00307018	0.00307018	3.37422	3.37422	3.37422	3.37422	3.37422	3.37422	0.00181813	1.99818	0.0301644	33.1516	1.68865	1.68865	1.68865	1.68865	1.68865	1.68865	1.688647	2.2558	2.2558	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.0967278	0.09672776	5.190726
202	-1426.223	-1396.043	-30.18002	2.255805	0.000447326	0.000447326	0.000447326	0.000447326	0.000447326	0.000447326	3.37685	3.37685	3.37685	3.37685	3.37685	3.37685	0.000264902	1.99974	0.0115095	86.8848	1.68865	1.68865	1.68865	1.68865	1.68865	1.68865	1.688647	2.2558	2.2558	0.102266	0.102266	0.102266	0.102266	0.102266	0.102266	0.102266	0.102266	0.102266	0.102266	0.102266	0.102266	0.102266	0.102266	0.102266	0.102266	0.102266	0.102266	0.102266	0.102266	0.102266	0.102266	0.102266	0.102266	0.102266	0.102266	0.102266	0.102266	0.102266	0.102266	0.1022657	6.6192
203	-1423.688	-1396.052	-27.63627	2.255805	0.00334542	0.00334542	0.00334542	0.00334542	0.00334542	0.00334542	3.38093	3.38093	3.38093	3.38093	3.38093	3.38093	0.00197703	1.99802	0.0314562	31.7902	1.69214	1.69214	1.69214	1.69214	1.69214	1.69214	1.692139	2.2558	2.2558	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.1001284	5.128555
204	-1425.084	-1395.873	-29.21058	2.430209	0.00334542	0.00334542	0.00334542	0.00334542	0.00334542	0.00334542	3.38093	3.38093	3.38093	3.38093	3.38093	3.38093	0.00197703	1.99802	0.0314562	31.7902	1.69214	1.69214	1.69214	1.69214	1.69214	1.69214	1.692139	2.43021	2.43021	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.1001284	5.128555
205	-1427.336	-1396.009	-31.32752	2.513195	0.00112702	0.00112702	0.00112702	0.00112702	0.00112702	0.00112702	3.38315	3.38315	3.38315	3.38315	3.38315	3.38315	0.00066603	1.99933	0.0182517	54.7893	1.69214	1.69214	1.69214	1.69214	1.69214	1.69214	1.692139	2.5132	2.5132	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.1001284	5.93559
206	-1424.362	-1398.934	-25.42874	2.066763	0.0049825	0.0049825	0.0049825	0.0049825	0.0049825	0.0049825	3.3793	3.3793	3.3793	3.3793	3.3793	3.3793	0.0029445	1.99706	0.0383982	26.0429	1.69214	1.69214	1.69214	1.69214	1.69214	1.69214	1.692139	2.06676	2.06676	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.100128	0.1001284	4.832906
207	-1426.872	-1395.549	-31.32298	2.459388	0.000747731	0.000747731	0.000747731	0.000747731	0.000747731	0.000747731	3.38353	3.38353	3.38353	3.38353	3.38353	3.38353	0.000441885	1.99956	0.0148658	67.2686	1.69214	1.69214	1.69214	1.69214	1.69214	1.69214	1.692139	2.45939	2.45939	0.0963087	0.0963087	0.0963087	0.0963087	0.0963087	0.0963087	0.0963087	0.0963087	0.0963087	0.0963087	0.0963087	0.0963087	0.0963087	0.0963087	0.0963087	0.0963087	0.0963087	0.0963087	0.0963087	0.0963087	0.0963087	0.0963087	0.0963087	0.0963087	0.0963087	0.0963087	0.0963087	0.0963087	0.0963087	0.0963087	0.09630869	6.239819
208	-1423.818	-1395.874	-27.94405	2.325341	0.00419759	0.00419759	0.00419759	0.00419759	0.00419759	0.00419759	3.38008	3.38008	3.38008	3.38008	3.38008	3.38008	0.00248064	1.99752	0.03524	28.3768	1.69214	1.69214	1.69214	1.69214	1.69214	1.69214	1.692139	2.32534	2.32534	0.0963087	0.0963087	0.0963087	0.0963087	0.0963087	0.0963087	0.0963087	0.0963087	0.0963087	0.0963087	0.0963087	0.0963087	0.0963087	0.0963087	0.0963087	0.0963087	0.0963087	0.0963087	0.0963087	0.0963087	0.0963087	0.0963087	0.0963087	0.0963087	0.0963087	0.0963087	0.0963087	0.0963087	0.0963087	0.0963087	0.09630869	4.960153
209	-1424.296	-1396.915	-27.38077	2.338113	0.00706173	0.00706173	0.00706173	0.00706173	0.00706173	0.00706173	3.37722	3.37722	3.37722	3.37722	3.37722	3.37722	0.00417326	1.99583	0.0457274	21.8687	1.69214	1.69214	1.69214	1.69214	1.69214	1.69214	1.692139	2.33811	2.33811	0.0936578	0.0936578	0.0936578	0.0936578	0.0936578	0.0936578	0.0936578	0.0936578	0.0936578	0.0936578	0.0936578	0.0936578	0.0936578	0.0936578	0.0936578	0.0936578	0.0936578	0.0936578	0.0936578	0.0936578	0.0936578	0.0936578	0.0936578	0.0936578	0.0936578	0.0936578	0.0936578	0.0936578	0.0936578	0.0936578	0.09365779	4.573915
210	-1424.518	-1399.356	-25.16201	2.092591	0.00706173	0.00706173	0.00706173	0.00706173	0.00706173	0.00706173	3.37722	3.37722	3.37722	3.37722	3.37722	3.37722	0.00417326	1.99583	0.0457274	21.8687	1.69214	1.69214	1.69214	1.69214	1.69214	1.69214	1.692139	2.09259	2.09259	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.09338129	4.573915
211	-1424.237	-1398.788	-25.44818	2.124293	0.00706173	0.00706173	0.00706173	0.00706173	0.00706173	0.00706173	3.37722	3.37722	3.37722	3.37722	3.37722	3.37722	0.00417326	1.99583	0.0457274	21.8687	1.69214	1.69214	1.69214	1.69214	1.69214	1.69214	1.692139	2.12429	2.12429	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.09338129	4.573915
212	-1423.926	-1397.908	-26.01757	2.187372	0.00706173	0.00706173	0.00706173	0.00706173	0.00706173	0.00706173	3.37722	3.37722	3.37722	3.37722	3.37722	3.37722	0.00417326	1.99583	0.0457274	21.8687	1.69214	1.69214	1.69214	1.69214	1.69214	1.69214	1.692139	2.18737	2.18737	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.0933813	0.09338129	4.573915
213	-1427.302	-1397.951	-29.35105	2.116234	0.000298826	0.000298826	0.000298826	0.000298826	0.000298826	0.000298826	3.38398	3.38398	3.38398	3.38398	3.38398	3.38398	0.000176597	1.99982	0.00939713	106.415	1.69214	1.69214	1.69214	1.69214	1.69214	1.69214	1.692139	2.11623	2.11623	0.093326	0.093326	0.093326	0.093326	0.093326	0.093326	0.093326	0.093326	0.093326	0.093326	0.093326	0.093326	0.093326	0.093326	0.093326	0.093326	0.093326	0.093326	0.093326	0.093326	0.093326	0.093326	0.093326	0.093326	0.093326	0.093326	0.093326	0.093326	0.093326	0.093326	0.09332597	6.919825
214	-1427.888	-1399.008	-28.87938	2.063982	0.000298826	0.000298826	0.000298826	0.000298826	0.000298826	0.000298826	3.38398	3.38398	3.38398	3.38398	3.38398	3.38398	0.000176597	1.99982	0.00939713	106.415	1.69214	1.69214	1.69214	1.69214	1.69214	1.69214	1.692139	2.06398	2.06398	0.093326	0.093326	0.093326	0.093326	0.093326	0.093326	0.093326	0.093326	0.093326	0.093326	0.093326	0.093326	0.093326	0.093326	0.093326	0.093326	0.093326	0.093326	0.093326	0.093326	0.093326	0.093326	0.093326	0.093326	0.093326	0.093326	0.093326	0.093326	0.093326	0.093326	0.09332597	6.919825
