Iteration	Posterior	Likelihood	Prior	h	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	lambda[8]	lambda[9]	lambda[10]	lambda[11]	lambda[12]	lambda_hid[1]	lambda_hid[2]	lambda_hid_unorm[1]	lambda_hid_unorm[2]	lambda_obs[1]	lambda_obs[2]	lambda_obs[3]	lambda_obs[4]	lambda_obs[5]	lambda_obs[6]	lambda_obscomm	q_hid[1]	q_hid[2]	q_obs[1]	q_obs[2]	q_obs[3]	q_obs[4]	q_obs[5]	q_obs[6]	q_obs[7]	q_obs[8]	q_obs[9]	q_obs[10]	q_obs[11]	q_obs[12]	q_obs[13]	q_obs[14]	q_obs[15]	q_obs[16]	q_obs[17]	q_obs[18]	q_obs[19]	q_obs[20]	q_obs[21]	q_obs[22]	q_obs[23]	q_obs[24]	q_obs[25]	q_obs[26]	q_obs[27]	q_obs[28]	q_obs[29]	q_obs[30]	sig0
76	-1168.61	-1172.241	3.631256	2.158038	0.0152456	0.0152456	0.0152456	0.0152456	0.0152456	0.0152456	3.3782	3.3782	3.3782	3.3782	3.3782	3.3782	0.00898531	1.99101	0.0671783	14.8857	1.69672	1.69672	1.69672	1.69672	1.69672	1.69672	1.696722	2.15804	2.15804	0.0403074	0.309616	0.285931	0.0168963	0.0458301	0.000742831	0.187974	0.106975	0.132447	0.0175013	0.0810634	0.120431	0.258924	0.111394	0.0680891	0.00762235	0.0679528	0.273054	0.0745286	0.0327071	0.0364008	0.0311756	0.226598	0.223342	0.023361	0.051495	0.216886	0.428515	0.531081	0.00460328	4.003625
77	-1167.919	-1172.595	4.67549	2.319325	0.0191239	0.0191239	0.0191239	0.0191239	0.0191239	0.0191239	3.37432	3.37432	3.37432	3.37432	3.37432	3.37432	0.0112711	1.98873	0.0752827	13.2833	1.69672	1.69672	1.69672	1.69672	1.69672	1.69672	1.696722	2.31932	2.31932	0.0638445	0.268708	0.315884	0.0136374	0.0611721	0.000947255	0.187872	0.106975	0.133159	0.0158442	0.0654898	0.10501	0.270536	0.0878557	0.0643424	0.00635253	0.0426986	0.279375	0.0512077	0.0237582	0.0282223	0.0398563	0.182356	0.196083	0.0251693	0.0561977	0.245993	0.397927	0.4276	0.0041103	3.834758
78	-1169.112	-1173.185	4.073101	2.108157	0.00425633	0.00425633	0.00425633	0.00425633	0.00425633	0.00425633	3.38919	3.38919	3.38919	3.38919	3.38919	3.38919	0.00250856	1.99749	0.0354381	28.2182	1.69672	1.69672	1.69672	1.69672	1.69672	1.69672	1.696722	2.10816	2.10816	0.0690205	0.241902	0.269917	0.0152626	0.0526453	0.000911936	0.193798	0.0971641	0.10978	0.0201182	0.057002	0.107696	0.265353	0.0812816	0.0753201	0.00567706	0.0526653	0.279375	0.0515252	0.0297408	0.0302223	0.0423453	0.235587	0.287344	0.0313026	0.0644152	0.313364	0.397927	0.353135	0.00453668	4.951845
79	-1170.458	-1171.05	0.5917952	2.167275	0.00425633	0.00425633	0.00425633	0.00425633	0.00425633	0.00425633	3.38919	3.38919	3.38919	3.38919	3.38919	3.38919	0.00250856	1.99749	0.0354381	28.2182	1.69672	1.69672	1.69672	1.69672	1.69672	1.69672	1.696722	2.16727	2.16727	0.0864061	0.208734	0.329234	0.0147732	0.0432439	0.000861633	0.1552	0.113903	0.130842	0.0245292	0.059667	0.107696	0.274696	0.0776309	0.0701664	0.00640984	0.0526653	0.279375	0.0547602	0.033578	0.0256357	0.0384688	0.184241	0.284258	0.02316	0.0513562	0.291265	0.561728	0.57287	0.00552725	4.951845
80	-1169.207	-1169.448	0.240898	2.226685	0.000688884	0.000688884	0.000688884	0.000688884	0.000688884	0.000688884	3.39275	3.39275	3.39275	3.39275	3.39275	3.39275	0.000406009	1.99959	0.0142494	70.1783	1.69672	1.69672	1.69672	1.69672	1.69672	1.69672	1.696722	2.22669	2.22669	0.0828859	0.175078	0.337183	0.0335919	0.0357563	0.0005418	0.1552	0.125479	0.130842	0.0234983	0.0766165	0.0759037	0.299741	0.0792244	0.0701664	0.00636244	0.0716646	0.310273	0.0547602	0.0263754	0.0242072	0.0229978	0.186815	0.284258	0.02316	0.0616219	0.167492	0.462756	0.479274	0.00499209	6.302601
81	-1168.835	-1171.042	2.207146	2.189392	0.00236026	0.00236026	0.00236026	0.00236026	0.00236026	0.00236026	3.39108	3.39108	3.39108	3.39108	3.39108	3.39108	0.00139107	1.99861	0.0263822	37.9044	1.69672	1.69672	1.69672	1.69672	1.69672	1.69672	1.696722	2.18939	2.18939	0.0858156	0.222642	0.296583	0.0264407	0.0367496	0.000718343	0.161819	0.113582	0.108214	0.022378	0.0623761	0.0980155	0.297881	0.069453	0.0869145	0.0066678	0.0733421	0.315963	0.0786709	0.0311489	0.0286848	0.0350658	0.0912674	0.392764	0.0285137	0.105794	0.145701	0.416717	0.433381	0.00640138	5.389357
82	-1170.835	-1172.339	1.503971	2.238423	0.0123561	0.0123561	0.0123561	0.0123561	0.0123561	0.0123561	3.38109	3.38109	3.38109	3.38109	3.38109	3.38109	0.00728232	1.99272	0.0604522	16.542	1.69672	1.69672	1.69672	1.69672	1.69672	1.69672	1.696722	2.23842	2.23842	0.0827494	0.261096	0.36345	0.0164083	0.0325381	0.000684896	0.203617	0.0982765	0.110303	0.0186296	0.0623761	0.113334	0.317563	0.0783761	0.0747677	0.00839914	0.0920717	0.321556	0.0874287	0.0223007	0.0325608	0.0410876	0.0844103	0.420143	0.0197952	0.124674	0.145701	0.359494	0.536617	0.00894964	4.160037
83	-1169.627	-1171.965	2.338546	2.117691	0.0153102	0.0153102	0.0153102	0.0153102	0.0153102	0.0153102	3.37813	3.37813	3.37813	3.37813	3.37813	3.37813	0.0090234	1.99098	0.0673212	14.8542	1.69672	1.69672	1.69672	1.69672	1.69672	1.69672	1.696722	2.11769	2.11769	0.0667148	0.412908	0.347474	0.0195111	0.0289335	0.000733779	0.214562	0.125231	0.123525	0.0172157	0.0529828	0.0948814	0.246451	0.0938134	0.0821208	0.00849385	0.0883152	0.286291	0.085549	0.0214511	0.0413373	0.0433759	0.0846011	0.456755	0.0186983	0.124674	0.240431	0.248345	0.511805	0.0104114	4.000475
84	-1172.517	-1167.65	-4.866731	2.39522	0.000505995	0.000505995	0.000505995	0.000505995	0.000505995	0.000505995	3.39294	3.39294	3.39294	3.39294	3.39294	3.39294	0.000298219	1.9997	0.012212	81.887	1.69672	1.69672	1.69672	1.69672	1.69672	1.69672	1.696722	2.39522	2.39522	0.0668338	0.535135	0.36708	0.0309905	0.0146072	0.000610999	0.228869	0.11744	0.0973117	0.011954	0.0497573	0.0926625	0.246451	0.0938134	0.0746571	0.00819649	0.0822697	0.248827	0.102765	0.0163209	0.0518827	0.0467121	0.0834872	0.485433	0.0224341	0.0680269	0.192584	0.287741	0.504867	0.0133414	6.531367
85	-1171.125	-1169.422	-1.702672	2.321137	0.00897655	0.00897655	0.00897655	0.00897655	0.00897655	0.00897655	3.54155	3.54155	3.54155	3.54155	3.54155	3.54155	0.00505646	1.99494	0.0503452	19.8629	1.77526	1.77526	1.77526	1.77526	1.77526	1.77526	1.775263	2.32114	2.32114	0.0668338	0.558273	0.28716	0.0263942	0.0178452	0.000528668	0.211633	0.132999	0.0980527	0.0116873	0.0490963	0.0874692	0.244661	0.0997769	0.0724828	0.00872213	0.078269	0.228313	0.102765	0.0168771	0.0585564	0.0604452	0.105679	0.42394	0.0236141	0.0680269	0.204893	0.390419	0.600272	0.0202537	4.431279
86	-1166.097	-1168.688	2.591182	2.232316	0.00897655	0.00897655	0.00897655	0.00897655	0.00897655	0.00897655	3.54155	3.54155	3.54155	3.54155	3.54155	3.54155	0.00505646	1.99494	0.0503452	19.8629	1.77526	1.77526	1.77526	1.77526	1.77526	1.77526	1.775263	2.23232	2.23232	0.0410211	0.29236	0.191521	0.0338959	0.0197691	0.00055288	0.23801	0.111585	0.144589	0.00640789	0.0542028	0.0880017	0.29313	0.0825572	0.0789124	0.0103836	0.0776784	0.278092	0.0772675	0.0168796	0.052678	0.0606319	0.105679	0.362914	0.0236141	0.056159	0.168146	0.390578	0.600272	0.0115886	4.431279
87	-1162.665	-1165.723	3.057843	2.077928	0.00484618	0.00484618	0.00484618	0.00484618	0.00484618	0.00484618	3.31821	3.31821	3.31821	3.31821	3.31821	3.31821	0.0029167	1.99708	0.0382162	26.1669	1.66153	1.66153	1.66153	1.66153	1.66153	1.66153	1.66153	2.07793	2.07793	0.0565229	0.344087	0.198296	0.0373361	0.0144227	0.000597466	0.176392	0.122713	0.113012	0.00564016	0.0641572	0.0945356	0.250617	0.0913676	0.0810264	0.0126953	0.075243	0.298337	0.0815081	0.021167	0.0513586	0.0626167	0.0843536	0.291425	0.0236141	0.0654371	0.108869	0.433889	0.732202	0.00892809	4.839949
88	-1166.64	-1167.719	1.079286	1.944362	0.00237455	0.00237455	0.00237455	0.00237455	0.00237455	0.00237455	3.32068	3.32068	3.32068	3.32068	3.32068	3.32068	0.00142913	1.99857	0.0267409	37.3958	1.66153	1.66153	1.66153	1.66153	1.66153	1.66153	1.66153	1.94436	1.94436	0.0784571	0.386645	0.153699	0.0373361	0.00950886	0.000562201	0.204111	0.121592	0.118784	0.00370656	0.0746873	0.108733	0.245225	0.0866018	0.09676	0.0119204	0.0698448	0.296313	0.087427	0.0211783	0.0739044	0.0509592	0.105769	0.343573	0.0209013	0.0654371	0.0697604	0.53535	0.762872	0.0141025	5.369332
89	-1165.438	-1168.426	2.987746	2.030934	0.00237455	0.00237455	0.00237455	0.00237455	0.00237455	0.00237455	3.32068	3.32068	3.32068	3.32068	3.32068	3.32068	0.00142913	1.99857	0.0267409	37.3958	1.66153	1.66153	1.66153	1.66153	1.66153	1.66153	1.66153	2.03093	2.03093	0.0784571	0.426828	0.153699	0.0351915	0.0168357	0.000434026	0.175445	0.153493	0.0873804	0.00378093	0.0588081	0.0973099	0.23139	0.101939	0.0767019	0.010724	0.0558729	0.296313	0.0701017	0.0195825	0.0739044	0.061725	0.0837216	0.425478	0.0209013	0.0412733	0.0961986	0.472199	0.511409	0.0206306	5.369332
90	-1164.386	-1166.765	2.379321	2.030934	0.00333294	0.00333294	0.00333294	0.00333294	0.00333294	0.00333294	3.31973	3.31973	3.31973	3.31973	3.31973	3.31973	0.00200595	1.99799	0.0316856	31.56	1.66153	1.66153	1.66153	1.66153	1.66153	1.66153	1.66153	2.03093	2.03093	0.061943	0.52473	0.152163	0.016438	0.0128894	0.00042625	0.196555	0.153493	0.0833799	0.00282591	0.0550708	0.087929	0.282706	0.0900611	0.0977325	0.0142752	0.0664333	0.286499	0.0730063	0.0212087	0.0841572	0.0638397	0.111362	0.348093	0.0244878	0.0502986	0.0835803	0.457745	0.542975	0.0260573	5.117782
91	-1161.338	-1160.483	-0.8555047	2.305048	0.00765798	0.00765798	0.00765798	0.00765798	0.00765798	0.00765798	3.33337	3.33337	3.33337	3.33337	3.33337	3.33337	0.0045842	1.99542	0.0479309	20.8634	1.67052	1.67052	1.67052	1.67052	1.67052	1.67052	1.670515	2.30505	2.30505	0.0845761	0.627881	0.121007	0.0105251	0.0210217	0.000275798	0.197417	0.126626	0.117785	0.00504616	0.0609443	0.0820963	0.282167	0.084389	0.0772839	0.0152568	0.0664333	0.267952	0.0744167	0.021275	0.0843628	0.0723428	0.159356	0.203785	0.0239638	0.0527142	0.100608	0.581627	0.62747	0.0206276	4.504139
92	-1166.98	-1166.214	-0.766161	2.025397	0.00890222	0.00890222	0.00890222	0.00890222	0.00890222	0.00890222	3.33213	3.33213	3.33213	3.33213	3.33213	3.33213	0.00532903	1.99467	0.0516878	19.3469	1.67052	1.67052	1.67052	1.67052	1.67052	1.67052	1.670515	2.0254	2.0254	0.0826046	0.627881	0.117495	0.0116791	0.018163	0.000281295	0.165531	0.107101	0.154456	0.0045538	0.0609443	0.0803923	0.285902	0.0743411	0.075029	0.0152568	0.0714895	0.299346	0.0825231	0.0246662	0.0828088	0.117425	0.239885	0.246159	0.0239638	0.0752305	0.122823	0.581627	0.693404	0.0190312	4.392258
93	-1169.017	-1169.409	0.3923348	2.116024	0.00890222	0.00890222	0.00890222	0.00890222	0.00890222	0.00890222	3.33213	3.33213	3.33213	3.33213	3.33213	3.33213	0.00532903	1.99467	0.0516878	19.3469	1.67052	1.67052	1.67052	1.67052	1.67052	1.67052	1.670515	2.11602	2.11602	0.0552008	0.627881	0.117495	0.02312	0.0221921	0.00030332	0.165531	0.102943	0.191841	0.00377526	0.0734508	0.0803923	0.244957	0.0794784	0.0720713	0.0174083	0.0689873	0.304346	0.0856773	0.0291212	0.0719959	0.112828	0.253864	0.257873	0.0258381	0.0866215	0.114688	0.512112	0.51996	0.0210733	4.392258
94	-1167.776	-1165.733	-2.042369	2.028684	0.00239563	0.00239563	0.00239563	0.00239563	0.00239563	0.00239563	3.33863	3.33863	3.33863	3.33863	3.33863	3.33863	0.00143407	1.99857	0.0267871	37.3314	1.67052	1.67052	1.67052	1.67052	1.67052	1.67052	1.670515	2.02868	2.02868	0.0658309	0.621193	0.0932973	0.0190906	0.0254097	0.000283342	0.204468	0.104353	0.156187	0.00388584	0.0734508	0.100498	0.272343	0.106093	0.0897373	0.0165926	0.0849477	0.277889	0.0856773	0.0179614	0.0509598	0.118086	0.305289	0.235795	0.0237744	0.0582072	0.149868	0.61266	0.523018	0.0202577	5.366776
95	-1169.874	-1165.288	-4.586644	2.371028	0.00345811	0.00345811	0.00345811	0.00345811	0.00345811	0.00345811	3.40907	3.40907	3.40907	3.40907	3.40907	3.40907	0.00202672	1.99797	0.0318494	31.3977	1.70626	1.70626	1.70626	1.70626	1.70626	1.70626	1.706262	2.37103	2.37103	0.0765962	0.61845	0.104824	0.0148437	0.0301247	0.000359081	0.137888	0.131089	0.162739	0.00551475	0.0865044	0.0753203	0.301844	0.0706407	0.0955932	0.0181791	0.097176	0.277889	0.0889636	0.0120509	0.0428768	0.0861378	0.236538	0.247391	0.0195343	0.0474356	0.186339	0.676675	0.523018	0.0299294	5.110137
96	-1173.555	-1171.659	-1.89609	2.148719	0.00581141	0.00581141	0.00581141	0.00581141	0.00581141	0.00581141	3.40671	3.40671	3.40671	3.40671	3.40671	3.40671	0.00340593	1.99659	0.0413022	24.2118	1.70626	1.70626	1.70626	1.70626	1.70626	1.70626	1.706262	2.14872	2.14872	0.0841047	0.493964	0.0602606	0.0144087	0.0270294	0.000282756	0.1237	0.131089	0.162739	0.00742181	0.0778672	0.06984	0.319708	0.0668841	0.11353	0.0189794	0.0864103	0.324608	0.0889636	0.0113732	0.0332932	0.0630056	0.160342	0.295234	0.0187502	0.0756206	0.22577	0.867689	0.436535	0.0396558	4.724816
97	-1170.472	-1168.478	-1.993313	2.108809	0.00843869	0.00843869	0.00843869	0.00843869	0.00843869	0.00843869	3.40408	3.40408	3.40408	3.40408	3.40408	3.40408	0.00494572	1.99505	0.0497895	20.0846	1.70626	1.70626	1.70626	1.70626	1.70626	1.70626	1.706262	2.10881	2.10881	0.0804607	0.494302	0.0627514	0.0153757	0.0254234	0.000407179	0.163392	0.138481	0.130368	0.009578	0.0630105	0.0640173	0.270744	0.075983	0.125307	0.0148397	0.0755254	0.324608	0.100106	0.0110014	0.0313822	0.0503775	0.226047	0.197797	0.0212142	0.0785082	0.40738	0.867689	0.446466	0.029221	4.447736
98	-1174.338	-1170.34	-3.9975	2.149311	0.00610249	0.00610249	0.00610249	0.00610249	0.00610249	0.00610249	3.40642	3.40642	3.40642	3.40642	3.40642	3.40642	0.00357652	1.99642	0.0423257	23.6263	1.70626	1.70626	1.70626	1.70626	1.70626	1.70626	1.706262	2.14931	2.14931	0.116301	0.43625	0.0737741	0.016925	0.0220251	0.000462635	0.14851	0.128448	0.130368	0.00918575	0.0780327	0.0640173	0.248717	0.073979	0.097399	0.0165347	0.0912713	0.324608	0.100106	0.0110014	0.0370183	0.0675833	0.271623	0.226642	0.0190337	0.0947894	0.502251	0.891284	0.396862	0.0430763	4.688523
99	-1168.428	-1163.297	-5.130442	2.415908	0.00610249	0.00610249	0.00610249	0.00610249	0.00610249	0.00610249	3.40642	3.40642	3.40642	3.40642	3.40642	3.40642	0.00357652	1.99642	0.0423257	23.6263	1.70626	1.70626	1.70626	1.70626	1.70626	1.70626	1.706262	2.41591	2.41591	0.0857137	0.597083	0.0711156	0.0177684	0.0331887	0.000345079	0.181186	0.128448	0.130004	0.00909211	0.0677227	0.0853454	0.261897	0.0787257	0.097399	0.020787	0.0732635	0.263701	0.089937	0.0111466	0.0319657	0.0606566	0.236766	0.219331	0.0190337	0.0916538	0.501579	0.709446	0.396862	0.0258288	4.688523
100	-1178.764	-1175.839	-2.924739	2.055277	0.00610249	0.00610249	0.00610249	0.00610249	0.00610249	0.00610249	3.40642	3.40642	3.40642	3.40642	3.40642	3.40642	0.00357652	1.99642	0.0423257	23.6263	1.70626	1.70626	1.70626	1.70626	1.70626	1.70626	1.706262	2.05528	2.05528	0.100491	0.97587	0.0740042	0.0217431	0.0453697	0.000598174	0.166681	0.165224	0.136512	0.00753604	0.0706442	0.0572098	0.27582	0.0787257	0.108474	0.0220068	0.0658744	0.255583	0.101454	0.00718617	0.0319657	0.0526113	0.204348	0.129331	0.0187929	0.0916538	0.596209	0.411607	0.3973	0.0424449	4.688523
101	-1176.07	-1171.334	-4.735697	2.295575	0.00221776	0.00221776	0.00221776	0.00221776	0.00221776	0.00221776	3.37837	3.37837	3.37837	3.37837	3.37837	3.37837	0.00131205	1.99869	0.0256214	39.0298	1.69029	1.69029	1.69029	1.69029	1.69029	1.69029	1.690294	2.29558	2.29558	0.0842501	0.679027	0.0648235	0.0202653	0.0545862	0.000498968	0.192453	0.181389	0.136512	0.00920662	0.0643982	0.0579298	0.274124	0.0764023	0.107474	0.0265026	0.0639561	0.255583	0.0899688	0.00718617	0.0425479	0.0749196	0.158889	0.221924	0.0198164	0.0732347	0.596209	0.409538	0.453579	0.0377028	5.432738
102	-1174.65	-1171.73	-2.920621	2.050642	0.00221776	0.00221776	0.00221776	0.00221776	0.00221776	0.00221776	3.37837	3.37837	3.37837	3.37837	3.37837	3.37837	0.00131205	1.99869	0.0256214	39.0298	1.69029	1.69029	1.69029	1.69029	1.69029	1.69029	1.690294	2.05064	2.05064	0.0938923	0.679027	0.0587434	0.0307002	0.0616937	0.000213802	0.192453	0.179904	0.125467	0.00797364	0.0566983	0.0619996	0.264104	0.0764023	0.108138	0.0339288	0.071129	0.279013	0.0692463	0.00766799	0.0510763	0.0661228	0.169071	0.251428	0.0256283	0.0766003	0.360652	0.60376	0.483029	0.0329889	5.432738
103	-1173.543	-1168.377	-5.165899	2.400673	0.000935465	0.000935465	0.000935465	0.000935465	0.000935465	0.000935465	3.37965	3.37965	3.37965	3.37965	3.37965	3.37965	0.000553433	1.99945	0.0166371	60.1066	1.69029	1.69029	1.69029	1.69029	1.69029	1.69029	1.690294	2.40067	2.40067	0.0434988	0.53758	0.0551721	0.0215005	0.0405658	0.000308074	0.135981	0.194032	0.0984757	0.00740515	0.0557724	0.0762652	0.264104	0.104811	0.0860977	0.0324369	0.0670327	0.279013	0.0866459	0.00700908	0.0563433	0.0928376	0.203863	0.257261	0.0191382	0.0762679	0.299767	0.642579	0.483029	0.0324618	6.072917
104	-1167.717	-1163.611	-4.106524	2.303974	0.00739117	0.00739117	0.00739117	0.00739117	0.00739117	0.00739117	3.3732	3.3732	3.3732	3.3732	3.3732	3.3732	0.00437271	1.99563	0.0468097	21.3631	1.69029	1.69029	1.69029	1.69029	1.69029	1.69029	1.690294	2.30397	2.30397	0.0544754	0.760066	0.0437102	0.0383029	0.0444307	0.000388734	0.151433	0.158503	0.117449	0.0059247	0.0633541	0.0740639	0.251709	0.104811	0.101844	0.0258845	0.0795185	0.306265	0.0781475	0.00841605	0.0563433	0.0893368	0.211285	0.260578	0.0293091	0.0550702	0.236552	0.589093	0.584589	0.0437121	4.539231
105	-1171.952	-1166.904	-5.048539	2.126793	0.00739117	0.00739117	0.00739117	0.00739117	0.00739117	0.00739117	3.3732	3.3732	3.3732	3.3732	3.3732	3.3732	0.00437271	1.99563	0.0468097	21.3631	1.69029	1.69029	1.69029	1.69029	1.69029	1.69029	1.690294	2.12679	2.12679	0.0544754	0.763441	0.0437102	0.0447329	0.0308607	0.000562752	0.167504	0.140023	0.0998756	0.00616155	0.0421164	0.0768482	0.239996	0.0958281	0.109505	0.0336799	0.0664626	0.355794	0.0848706	0.00841605	0.0528494	0.0930552	0.243954	0.352944	0.038254	0.0458972	0.249296	0.620574	0.706572	0.0378466	4.539231
106	-1177.108	-1170.58	-6.527567	2.022684	0.00739117	0.00739117	0.00739117	0.00739117	0.00739117	0.00739117	3.3732	3.3732	3.3732	3.3732	3.3732	3.3732	0.00437271	1.99563	0.0468097	21.3631	1.69029	1.69029	1.69029	1.69029	1.69029	1.69029	1.690294	2.02268	2.02268	0.0488762	1.11239	0.0307053	0.0317961	0.0344891	0.000686945	0.165749	0.113843	0.0947015	0.00733103	0.0512454	0.0557037	0.27317	0.0843625	0.0981815	0.0379503	0.0624562	0.37006	0.0830643	0.0117146	0.0463078	0.0772685	0.203223	0.420388	0.0408839	0.0429396	0.249296	0.820978	0.462036	0.0422675	4.539231
107	-1174.004	-1166.939	-7.064641	2.166972	0.00752203	0.00752203	0.00752203	0.00752203	0.00752203	0.00752203	3.37307	3.37307	3.37307	3.37307	3.37307	3.37307	0.00445013	1.99555	0.0472232	21.176	1.69029	1.69029	1.69029	1.69029	1.69029	1.69029	1.690294	2.16697	2.16697	0.0548958	1.00102	0.0283571	0.0362839	0.0344891	0.000480492	0.199879	0.0858701	0.106362	0.00733103	0.0512454	0.065416	0.232789	0.0989784	0.107509	0.0346962	0.0602366	0.37006	0.0585246	0.0142355	0.0478152	0.0907544	0.31294	0.376772	0.0271604	0.045091	0.12923	0.730028	0.642604	0.0406702	4.526193
108	-1171.954	-1161.592	-10.36236	2.231139	0.00752203	0.00752203	0.00752203	0.00752203	0.00752203	0.00752203	3.37307	3.37307	3.37307	3.37307	3.37307	3.37307	0.00445013	1.99555	0.0472232	21.176	1.69029	1.69029	1.69029	1.69029	1.69029	1.69029	1.690294	2.23114	2.23114	0.055436	1.00102	0.0317298	0.0361892	0.0344891	0.000351774	0.199879	0.0858701	0.136019	0.00711789	0.058218	0.0695871	0.30302	0.103688	0.0816294	0.0281586	0.0602366	0.326211	0.0673648	0.0157054	0.0461707	0.0914699	0.281787	0.434398	0.0292921	0.0235633	0.164255	0.813757	0.768556	0.0377161	4.526193
109	-1169.458	-1165.812	-3.64581	2.231139	0.0116633	0.0116633	0.0116633	0.0116633	0.0116633	0.0116633	3.36892	3.36892	3.36892	3.36892	3.36892	3.36892	0.00690019	1.9931	0.0588391	16.9955	1.69029	1.69029	1.69029	1.69029	1.69029	1.69029	1.690294	2.23114	2.23114	0.055436	0.747897	0.0389529	0.0358619	0.0341811	0.000414143	0.161406	0.0808069	0.161068	0.00711789	0.0666336	0.0818744	0.30302	0.0945404	0.0816294	0.0335133	0.0821065	0.346246	0.0790355	0.0107109	0.0537037	0.106348	0.317474	0.292277	0.0312434	0.0210275	0.131104	0.677127	0.51733	0.0599479	4.200136
110	-1172.333	-1173.995	1.662509	2.040739	0.0187588	0.0187588	0.0187588	0.0187588	0.0187588	0.0187588	3.36183	3.36183	3.36183	3.36183	3.36183	3.36183	0.0110979	1.9889	0.0746989	13.3871	1.69029	1.69029	1.69029	1.69029	1.69029	1.69029	1.690294	2.04074	2.04074	0.0462631	0.747897	0.0619625	0.0689667	0.0421046	0.000414143	0.2473	0.0652885	0.127187	0.00642122	0.0750355	0.086607	0.283971	0.0945404	0.0816294	0.0301791	0.0696787	0.368445	0.0723448	0.0120902	0.0419468	0.106348	0.317474	0.288418	0.0335146	0.0216318	0.166316	0.420538	0.316623	0.0776711	3.8463
111	-1176.838	-1175.341	-1.496587	2.356477	0.0186579	0.0186579	0.0186579	0.0186579	0.0186579	0.0186579	3.34374	3.34374	3.34374	3.34374	3.34374	3.34374	0.0110979	1.9889	0.0746989	13.3871	1.6812	1.6812	1.6812	1.6812	1.6812	1.6812	1.681201	2.35648	2.35648	0.0444233	1.08748	0.0633645	0.075195	0.0463134	0.000282517	0.201118	0.0667977	0.109596	0.00778331	0.0675668	0.086607	0.248771	0.0966143	0.0918685	0.0352621	0.0701045	0.368445	0.064192	0.0137635	0.0582683	0.0859686	0.241575	0.192195	0.0384025	0.0250646	0.231237	0.391249	0.237661	0.0664688	3.8463
112	-1174.87	-1173.78	-1.090032	2.356477	0.0202334	0.0202334	0.0202334	0.0202334	0.0202334	0.0202334	3.34217	3.34217	3.34217	3.34217	3.34217	3.34217	0.0120351	1.98796	0.0778074	12.8523	1.6812	1.6812	1.6812	1.6812	1.6812	1.6812	1.681201	2.35648	2.35648	0.0227075	0.911088	0.0906082	0.0692464	0.0593042	0.00036202	0.158168	0.0667977	0.109196	0.00812924	0.0747803	0.086607	0.27737	0.0905236	0.0918685	0.0290534	0.0520072	0.368445	0.0692305	0.00943466	0.0755686	0.0545423	0.272764	0.204096	0.0384025	0.0450348	0.257335	0.492129	0.237661	0.0574884	3.785853
113	-1170.802	-1167.603	-3.199026	2.360917	0.00674658	0.00674658	0.00674658	0.00674658	0.00674658	0.00674658	3.35566	3.35566	3.35566	3.35566	3.35566	3.35566	0.00401295	1.99599	0.0448387	22.3022	1.6812	1.6812	1.6812	1.6812	1.6812	1.6812	1.681201	2.36092	2.36092	0.0230722	0.879191	0.132266	0.0522783	0.0594042	0.000691009	0.177739	0.0973603	0.115247	0.00855802	0.0573804	0.108264	0.327202	0.0916684	0.0850535	0.0363061	0.0516316	0.298174	0.0876393	0.0110378	0.0806756	0.0345551	0.220692	0.218829	0.0374451	0.0450348	0.220357	0.602592	0.233211	0.0621585	4.603011
114	-1169.294	-1164.871	-4.423221	2.259602	0.00844584	0.00844584	0.00844584	0.00844584	0.00844584	0.00844584	3.41489	3.41489	3.41489	3.41489	3.41489	3.41489	0.00493427	1.99507	0.0497316	20.1079	1.71167	1.71167	1.71167	1.71167	1.71167	1.71167	1.71167	2.2596	2.2596	0.0337462	0.943835	0.109522	0.0618941	0.0422304	0.000855034	0.177739	0.0936106	0.137593	0.0103054	0.0610791	0.099649	0.253342	0.0916684	0.0808509	0.0385836	0.0468612	0.352354	0.0831412	0.0161913	0.084093	0.0299205	0.220692	0.258533	0.0329136	0.0442358	0.171261	0.722601	0.350148	0.070039	4.449458
115	-1170.244	-1164.285	-5.959566	2.259602	0.00844584	0.00844584	0.00844584	0.00844584	0.00844584	0.00844584	3.41489	3.41489	3.41489	3.41489	3.41489	3.41489	0.00493427	1.99507	0.0497316	20.1079	1.71167	1.71167	1.71167	1.71167	1.71167	1.71167	1.71167	2.2596	2.2596	0.0334225	1.10786	0.153109	0.0617385	0.0479364	0.00133891	0.210485	0.0936106	0.110638	0.00894284	0.0612553	0.099649	0.28421	0.0725956	0.0899579	0.0444308	0.0595056	0.244482	0.102074	0.0161913	0.0894075	0.0337209	0.223105	0.320926	0.0350429	0.0359304	0.166807	0.648921	0.368314	0.0640858	4.449458
116	-1171.058	-1167.502	-3.556219	2.277235	0.0177766	0.0177766	0.0177766	0.0177766	0.0177766	0.0177766	3.40556	3.40556	3.40556	3.40556	3.40556	3.40556	0.0103855	1.98961	0.0722487	13.8411	1.71167	1.71167	1.71167	1.71167	1.71167	1.71167	1.71167	2.27723	2.27723	0.0272924	0.965351	0.132365	0.0623688	0.0589847	0.00103903	0.153465	0.0936106	0.139798	0.0102821	0.0721679	0.0696599	0.225781	0.0801639	0.0838873	0.0314471	0.0562623	0.244482	0.100357	0.0169501	0.128686	0.0480693	0.208813	0.268975	0.0375967	0.0231299	0.133632	0.758687	0.396531	0.0799412	3.895746
